"Rank","Player","Team","Position","Points","Games","Avg"
"42","Jacob Hollister","SEA","TE","16.2","1","16.2"
"43","Joe Mixon","CIN","RB","16.1","1","16.1"
"44","James Washington","PIT","WR","16.0","1","16.0"
"44","New York Jets","NYJ","DST","16.0","1","16.0"
"44","Harrison Butker","KC","K","16.0","1","16.0"
"44","Marquise Brown","BAL","WR","16.0","1","16.0"
"48","Michael Gallup","DAL","WR","15.6","1","15.6"
"48","Matt Ryan","ATL","QB","15.6","1","15.6"
"50","Davante Adams","GB","WR","15.3","1","15.3"
"51","Deebo Samuel","SF","WR","15.2","1","15.2"
"52","Younghoe Koo","ATL","K","15.0","1","15.0"
"53","Le'Veon Bell","NYJ","RB","14.8","1","14.8"
"54","Kyle Allen","WAS","QB","14.5","1","14.5"
"55","Kendrick Bourne","SF","WR","14.2","1","14.2"
"56","Ryan Fitzpatrick","MIA","QB","14.1","1","14.1"
"57","Matt Gay","TB","K","14.0","1","14.0"
"58","Greg Olsen","SEA","TE","13.8","1","13.8"
"59","Mason Rudolph","PIT","QB","13.6","1","13.6"
"59","Brian Hill","ATL","RB","13.6","1","13.6"
"61","Philip Rivers","IND","QB","13.3","1","13.3"
"62","Kenny Golladay","DET","WR","13.2","1","13.2"
"63","Derek Carr","LV","QB","13.1","1","13.1"
"63","Nick Chubb","CLE","RB","13.1","1","13.1"
"65","Jason Sanders","MIA","K","13.0","1","13.0"
"65","Robert Woods","LAR","WR","13.0","1","13.0"
"67","Mecole Hardman","KC","WR","12.8","1","12.8"
"68","O.J. Howard","TB","TE","12.7","1","12.7"
"69","Keenan Allen","LAC","WR","12.6","1","12.6"
"70","Chase McLaughlin","IND","K","12.0","1","12.0"
"70","Sam Ficken","NYJ","K","12.0","1","12.0"
"72","Jack Doyle","IND","TE","11.9","1","11.9"
"73","Austin Ekeler","LAC","RB","11.8","1","11.8"
"73","Taylor Gabriel","FA","WR","11.8","1","11.8"
"75","Tarik Cohen","CHI","RB","11.7","1","11.7"
"76","Allen Robinson","CHI","WR","11.6","1","11.6"
"77","Drew Brees","NO","QB","11.5","1","11.5"
"77","Curtis Samuel","CAR","WR","11.5","1","11.5"
"79","Alvin Kamara","NO","RB","11.4","1","11.4"
"79","Damien Williams","KC","RB","11.4","1","11.4"
"79","Demaryius Thomas","FA","WR","11.4","1","11.4"
"82","Peyton Barber","WAS","RB","11.2","1","11.2"
"83","Larry Fitzgerald","ARI","WR","11.1","1","11.1"
"83","Anthony Firkser","TEN","TE","11.1","1","11.1"
"85","Zane Gonzalez","ARI","K","11.0","1","11.0"
"85","Jason Myers","SEA","K","11.0","1","11.0"
"85","Hunter Henry","LAC","TE","11.0","1","11.0"
"85","Miami Dolphins","MIA","DST","11.0","1","11.0"
"85","Jimmy Garoppolo","SF","QB","11.0","1","11.0"
"90","Kareem Hunt","CLE","RB","10.9","1","10.9"
"91","Gerald Everett","LAR","TE","10.8","1","10.8"
"92","Jared Cook","NO","TE","10.4","1","10.4"
"92","Chris Godwin","TB","WR","10.4","1","10.4"
"94","Mike Evans","TB","WR","10.2","1","10.2"
"94","John Brown","BUF","WR","10.2","1","10.2"
"94","Marvin Jones","DET","WR","10.2","1","10.2"
"97","Atlanta Falcons","ATL","DST","10.0","1","10.0"
"97","Aaron Rodgers","GB","QB","10.0","1","10.0"
"97","Wil Lutz","NO","K","10.0","1","10.0"
"100","Ryan Finley","CIN","QB","9.9","1","9.9"
"101","Nick Boyle","BAL","TE","9.8","1","9.8"
"102","Austin Hooper","CLE","TE","9.7","1","9.7"
"103","Julio Jones","ATL","WR","9.4","1","9.4"
"103","DeVante Parker","MIA","WR","9.4","1","9.4"
"103","Cole Beasley","BUF","WR","9.4","1","9.4"
"103","Mark Ingram II","BAL","RB","9.4","1","9.4"
"107","Andy Isabella","ARI","WR","9.3","1","9.3"
"108","Tevin Coleman","SF","RB","9.2","1","9.2"
"108","Brian Hoyer","NE","QB","9.2","1","9.2"
"108","Tyler Boyd","CIN","WR","9.2","1","9.2"
"111","Tyler Eifert","JAC","TE","9.0","1","9.0"
"111","Arizona Cardinals","ARI","DST","9.0","1","9.0"
"111","Daniel Carlson","LV","K","9.0","1","9.0"
"111","Tennessee Titans","TEN","DST","9.0","1","9.0"
"111","Matt Prater","DET","K","9.0","1","9.0"
"116","Adam Humphries","TEN","WR","8.8","1","8.8"
"117","Marlon Mack","IND","RB","8.7","1","8.7"
"118","J.D. McKissic","WAS","RB","8.5","1","8.5"
"119","Diontae Johnson","PIT","WR","8.4","1","8.4"
"120","Ben Braunecker","CHI","TE","8.3","1","8.3"
"121","Odell Beckham Jr.","CLE","WR","8.2","1","8.2"
"122","Eric Ebron","PIT","TE","8.1","1","8.1"
"123","Indianapolis Colts","IND","DST","8.0","1","8.0"
"123","Chicago Bears","CHI","DST","8.0","1","8.0"
"123","Austin Seibert","CLE","K","8.0","1","8.0"
"123","Green Bay Packers","GB","DST","8.0","1","8.0"
"123","Dan Bailey","MIN","K","8.0","1","8.0"
"123","Randy Bullock","CIN","K","8.0","1","8.0"
"123","D.K. Metcalf","SEA","WR","8.0","1","8.0"
"130","Alec Ingold","LV","RB","7.7","1","7.7"
"131","Demarcus Robinson","KC","WR","7.6","1","7.6"
"131","Sammy Watkins","KC","WR","7.6","1","7.6"
"133","Dawson Knox","BUF","TE","7.5","1","7.5"
"134","Ezekiel Elliott","DAL","RB","7.3","1","7.3"
"134","Todd Gurley","ATL","RB","7.3","1","7.3"
"136","Rashard Higgins","CLE","WR","7.2","1","7.2"
"137","Kenyan Drake","ARI","RB","7.1","1","7.1"
"138","Justin Tucker","BAL","K","7.0","1","7.0"
"138","Mason Crosby","GB","K","7.0","1","7.0"
"140","Jimmy Graham","CHI","TE","6.9","1","6.9"
"141","Mike Williams","LAC","WR","6.5","1","6.5"
"141","Devin Singletary","BUF","RB","6.5","1","6.5"
"141","Kalen Ballage","MIA","RB","6.5","1","6.5"
"144","Stefon Diggs","BUF","WR","6.4","1","6.4"
"144","Nyheim Hines","IND","RB","6.4","1","6.4"
"144","Josh Reynolds","LAR","WR","6.4","1","6.4"
"147","Devonta Freeman","FA","RB","6.3","1","6.3"
"147","Jamaal Williams","GB","RB","6.3","1","6.3"
"147","Jalen Richard","LV","RB","6.3","1","6.3"
"150","Calvin Ridley","ATL","WR","6.2","1","6.2"
"150","T.J. Hockenson","DET","TE","6.2","1","6.2"
"150","Hunter Renfrow","LV","WR","6.2","1","6.2"
"153","Adam Vinatieri","FA","K","6.0","1","6.0"
"153","Detroit Lions","DET","DST","6.0","1","6.0"
"153","Michael Badgley","LAC","K","6.0","1","6.0"
"153","Tampa Bay Buccaneers","TB","DST","6.0","1","6.0"
"153","David Montgomery","CHI","RB","6.0","1","6.0"
"153","Brett Maher","NYJ","K","6.0","1","6.0"
"153","Joey Slye","CAR","K","6.0","1","6.0"
"160","Irv Smith Jr.","MIN","TE","5.9","1","5.9"
"160","JuJu Smith-Schuster","PIT","WR","5.9","1","5.9"
"160","Alexander Mattison","MIN","RB","5.9","1","5.9"
"163","Kalif Raymond","TEN","WR","5.7","1","5.7"
"163","Rhett Ellison","FA","TE","5.7","1","5.7"
"163","Jared Goff","LAR","QB","5.7","1","5.7"
"166","Saquon Barkley","NYG","RB","5.6","1","5.6"
"167","Jaylen Samuels","PIT","RB","5.5","1","5.5"
"167","Darren Waller","LV","TE","5.5","1","5.5"
"169","Auden Tate","CIN","WR","5.1","1","5.1"
"170","Buffalo Bills","BUF","DST","5.0","1","5.0"
"170","Jonnu Smith","TEN","TE","5.0","1","5.0"
"170","Chris Boswell","PIT","K","5.0","1","5.0"
"170","Kansas City Chiefs","KC","DST","5.0","1","5.0"
"170","Blake Jarwin","DAL","TE","5.0","1","5.0"
"175","Danny Amendola","DET","WR","4.9","1","4.9"
"176","Bennie Fowler III","FA","WR","4.6","1","4.6"
"177","Malik Turner","FA","WR","4.5","1","4.5"
"178","Tyler Lockett","SEA","WR","4.4","1","4.4"
"179","Scott Miller","TB","WR","4.3","1","4.3"
"179","Russell Gage","ATL","WR","4.3","1","4.3"
"181","Allen Lazard","GB","WR","4.2","1","4.2"
"181","Allen Hurns","MIA","WR","4.2","1","4.2"
"183","Chester Rogers","FA","WR","4.1","1","4.1"
"184","Tyrell Williams","LV","WR","4.0","1","4.0"
"184","Greg Zuerlein","DAL","K","4.0","1","4.0"
"184","Los Angeles Chargers","LAC","DST","4.0","1","4.0"
"184","Raheem Mostert","SF","RB","4.0","1","4.0"
"188","Dare Ogunbowale","TB","RB","3.9","1","3.9"
"188","Ross Dwelley","SF","TE","3.9","1","3.9"
"188","Pharoh Cooper","CAR","WR","3.9","1","3.9"
"191","Demetrius Harris","CHI","TE","3.8","1","3.8"
"192","Josh Gordon","FA","WR","3.7","1","3.7"
"192","Tyler Higbee","LAR","TE","3.7","1","3.7"
"194","Zach Pascal","IND","WR","3.6","1","3.6"
"195","Olabisi Johnson","MIN","WR","3.5","1","3.5"
"195","Matt Breida","MIA","RB","3.5","1","3.5"
"197","Emmanuel Sanders","NO","WR","3.4","1","3.4"
"198","Jake Kumerow","GB","WR","3.3","1","3.3"
"199","Hayden Hurst","ATL","TE","3.0","1","3.0"
"199","New Orleans Saints","NO","DST","3.0","1","3.0"
"199","Minnesota Vikings","MIN","DST","3.0","1","3.0"
"199","Ryan Succop","FA","K","3.0","1","3.0"
"203","Latavius Murray","NO","RB","2.9","1","2.9"
"203","Logan Thomas","WAS","TE","2.9","1","2.9"
"203","Patrick Laird","MIA","RB","2.9","1","2.9"
"203","DeAndre Washington","KC","RB","2.9","1","2.9"
"203","Isaiah McKenzie","BUF","WR","2.9","1","2.9"
"208","Vance McDonald","PIT","TE","2.8","1","2.8"
"209","Jason Witten","LV","TE","2.7","1","2.7"
"209","Breshad Perriman","NYJ","WR","2.7","1","2.7"
"211","Jarius Wright","FA","WR","2.6","1","2.6"
"211","Taysom Hill","NO","QB","2.6","1","2.6"
"213","Robert Foster","BUF","WR","2.5","1","2.5"
"213","Tajae Sharpe","MIN","WR","2.5","1","2.5"
"213","Christian Blake","ATL","WR","2.5","1","2.5"
"213","Trey Edmunds","PIT","RB","2.5","1","2.5"
"213","Jakeem Grant","MIA","WR","2.5","1","2.5"
"218","Ty Johnson","DET","RB","2.4","1","2.4"
"219","Paul Perkins","FA","RB","2.3","1","2.3"
"219","Mike Gesicki","MIA","TE","2.3","1","2.3"
"221","A.J. Brown","TEN","WR","2.2","1","2.2"
"221","Trevon Wesco","NYJ","TE","2.2","1","2.2"
"221","Willie Snead","BAL","WR","2.2","1","2.2"
"224","Frank Gore","NYJ","RB","2.1","1","2.1"
"224","Geronimo Allison","DET","WR","2.1","1","2.1"
"226","Maxx Williams","ARI","TE","2.0","1","2.0"
"226","Carolina Panthers","CAR","DST","2.0","1","2.0"
"226","Jordan Wilkins","IND","RB","2.0","1","2.0"
"226","Cleveland Browns","CLE","DST","2.0","1","2.0"
"226","Stephen Hauschka","BUF","K","2.0","1","2.0"
"226","Eddy Pineiro","CHI","K","2.0","1","2.0"
"226","Darrel Williams","KC","RB","2.0","1","2.0"
"233","Tre'Quan Smith","NO","WR","1.8","1","1.8"
"234","Gus Edwards","BAL","RB","1.7","1","1.7"
"235","Robby Anderson","CAR","WR","1.6","1","1.6"
"236","Laquon Treadwell","ATL","WR","1.5","1","1.5"
"236","Zach Line","FA","RB","1.5","1","1.5"
"236","Zay Jones","LV","WR","1.5","1","1.5"
"236","Bilal Powell","FA","RB","1.5","1","1.5"
"240","Johnny Mundt","LAR","TE","1.4","1","1.4"
"240","Stanley Morgan Jr.","CIN","WR","1.4","1","1.4"
"240","Marcus Johnson","IND","WR","1.4","1","1.4"
"243","Clive Walford","FA","TE","1.3","1","1.3"
"243","Nick Vannett","DEN","TE","1.3","1","1.3"
"243","Alex Erickson","CIN","WR","1.3","1","1.3"
"246","Darwin Thompson","KC","RB","1.2","1","1.2"
"246","Anthony Miller","CHI","WR","1.2","1","1.2"
"246","Deon Yelder","KC","TE","1.2","1","1.2"
"246","Andre Roberts","BUF","WR","1.2","1","1.2"
"246","Chris Herndon IV","NYJ","TE","1.2","1","1.2"
"246","Kenjon Barner","FA","RB","1.2","1","1.2"
"252","Justice Hill","BAL","RB","1.1","1","1.1"
"252","Tony Brooks-James","MIN","RB","1.1","1","1.1"
"254","Malcolm Brown","LAR","RB","1.0","1","1.0"
"254","New York Giants","NYG","DST","1.0","1","1.0"
"254","Aldrick Rosas","NYG","K","1.0","1","1.0"
"254","Wayne Gallman","NYG","RB","1.0","1","1.0"
"254","Charles Clay","FA","TE","1.0","1","1.0"
"259","Patrick DiMarco","BUF","RB","0.9","1","0.9"
"260","Nick Bawden","DET","RB","0.8","1","0.8"
"260","Drew Sample","CIN","TE","0.8","1","0.8"
"262","Robert Griffin","BAL","QB","0.7","1","0.7"
"262","Tavon Austin","FA","WR","0.7","1","0.7"
"264","Kaden Smith","NYG","TE","0.6","1","0.6"
"264","T.J. Logan","TB","RB","0.6","1","0.6"
"266","Myles Gaskin","MIA","RB","0.5","1","0.5"
"266","Ted Ginn","CHI","WR","0.5","1","0.5"
"266","Albert Wilson","MIA","WR","0.5","1","0.5"
"269","Darrell Henderson","LAR","RB","0.4","1","0.4"
"270","Ryan Griffin","NYJ","TE","0.3","1","0.3"
"271","Jonathan Williams","FA","RB","0.1","1","0.1"
"271","Blake Bortles","FA","QB","0.1","1","0.1"
"271","Derek Watt","PIT","RB","0.1","1","0.1"
"274","Ryan Switzer","PIT","WR","0.0","1","0.0"
"274","KeeSean Johnson","ARI","WR","0.0","1","0.0"
"274","Marcell Ateman","LV","WR","0.0","1","0.0"
"274","Khadarel Hodge","CLE","WR","0.0","1","0.0"
"274","Damion Ratley","CLE","WR","0.0","1","0.0"
"274","David Moore","SEA","WR","0.0","1","0.0"
"274","Byron Pringle","KC","WR","0.0","1","0.0"
"274","Vyncint Smith","NYJ","WR","0.0","1","0.0"
"274","Javon Wims","CHI","WR","0.0","1","0.0"
"274","Deonte Harris","NO","WR","0.0","1","0.0"
"274","Mike Thomas","CIN","WR","0.0","1","0.0"
"274","Ryan Nall","CHI","RB","0.0","1","0.0"
"274","Stephen Carlson","CLE","TE","0.0","1","0.0"
"274","Jace Sternberger","GB","TE","0.0","1","0.0"
"274","Qadree Ollison","ATL","RB","0.0","1","0.0"
"274","DeAndrew White","CAR","WR","0.0","1","0.0"
"274","Cody Hollister","TEN","WR","0.0","1","0.0"
"274","Krishawn Hogan","NO","WR","0.0","1","0.0"
"274","Jason Moore","LAC","WR","0.0","1","0.0"
"274","Olamide Zaccheaus","ATL","WR","0.0","1","0.0"
"274","Senorise Perry","TEN","RB","0.0","1","0.0"
"274","Davion Davis","MIN","WR","0.0","1","0.0"
"274","Tanner Hudson","TB","TE","0.0","1","0.0"
"274","Trayveon Williams","CIN","RB","0.0","1","0.0"
"274","Ventell Bryant","DAL","WR","0.0","1","0.0"
"274","Trevor Davis","CHI","WR","0.0","1","0.0"
"274","Cordarrelle Patterson","CHI","WR","0.0","1","0.0"
"274","Marquez Valdes-Scantling","GB","WR","0.0","1","0.0"
"274","Miles Boykin","BAL","WR","0.0","1","0.0"
"274","Justin Watson","TB","WR","0.0","1","0.0"
"274","Marquise Goodwin","PHI","WR","0.0","1","0.0"
"274","Cody Core","NYG","WR","0.0","1","0.0"
"274","Marvin Hall","DET","WR","0.0","1","0.0"
"274","Ashton Dulin","IND","WR","0.0","1","0.0"
"274","Andre Patton","LAC","WR","0.0","1","0.0"
"274","Darrell Daniels","ARI","TE","0.0","1","0.0"
"274","Lance Kendricks","FA","TE","0.0","1","0.0"
"274","Cody Latimer","WAS","WR","0.0","1","0.0"
"274","De'Anthony Thomas","BAL","WR","0.0","1","0.0"
"274","Richie James","SF","WR","0.0","1","0.0"
"274","Jamize Olawale","DAL","RB","0.0","1","0.0"
"274","Troymaine Pope","FA","RB","0.0","1","0.0"
"274","Kyle Juszczyk","SF","RB","0.0","1","0.0"
"274","Travis Homer","SEA","RB","0.0","1","0.0"
"274","Alex Armah","CAR","RB","0.0","1","0.0"
"274","Elijhaa Penny","NYG","RB","0.0","1","0.0"
"274","Zach Zenner","FA","RB","0.0","1","0.0"
"274","Reggie Bonnafon","CAR","RB","0.0","1","0.0"
"274","Dwayne Washington","NO","RB","0.0","1","0.0"
"274","Rod Smith","LV","RB","0.0","1","0.0"
"274","Jordan Scarlett","CAR","RB","0.0","1","0.0"
"274","Ameer Abdullah","MIN","RB","0.0","1","0.0"
"274","De'Lance Turner","FA","RB","0.0","1","0.0"
"274","Dan Vitale","NE","RB","0.0","1","0.0"
"274","Dion Lewis","NYG","RB","0.0","1","0.0"
"274","Keith Smith","ATL","RB","0.0","1","0.0"
"274","Javorius Allen","FA","RB","0.0","1","0.0"
"274","Mike Boone","MIN","RB","0.0","1","0.0"
"274","Dallas Cowboys","DAL","DST","0.0","1","0.0"
"274","Ty Long","LAC","K","0.0","1","0.0"
"274","Ty Montgomery","NO","RB","0.0","1","0.0"
"274","Brandon Wilson","CIN","RB","0.0","1","0.0"
"274","Josh Rosen","MIA","QB","0.0","1","0.0"
"274","Ian Thomas","CAR","TE","0.0","1","0.0"
"274","Tyler Conklin","MIN","TE","0.0","1","0.0"
"274","MyCole Pruitt","TEN","TE","0.0","1","0.0"
"274","Beau Brinkley","TEN","TE","0.0","1","0.0"
"274","Justin Hardy","FA","WR","0.0","1","0.0"
"274","Trey Burton","IND","TE","0.0","1","0.0"
"274","Derek Carrier","LV","TE","0.0","1","0.0"
"274","Lee Smith","BUF","TE","0.0","1","0.0"
"274","Justin Hardee","NO","WR","0.0","1","0.0"
"274","Johnny Holton","FA","WR","0.0","1","0.0"
"274","Dante Pettis","SF","WR","0.0","1","0.0"
"274","Trent Sherfield","ARI","WR","0.0","1","0.0"
"274","Braxton Berrios","NYJ","WR","0.0","1","0.0"
"274","Seth Roberts","CAR","WR","0.0","1","0.0"
"274","Cooper Kupp","LAR","WR","0.0","1","0.0"
"274","JoJo Natson","CLE","WR","0.0","1","0.0"
"274","Jesse James","DET","TE","0.0","1","0.0"
"274","Foster Moreau","LV","TE","0.0","1","0.0"
"274","Blake Bell","DAL","TE","0.0","1","0.0"
"274","Luke Willson","SEA","TE","0.0","1","0.0"
"274","Garrett Celek","FA","TE","0.0","1","0.0"
"274","C.J. Uzomah","CIN","TE","0.0","1","0.0"
"274","Daniel Brown","NYJ","TE","0.0","1","0.0"
"274","Tyler Kroft","BUF","TE","0.0","1","0.0"
"274","Kyle Nelson","SF","TE","0.0","1","0.0"
"274","Marcedes Lewis","GB","TE","0.0","1","0.0"
"274","Dontrell Hilliard","CLE","RB","0.0","1","0.0"
"274","Anthony Sherman","KC","RB","0.0","1","0.0"
"274","Chandler Cox","MIA","RB","0.0","1","0.0"
"274","D'Ernest Johnson","CLE","RB","0.0","1","0.0"
"274","Mo Alie-Cox","IND","TE","0.0","1","0.0"
"274","Durham Smythe","MIA","TE","0.0","1","0.0"
"274","Dalton Schultz","DAL","TE","0.0","1","0.0"
"274","J.P. Holtz","CHI","TE","0.0","1","0.0"
"274","Jaeden Graham","ATL","TE","0.0","1","0.0"
"274","Virgil Green","LAC","TE","0.0","1","0.0"
"274","Chris Manhertz","CAR","TE","0.0","1","0.0"
"274","Josh Hill","NO","TE","0.0","1","0.0"
"274","Cethan Carter","CIN","TE","0.0","1","0.0"
"274","Levine Toilolo","NYG","TE","0.0","1","0.0"
"274","Cameron Brate","TB","TE","0.0","1","0.0"
"274","Luke Stocker","FA","TE","0.0","1","0.0"
"274","Pharaoh Brown","CLE","TE","0.0","1","0.0"
"380","CJ Ham","MIN","RB","-0.1","1","-0.1"
"381","Tony Pollard","DAL","RB","-0.4","1","-0.4"
"382","David Johnson","HOU","RB","-0.5","1","-0.5"
"383","Giovani Bernard","CIN","RB","-0.7","1","-0.7"
"384","Cincinnati Bengals","CIN","DST","-1.0","1","-1.0"
"385","Rashaad Penny","SEA","RB","-1.8","1","-1.8"
""
""
