"Rank","Player","Team","Position","Points","Games","Avg"
"46","Josh Allen","BUF","QB","17.4","1","17.4"
"46","Kyler Murray","ARI","QB","17.4","1","17.4"
"48","Tyler Higbee","LAR","TE","17.1","1","17.1"
"48","Aaron Jones","GB","RB","17.1","1","17.1"
"48","Joe Mixon","CIN","RB","17.1","1","17.1"
"51","Kenny Stills","HOU","WR","17.0","1","17.0"
"52","Sam Darnold","NYJ","QB","16.8","1","16.8"
"53","Adrian Peterson","WAS","RB","16.6","1","16.6"
"54","Carlos Hyde","SEA","RB","16.4","1","16.4"
"55","Eli Manning","FA","QB","16.3","1","16.3"
"55","D.J. Moore","CAR","WR","16.3","1","16.3"
"57","Darren Waller","LV","TE","16.2","1","16.2"
"58","Dan Bailey","MIN","K","16.0","1","16.0"
"58","Allen Robinson","CHI","WR","16.0","1","16.0"
"60","Derek Carr","LV","QB","15.9","1","15.9"
"61","Greg Ward","PHI","WR","15.6","1","15.6"
"61","Sterling Shepard","NYG","WR","15.6","1","15.6"
"63","Wes Hills","DET","RB","15.2","1","15.2"
"64","Mike Williams","LAC","WR","15.1","1","15.1"
"65","Tampa Bay Buccaneers","TB","DST","15.0","1","15.0"
"66","DeAndre Hopkins","ARI","WR","14.9","1","14.9"
"67","Chris Godwin","TB","WR","14.6","1","14.6"
"67","Kyle Allen","WAS","QB","14.6","1","14.6"
"67","Zach Ertz","PHI","TE","14.6","1","14.6"
"70","Keenan Allen","LAC","WR","14.4","1","14.4"
"70","Ricky Seals-Jones","KC","TE","14.4","1","14.4"
"70","Aaron Rodgers","GB","QB","14.4","1","14.4"
"73","Jonnu Smith","TEN","TE","14.2","1","14.2"
"73","Danny Amendola","DET","WR","14.2","1","14.2"
"75","Seth Roberts","CAR","WR","14.1","1","14.1"
"76","Curtis Samuel","CAR","WR","13.9","1","13.9"
"77","James White","NE","RB","13.7","1","13.7"
"78","John Brown","BUF","WR","13.4","1","13.4"
"79","Mark Andrews","BAL","TE","13.2","1","13.2"
"80","Cooper Kupp","LAR","WR","13.1","1","13.1"
"80","James Conner","PIT","RB","13.1","1","13.1"
"82","Green Bay Packers","GB","DST","13.0","1","13.0"
"82","Steven Sims","WAS","WR","13.0","1","13.0"
"84","Rex Burkhead","NE","RB","12.9","1","12.9"
"84","Tom Brady","TB","QB","12.9","1","12.9"
"86","Tavon Austin","FA","WR","12.7","1","12.7"
"86","Kirk Cousins","MIN","QB","12.7","1","12.7"
"88","Jimmy Garoppolo","SF","QB","12.6","1","12.6"
"89","Marquise Brown","BAL","WR","12.5","1","12.5"
"90","Scott Miller","TB","WR","12.4","1","12.4"
"91","Robbie Gould","SF","K","12.0","1","12.0"
"91","Tarik Cohen","CHI","RB","12.0","1","12.0"
"91","Nick Folk","FA","K","12.0","1","12.0"
"91","Dustin Hopkins","WAS","K","12.0","1","12.0"
"95","Josh Jacobs","LV","RB","11.9","1","11.9"
"96","Damiere Byrd","NE","WR","11.6","1","11.6"
"96","Kareem Hunt","CLE","RB","11.6","1","11.6"
"96","Jason Witten","LV","TE","11.6","1","11.6"
"96","Golden Tate","NYG","WR","11.6","1","11.6"
"100","Tyrell Williams","LV","WR","11.5","1","11.5"
"101","Alvin Kamara","NO","RB","11.4","1","11.4"
"102","Taysom Hill","NO","QB","11.3","1","11.3"
"102","Philip Rivers","IND","QB","11.3","1","11.3"
"104","Kansas City Chiefs","KC","DST","11.0","1","11.0"
"104","Atlanta Falcons","ATL","DST","11.0","1","11.0"
"106","Sony Michel","NE","RB","10.8","1","10.8"
"106","James Washington","PIT","WR","10.8","1","10.8"
"108","N'Keal Harry","NE","WR","10.7","1","10.7"
"109","Odell Beckham Jr.","CLE","WR","10.6","1","10.6"
"109","Austin Ekeler","LAC","RB","10.6","1","10.6"
"109","D.K. Metcalf","SEA","WR","10.6","1","10.6"
"109","Robby Anderson","CAR","WR","10.6","1","10.6"
"113","Raheem Mostert","SF","RB","10.4","1","10.4"
"114","David Blough","DET","QB","10.3","1","10.3"
"115","Darius Slayton","NYG","WR","10.1","1","10.1"
"116","Harrison Butker","KC","K","10.0","1","10.0"
"116","Boston Scott","PHI","RB","10.0","1","10.0"
"116","Daniel Carlson","LV","K","10.0","1","10.0"
"116","Stefon Diggs","BUF","WR","10.0","1","10.0"
"116","Wil Lutz","NO","K","10.0","1","10.0"
"121","Courtland Sutton","DEN","WR","9.9","1","9.9"
"122","Le'Veon Bell","NYJ","RB","9.8","1","9.8"
"122","Leonard Fournette","JAC","RB","9.8","1","9.8"
"124","Keelan Cole","JAC","WR","9.1","1","9.1"
"125","Matt Gay","TB","K","9.0","1","9.0"
"125","New York Jets","NYJ","DST","9.0","1","9.0"
"125","Josh Lambo","JAC","K","9.0","1","9.0"
"125","Philadelphia Eagles","PHI","DST","9.0","1","9.0"
"125","Jason Sanders","MIA","K","9.0","1","9.0"
"125","Baltimore Ravens","BAL","DST","9.0","1","9.0"
"131","Javorius Allen","FA","RB","8.8","1","8.8"
"132","Will Fuller","HOU","WR","8.6","1","8.6"
"132","Tre'Quan Smith","NO","WR","8.6","1","8.6"
"132","Derrick Henry","TEN","RB","8.6","1","8.6"
"132","Dion Lewis","NYG","RB","8.6","1","8.6"
"136","Devlin Hodges","PIT","QB","8.5","1","8.5"
"137","Sammy Watkins","KC","WR","8.4","1","8.4"
"137","Albert Wilson","MIA","WR","8.4","1","8.4"
"139","Cethan Carter","CIN","TE","8.3","1","8.3"
"140","Jordan Wilkins","IND","RB","8.2","1","8.2"
"140","Myles Gaskin","MIA","RB","8.2","1","8.2"
"142","Christian Kirk","ARI","WR","8.1","1","8.1"
"143","New York Giants","NYG","DST","8.0","1","8.0"
"143","Joey Slye","CAR","K","8.0","1","8.0"
"143","Zane Gonzalez","ARI","K","8.0","1","8.0"
"143","Randy Bullock","CIN","K","8.0","1","8.0"
"143","Dallas Goedert","PHI","TE","8.0","1","8.0"
"148","Tyler Kroft","BUF","TE","7.9","1","7.9"
"148","Devin Singletary","BUF","RB","7.9","1","7.9"
"150","Irv Smith Jr.","MIN","TE","7.8","1","7.8"
"151","Kyle Juszczyk","SF","RB","7.7","1","7.7"
"152","Drew Lock","DEN","QB","7.6","1","7.6"
"153","Jared Cook","NO","TE","7.4","1","7.4"
"154","Jacoby Brissett","IND","QB","7.3","1","7.3"
"155","Corey Davis","TEN","WR","7.2","1","7.2"
"156","Dan Arnold","ARI","TE","7.1","1","7.1"
"157","Austin Seibert","CLE","K","7.0","1","7.0"
"157","Jake Elliott","PHI","K","7.0","1","7.0"
"157","Josh Hill","NO","TE","7.0","1","7.0"
"157","Seattle Seahawks","SEA","DST","7.0","1","7.0"
"157","Miles Boykin","BAL","WR","7.0","1","7.0"
"157","Eddy Pineiro","CHI","K","7.0","1","7.0"
"163","Mike Gesicki","MIA","TE","6.7","1","6.7"
"163","Diontae Johnson","PIT","WR","6.7","1","6.7"
"165","Brandin Cooks","HOU","WR","6.6","1","6.6"
"165","Noah Fant","DEN","TE","6.6","1","6.6"
"165","O.J. Howard","TB","TE","6.6","1","6.6"
"168","Nick Vannett","DEN","TE","6.5","1","6.5"
"168","Devonta Freeman","FA","RB","6.5","1","6.5"
"170","Patrick Laird","MIA","RB","6.4","1","6.4"
"170","Zach Pascal","IND","WR","6.4","1","6.4"
"172","Kyle Rudolph","MIN","TE","6.3","1","6.3"
"173","Andy Dalton","DAL","QB","6.1","1","6.1"
"173","Qadree Ollison","ATL","RB","6.1","1","6.1"
"175","Younghoe Koo","ATL","K","6.0","1","6.0"
"175","Pittsburgh Steelers","PIT","DST","6.0","1","6.0"
"175","Jason Myers","SEA","K","6.0","1","6.0"
"175","Matt Prater","DET","K","6.0","1","6.0"
"175","Ka'imi Fairbairn","HOU","K","6.0","1","6.0"
"180","Kenny Golladay","DET","WR","5.9","1","5.9"
"180","Latavius Murray","NO","RB","5.9","1","5.9"
"180","Tyler Eifert","JAC","TE","5.9","1","5.9"
"183","Dalvin Cook","MIN","RB","5.8","1","5.8"
"183","Russell Gage","ATL","WR","5.8","1","5.8"
"185","Larry Fitzgerald","ARI","WR","5.7","1","5.7"
"186","Vyncint Smith","NYJ","WR","5.5","1","5.5"
"187","David Montgomery","CHI","RB","5.4","1","5.4"
"187","Ronald Jones II","TB","RB","5.4","1","5.4"
"187","Jake Kumerow","GB","WR","5.4","1","5.4"
"190","Josh Gordon","FA","WR","5.3","1","5.3"
"190","Kaden Smith","NYG","TE","5.3","1","5.3"
"190","Chris Lacy","DET","WR","5.3","1","5.3"
"193","Blake Bell","DAL","TE","5.1","1","5.1"
"194","Blake Jarwin","DAL","TE","5.0","1","5.0"
"194","Peyton Barber","WAS","RB","5.0","1","5.0"
"194","Arizona Cardinals","ARI","DST","5.0","1","5.0"
"194","Denver Broncos","DEN","DST","5.0","1","5.0"
"194","Jacksonville Jaguars","JAC","DST","5.0","1","5.0"
"194","Tennessee Titans","TEN","DST","5.0","1","5.0"
"194","Chris Boswell","PIT","K","5.0","1","5.0"
"194","Stephen Hauschka","BUF","K","5.0","1","5.0"
"194","Michael Badgley","LAC","K","5.0","1","5.0"
"194","New Orleans Saints","NO","DST","5.0","1","5.0"
"204","Melvin Gordon","DEN","RB","4.9","1","4.9"
"205","Jarvis Landry","CLE","WR","4.8","1","4.8"
"205","Cameron Brate","TB","TE","4.8","1","4.8"
"207","Giovani Bernard","CIN","RB","4.7","1","4.7"
"207","Marcus Johnson","IND","WR","4.7","1","4.7"
"209","Royce Freeman","DEN","RB","4.6","1","4.6"
"209","Josh Reynolds","LAR","WR","4.6","1","4.6"
"209","Jalen Richard","LV","RB","4.6","1","4.6"
"209","Jesse James","DET","TE","4.6","1","4.6"
"213","T.Y. Hilton","IND","WR","4.5","1","4.5"
"213","Adam Thielen","MIN","WR","4.5","1","4.5"
"213","Spencer Ware","FA","RB","4.5","1","4.5"
"216","Darwin Thompson","KC","RB","4.4","1","4.4"
"216","Clive Walford","FA","TE","4.4","1","4.4"
"218","Damion Ratley","CLE","WR","4.3","1","4.3"
"219","Deebo Samuel","SF","WR","4.2","1","4.2"
"220","Tyler Boyd","CIN","WR","4.1","1","4.1"
"220","Malik Turner","FA","WR","4.1","1","4.1"
"220","Tim Patrick","DEN","WR","4.1","1","4.1"
"223","Aldrick Rosas","NYG","K","4.0","1","4.0"
"223","Justin Tucker","BAL","K","4.0","1","4.0"
"223","Tevin Coleman","SF","RB","4.0","1","4.0"
"223","San Francisco 49ers","SF","DST","4.0","1","4.0"
"223","Houston Texans","HOU","DST","4.0","1","4.0"
"223","Dallas Cowboys","DAL","DST","4.0","1","4.0"
"229","Jamaal Williams","GB","RB","3.8","1","3.8"
"229","Jacob Hollister","SEA","TE","3.8","1","3.8"
"229","Tajae Sharpe","MIN","WR","3.8","1","3.8"
"232","Matt LaCosse","NE","TE","3.7","1","3.7"
"232","Alec Ingold","LV","RB","3.7","1","3.7"
"232","Robert Woods","LAR","WR","3.7","1","3.7"
"235","Chris Thompson","JAC","RB","3.6","1","3.6"
"235","Isaiah Ford","MIA","WR","3.6","1","3.6"
"237","Gus Edwards","BAL","RB","3.5","1","3.5"
"237","Dontrelle Inman","FA","WR","3.5","1","3.5"
"237","Austin Hooper","CLE","TE","3.5","1","3.5"
"240","John Ross","CIN","WR","3.4","1","3.4"
"241","Seth DeValve","FA","TE","3.3","1","3.3"
"241","Duke Johnson","HOU","RB","3.3","1","3.3"
"241","CJ Ham","MIN","RB","3.3","1","3.3"
"241","Ian Thomas","CAR","TE","3.3","1","3.3"
"245","DeAndre Washington","KC","RB","3.2","1","3.2"
"245","Kelvin Harmon","WAS","WR","3.2","1","3.2"
"245","Phillip Lindsay","DEN","RB","3.2","1","3.2"
"248","Jack Doyle","IND","TE","3.1","1","3.1"
"248","Demarcus Robinson","KC","WR","3.1","1","3.1"
"248","Dede Westbrook","JAC","WR","3.1","1","3.1"
"251","C.J. Prosise","FA","RB","3.0","1","3.0"
"251","Carolina Panthers","CAR","DST","3.0","1","3.0"
"251","Brandon McManus","DEN","K","3.0","1","3.0"
"251","Miami Dolphins","MIA","DST","3.0","1","3.0"
"251","Detroit Lions","DET","DST","3.0","1","3.0"
"251","Mason Crosby","GB","K","3.0","1","3.0"
"251","Las Vegas Raiders","LV","DST","3.0","1","3.0"
"251","Olabisi Johnson","MIN","WR","3.0","1","3.0"
"251","Washington Redskins","WAS","DST","3.0","1","3.0"
"251","Ryan Succop","FA","K","3.0","1","3.0"
"261","Geronimo Allison","DET","WR","2.9","1","2.9"
"262","Justin Jackson","LAC","RB","2.7","1","2.7"
"262","Justin Watson","TB","WR","2.7","1","2.7"
"264","Cody Latimer","WAS","WR","2.6","1","2.6"
"265","Ameer Abdullah","MIN","RB","2.5","1","2.5"
"265","Johnny Mundt","LAR","TE","2.5","1","2.5"
"267","Hayden Hurst","ATL","TE","2.4","1","2.4"
"267","Allen Lazard","GB","WR","2.4","1","2.4"
"267","Amari Cooper","DAL","WR","2.4","1","2.4"
"270","Jeremy Sprinkle","WAS","TE","2.3","1","2.3"
"270","Charles Clay","FA","TE","2.3","1","2.3"
"270","Mohamed Sanu","NE","WR","2.3","1","2.3"
"270","Andrew Beck","DEN","TE","2.3","1","2.3"
"270","DaeSean Hamilton","DEN","WR","2.3","1","2.3"
"275","Pharoh Cooper","CAR","WR","2.2","1","2.2"
"275","Nyheim Hines","IND","RB","2.2","1","2.2"
"275","Keelan Doss","LV","WR","2.2","1","2.2"
"278","Dare Ogunbowale","TB","RB","2.1","1","2.1"
"279","Willie Snead","BAL","WR","2.0","1","2.0"
"279","Dwayne Washington","NO","RB","2.0","1","2.0"
"279","Riley Ridley","CHI","WR","2.0","1","2.0"
"279","Ty Johnson","DET","RB","2.0","1","2.0"
"283","Marlon Mack","IND","RB","1.9","1","1.9"
"283","Julian Edelman","NE","WR","1.9","1","1.9"
"283","J.D. McKissic","WAS","RB","1.9","1","1.9"
"283","Hunter Henry","LAC","TE","1.9","1","1.9"
"283","Emmanuel Sanders","NO","WR","1.9","1","1.9"
"283","Tanner Hudson","TB","TE","1.9","1","1.9"
"289","Demetrius Harris","CHI","TE","1.8","1","1.8"
"289","Chris Hogan","FA","WR","1.8","1","1.8"
"289","Ted Ginn","CHI","WR","1.8","1","1.8"
"292","Jeff Smith","NYJ","WR","1.7","1","1.7"
"292","Jordan Akins","HOU","TE","1.7","1","1.7"
"294","Kendrick Bourne","SF","WR","1.6","1","1.6"
"294","LeSean McCoy","FA","RB","1.6","1","1.6"
"294","Brian Hill","ATL","RB","1.6","1","1.6"
"294","Dawson Knox","BUF","TE","1.6","1","1.6"
"298","Frank Gore","NYJ","RB","1.5","1","1.5"
"298","Mecole Hardman","KC","WR","1.5","1","1.5"
"298","Isaac Nauta","DET","TE","1.5","1","1.5"
"298","Justice Hill","BAL","RB","1.5","1","1.5"
"298","Ty Montgomery","NO","RB","1.5","1","1.5"
"303","Luke Stocker","FA","TE","1.4","1","1.4"
"303","Jaron Brown","FA","WR","1.4","1","1.4"
"303","Allen Hurns","MIA","WR","1.4","1","1.4"
"303","Jarius Wright","FA","WR","1.4","1","1.4"
"307","Andre Patton","LAC","WR","1.3","1","1.3"
"307","C.J. Board","JAC","WR","1.3","1","1.3"
"307","C.J. Uzomah","CIN","TE","1.3","1","1.3"
"310","Troy Fumagalli","DEN","TE","1.2","1","1.2"
"310","Anthony Firkser","TEN","TE","1.2","1","1.2"
"310","Andre Roberts","BUF","WR","1.2","1","1.2"
"313","Cordarrelle Patterson","CHI","WR","1.1","1","1.1"
"313","Cole Beasley","BUF","WR","1.1","1","1.1"
"313","Marcedes Lewis","GB","TE","1.1","1","1.1"
"313","Michael Gallup","DAL","WR","1.1","1","1.1"
"317","Greg Zuerlein","DAL","K","1.0","1","1.0"
"317","Robert Tonyan","GB","TE","1.0","1","1.0"
"317","Chase McLaughlin","IND","K","1.0","1","1.0"
"317","Cincinnati Bengals","CIN","DST","1.0","1","1.0"
"317","Mike Thomas","CIN","WR","1.0","1","1.0"
"317","Zay Jones","LV","WR","1.0","1","1.0"
"317","Los Angeles Chargers","LAC","DST","1.0","1","1.0"
"317","Chicago Bears","CHI","DST","1.0","1","1.0"
"317","Sam Ficken","NYJ","K","1.0","1","1.0"
"317","Derek Carrier","LV","TE","1.0","1","1.0"
"327","Jaylen Samuels","PIT","RB","0.9","1","0.9"
"327","Daniel Brown","NYJ","TE","0.9","1","0.9"
"327","Josh Ferguson","WAS","RB","0.9","1","0.9"
"327","Ashton Dulin","IND","WR","0.9","1","0.9"
"327","Johnny Holton","FA","WR","0.9","1","0.9"
"327","Maxx Williams","ARI","TE","0.9","1","0.9"
"327","Zach Gentry","PIT","TE","0.9","1","0.9"
"334","Andy Isabella","ARI","WR","0.8","1","0.8"
"334","Ishmael Hyman","CAR","WR","0.8","1","0.8"
"336","Travis Homer","SEA","RB","0.7","1","0.7"
"336","Darren Fells","HOU","TE","0.7","1","0.7"
"336","Kalif Raymond","TEN","WR","0.7","1","0.7"
"336","Matt Breida","MIA","RB","0.7","1","0.7"
"340","Deonte Harris","NO","WR","0.6","1","0.6"
"340","Robert Griffin","BAL","QB","0.6","1","0.6"
"340","David Johnson","HOU","RB","0.6","1","0.6"
"340","Scott Simonson","FA","TE","0.6","1","0.6"
"344","Devontae Booker","LV","RB","0.5","1","0.5"
"344","Kerrith Whyte Jr.","PIT","RB","0.5","1","0.5"
"344","Jimmy Graham","CHI","TE","0.5","1","0.5"
"344","Khari Blasingame","TEN","RB","0.5","1","0.5"
"348","Zach Line","FA","RB","0.4","1","0.4"
"348","J.P. Holtz","CHI","TE","0.4","1","0.4"
"350","Randall Cobb","HOU","WR","0.2","1","0.2"
"351","Benny Snell Jr.","PIT","RB","0.1","1","0.1"
"351","Ryquell Armstead","JAC","RB","0.1","1","0.1"
"353","Byron Pringle","KC","WR","0.0","1","0.0"
"353","Hale Hentges","WAS","TE","0.0","1","0.0"
"353","Trayveon Williams","CIN","RB","0.0","1","0.0"
"353","Travis Fulgham","DET","WR","0.0","1","0.0"
"353","Benjamin Watson","FA","TE","0.0","1","0.0"
"353","Matt Slater","NE","WR","0.0","1","0.0"
"353","Olamide Zaccheaus","ATL","WR","0.0","1","0.0"
"353","Jakobi Meyers","NE","WR","0.0","1","0.0"
"353","Jason Moore","LAC","WR","0.0","1","0.0"
"353","Rashard Higgins","CLE","WR","0.0","1","0.0"
"353","Devine Ozigbo","JAC","RB","0.0","1","0.0"
"353","Ventell Bryant","DAL","WR","0.0","1","0.0"
"353","Brandon Zylstra","CAR","WR","0.0","1","0.0"
"353","DeAndre Carter","HOU","WR","0.0","1","0.0"
"353","Senorise Perry","TEN","RB","0.0","1","0.0"
"353","Fred Brown","DEN","WR","0.0","1","0.0"
"353","Mack Hollins","MIA","WR","0.0","1","0.0"
"353","Javon Wims","CHI","WR","0.0","1","0.0"
"353","Khadarel Hodge","CLE","WR","0.0","1","0.0"
"353","Stanley Morgan Jr.","CIN","WR","0.0","1","0.0"
"353","Alex Tanney","NYG","QB","0.0","1","0.0"
"353","Joshua Perkins","PHI","TE","0.0","1","0.0"
"353","Ryan Nall","CHI","RB","0.0","1","0.0"
"353","Cam Sims","WAS","WR","0.0","1","0.0"
"353","Michael Walker","JAC","WR","0.0","1","0.0"
"353","Jonathan Williams","FA","RB","0.0","1","0.0"
"353","Cody Hollister","TEN","WR","0.0","1","0.0"
"353","Marquez Valdes-Scantling","GB","WR","0.0","1","0.0"
"353","Tevin Jones","DAL","WR","0.0","1","0.0"
"353","Jace Sternberger","GB","TE","0.0","1","0.0"
"353","Lance Kendricks","FA","TE","0.0","1","0.0"
"353","DeAndrew White","CAR","WR","0.0","1","0.0"
"353","Taywan Taylor","CLE","WR","0.0","1","0.0"
"353","Krishawn Hogan","NO","WR","0.0","1","0.0"
"353","Christian Blake","ATL","WR","0.0","1","0.0"
"353","Stephen Carlson","CLE","TE","0.0","1","0.0"
"353","John Ursua","SEA","WR","0.0","1","0.0"
"353","Robert Davis","PHI","WR","0.0","1","0.0"
"353","Cody Core","NYG","WR","0.0","1","0.0"
"353","Nsimba Webster","LAR","WR","0.0","1","0.0"
"353","Da'Mari Scott","NYG","WR","0.0","1","0.0"
"353","Trevor Davis","CHI","WR","0.0","1","0.0"
"353","Ryan Santoso","FA","K","0.0","1","0.0"
"353","De'Anthony Thomas","BAL","WR","0.0","1","0.0"
"353","Alexander Hollins","MIN","WR","0.0","1","0.0"
"353","Marcell Ateman","LV","WR","0.0","1","0.0"
"353","David Moore","SEA","WR","0.0","1","0.0"
"353","Brandin Bryant","FA","RB","0.0","1","0.0"
"353","Phillip Dorsett","SEA","WR","0.0","1","0.0"
"353","Mason Schreck","CIN","TE","0.0","1","0.0"
"353","Keith Smith","ATL","RB","0.0","1","0.0"
"353","Michael Burton","NO","RB","0.0","1","0.0"
"353","Buddy Howell","HOU","RB","0.0","1","0.0"
"353","Derek Watt","PIT","RB","0.0","1","0.0"
"353","Jeff Wilson","SF","RB","0.0","1","0.0"
"353","Alex Armah","CAR","RB","0.0","1","0.0"
"353","Troymaine Pope","FA","RB","0.0","1","0.0"
"353","Jamize Olawale","DAL","RB","0.0","1","0.0"
"353","Tyler Ervin","GB","RB","0.0","1","0.0"
"353","Darrell Henderson","LAR","RB","0.0","1","0.0"
"353","Dontrell Hilliard","CLE","RB","0.0","1","0.0"
"353","Mike Davis","CAR","RB","0.0","1","0.0"
"353","Anthony Sherman","KC","RB","0.0","1","0.0"
"353","Brandon Bolden","NE","RB","0.0","1","0.0"
"353","Chase Edmonds","ARI","RB","0.0","1","0.0"
"353","Dan Vitale","NE","RB","0.0","1","0.0"
"353","Wendell Smallwood","FA","RB","0.0","1","0.0"
"353","De'Lance Turner","FA","RB","0.0","1","0.0"
"353","Rod Smith","LV","RB","0.0","1","0.0"
"353","Cooper Rush","NYG","QB","0.0","1","0.0"
"353","Ty Long","LAC","K","0.0","1","0.0"
"353","Patrick DiMarco","BUF","RB","0.0","1","0.0"
"353","Reggie Bonnafon","CAR","RB","0.0","1","0.0"
"353","Cullen Gillaspia","HOU","RB","0.0","1","0.0"
"353","Malcolm Brown","LAR","RB","0.0","1","0.0"
"353","D'Ernest Johnson","CLE","RB","0.0","1","0.0"
"353","J.J. Arcega-Whiteside","PHI","WR","0.0","1","0.0"
"353","Laquon Treadwell","ATL","WR","0.0","1","0.0"
"353","Braxton Berrios","NYJ","WR","0.0","1","0.0"
"353","Trent Sherfield","ARI","WR","0.0","1","0.0"
"353","Robert Foster","BUF","WR","0.0","1","0.0"
"353","Chris Moore","BAL","WR","0.0","1","0.0"
"353","Justin Hardy","FA","WR","0.0","1","0.0"
"353","Jordan Thomas","HOU","TE","0.0","1","0.0"
"353","Trevon Wesco","NYJ","TE","0.0","1","0.0"
"353","Beau Brinkley","TEN","TE","0.0","1","0.0"
"353","MyCole Pruitt","TEN","TE","0.0","1","0.0"
"353","Tyler Conklin","MIN","TE","0.0","1","0.0"
"353","Isaiah McKenzie","BUF","WR","0.0","1","0.0"
"353","Justin Hardee","NO","WR","0.0","1","0.0"
"353","Deon Cain","PIT","WR","0.0","1","0.0"
"353","Diontae Spencer","DEN","WR","0.0","1","0.0"
"353","Richie James","SF","WR","0.0","1","0.0"
"353","Lee Smith","BUF","TE","0.0","1","0.0"
"353","Ross Dwelley","SF","TE","0.0","1","0.0"
"353","Virgil Green","LAC","TE","0.0","1","0.0"
"353","Levine Toilolo","NYG","TE","0.0","1","0.0"
"353","Ben Koyack","FA","TE","0.0","1","0.0"
"353","Durham Smythe","MIA","TE","0.0","1","0.0"
"353","Tyrone Swoopes","FA","TE","0.0","1","0.0"
"353","Jeff Heuerman","DEN","TE","0.0","1","0.0"
"353","Kyle Nelson","SF","TE","0.0","1","0.0"
"353","Chris Manhertz","CAR","TE","0.0","1","0.0"
"353","Eric Tomlinson","NYG","TE","0.0","1","0.0"
"353","Logan Thomas","WAS","TE","0.0","1","0.0"
"353","Mo Alie-Cox","IND","TE","0.0","1","0.0"
"353","Dalton Schultz","DAL","TE","0.0","1","0.0"
"353","Jaeden Graham","ATL","TE","0.0","1","0.0"
"353","Nick Boyle","BAL","TE","0.0","1","0.0"
"462","Ryan Griffin","TB","QB","-0.1","1","-0.1"
"463","Elijhaa Penny","NYG","RB","-0.2","1","-0.2"
"464","Sean Mannion","MIN","QB","-0.3","1","-0.3"
"464","Teddy Bridgewater","CAR","QB","-0.3","1","-0.3"
"466","Jesper Horsted","CHI","TE","-0.6","1","-0.6"
"467","Alex Erickson","CIN","WR","-0.9","1","-0.9"
"468","Indianapolis Colts","IND","DST","-1.0","1","-1.0"
"469","Kenjon Barner","FA","RB","-1.1","1","-1.1"
"470","Cleveland Browns","CLE","DST","-2.0","1","-2.0"
"471","Los Angeles Rams","LAR","DST","-4.0","1","-4.0"
""
""
