"Rank","Player","Team","Position","Points","Games","Avg"
"49","Chris Conley","JAC","WR","18.7","1","18.7"
"50","Gardner Minshew II","JAC","QB","18.6","1","18.6"
"51","Josh Allen","BUF","QB","18.0","1","18.0"
"51","New York Jets","NYJ","DST","18.0","1","18.0"
"53","Malcolm Brown","LAR","RB","17.3","1","17.3"
"53","Michael Thomas","NO","WR","17.3","1","17.3"
"53","Jamison Crowder","NYJ","WR","17.3","1","17.3"
"56","Emmanuel Sanders","NO","WR","17.1","1","17.1"
"57","Harrison Butker","KC","K","17.0","1","17.0"
"58","Russell Wilson","SEA","QB","16.6","1","16.6"
"59","Jacoby Brissett","IND","QB","16.5","1","16.5"
"60","Stephen Gostkowski","FA","K","16.0","1","16.0"
"61","Saquon Barkley","NYG","RB","15.9","1","15.9"
"62","Damien Williams","KC","RB","15.5","1","15.5"
"62","Courtland Sutton","DEN","WR","15.5","1","15.5"
"64","Greg Zuerlein","DAL","K","15.0","1","15.0"
"64","Wil Lutz","NO","K","15.0","1","15.0"
"66","Randall Cobb","HOU","WR","14.9","1","14.9"
"67","Josh Gordon","FA","WR","14.8","1","14.8"
"67","Eli Manning","FA","QB","14.8","1","14.8"
"67","Joe Flacco","NYJ","QB","14.8","1","14.8"
"70","Derek Carr","LV","QB","14.6","1","14.6"
"71","Calvin Ridley","ATL","WR","14.4","1","14.4"
"72","Kirk Cousins","MIN","QB","14.3","1","14.3"
"73","Minnesota Vikings","MIN","DST","14.0","1","14.0"
"73","Green Bay Packers","GB","DST","14.0","1","14.0"
"73","Zane Gonzalez","ARI","K","14.0","1","14.0"
"76","Vernon Davis","FA","TE","13.9","1","13.9"
"77","Allen Robinson","CHI","WR","13.7","1","13.7"
"78","Ted Ginn","CHI","WR","13.6","1","13.6"
"79","Julian Edelman","NE","WR","13.4","1","13.4"
"80","Sam Darnold","NYJ","QB","13.0","1","13.0"
"80","Baltimore Ravens","BAL","DST","13.0","1","13.0"
"80","Cairo Santos","FA","K","13.0","1","13.0"
"83","Aaron Rodgers","GB","QB","12.9","1","12.9"
"84","Ezekiel Elliott","DAL","RB","12.8","1","12.8"
"84","Chris Godwin","TB","WR","12.8","1","12.8"
"86","Robert Woods","LAR","WR","12.6","1","12.6"
"87","Baker Mayfield","CLE","QB","12.4","1","12.4"
"88","Devin Singletary","BUF","RB","12.3","1","12.3"
"89","Austin Hooper","CLE","TE","12.2","1","12.2"
"89","Kenny Golladay","DET","WR","12.2","1","12.2"
"91","Julio Jones","ATL","WR","12.1","1","12.1"
"92","Seattle Seahawks","SEA","DST","12.0","1","12.0"
"92","Joey Slye","CAR","K","12.0","1","12.0"
"92","Tampa Bay Buccaneers","TB","DST","12.0","1","12.0"
"92","Robbie Gould","SF","K","12.0","1","12.0"
"96","Adam Thielen","MIN","WR","11.8","1","11.8"
"97","David Njoku","CLE","TE","11.7","1","11.7"
"97","Dede Westbrook","JAC","WR","11.7","1","11.7"
"97","Latavius Murray","NO","RB","11.7","1","11.7"
"100","Wayne Gallman","NYG","RB","11.6","1","11.6"
"101","A.J. Brown","TEN","WR","11.5","1","11.5"
"102","Blake Jarwin","DAL","TE","11.4","1","11.4"
"102","Jimmy Garoppolo","SF","QB","11.4","1","11.4"
"104","Trey Quinn","WAS","WR","11.3","1","11.3"
"104","Chris Thompson","JAC","RB","11.3","1","11.3"
"106","Kenny Stills","HOU","WR","11.2","1","11.2"
"106","Ryan Fitzpatrick","MIA","QB","11.2","1","11.2"
"108","Willie Snead","BAL","WR","11.1","1","11.1"
"109","Matt Prater","DET","K","11.0","1","11.0"
"109","Dustin Hopkins","WAS","K","11.0","1","11.0"
"109","Justin Tucker","BAL","K","11.0","1","11.0"
"109","Rex Burkhead","NE","RB","11.0","1","11.0"
"109","Duke Johnson","HOU","RB","11.0","1","11.0"
"114","D.K. Metcalf","SEA","WR","10.9","1","10.9"
"114","Tyler Lockett","SEA","WR","10.9","1","10.9"
"116","JuJu Smith-Schuster","PIT","WR","10.8","1","10.8"
"117","Ben Roethlisberger","PIT","QB","10.7","1","10.7"
"117","James White","NE","RB","10.7","1","10.7"
"119","Odell Beckham Jr.","CLE","WR","10.6","1","10.6"
"119","Todd Gurley","ATL","RB","10.6","1","10.6"
"121","Darren Waller","LV","TE","10.5","1","10.5"
"121","Jimmy Graham","CHI","TE","10.5","1","10.5"
"123","Richie James","SF","WR","10.4","1","10.4"
"123","Jared Goff","LAR","QB","10.4","1","10.4"
"125","Travis Kelce","KC","TE","10.3","1","10.3"
"125","Tyler Boyd","CIN","WR","10.3","1","10.3"
"127","Jameis Winston","NO","QB","10.1","1","10.1"
"128","Brandon McManus","DEN","K","10.0","1","10.0"
"128","New England Patriots","NE","DST","10.0","1","10.0"
"128","Buffalo Bills","BUF","DST","10.0","1","10.0"
"128","Tyler Higbee","LAR","TE","10.0","1","10.0"
"128","Nick Chubb","CLE","RB","10.0","1","10.0"
"133","Preston Williams","MIA","WR","9.9","1","9.9"
"134","LeSean McCoy","FA","RB","9.8","1","9.8"
"134","Ronald Jones II","TB","RB","9.8","1","9.8"
"134","Darren Sproles","FA","RB","9.8","1","9.8"
"137","Jarvis Landry","CLE","WR","9.7","1","9.7"
"138","Tre'Quan Smith","NO","WR","9.6","1","9.6"
"139","Leonard Fournette","JAC","RB","9.4","1","9.4"
"139","George Kittle","SF","TE","9.4","1","9.4"
"141","Mitch Trubisky","CHI","QB","9.2","1","9.2"
"142","D.J. Moore","CAR","WR","9.1","1","9.1"
"143","Carlos Hyde","SEA","RB","9.0","1","9.0"
"143","Chicago Bears","CHI","DST","9.0","1","9.0"
"143","Los Angeles Rams","LAR","DST","9.0","1","9.0"
"143","DeVante Parker","MIA","WR","9.0","1","9.0"
"143","Jason Witten","LV","TE","9.0","1","9.0"
"148","Tarik Cohen","CHI","RB","8.9","1","8.9"
"148","Cody Latimer","WAS","WR","8.9","1","8.9"
"150","C.J. Uzomah","CIN","TE","8.6","1","8.6"
"150","Phillip Lindsay","DEN","RB","8.6","1","8.6"
"152","James Conner","PIT","RB","8.5","1","8.5"
"153","Christian Kirk","ARI","WR","8.4","1","8.4"
"154","Dontrell Hilliard","CLE","RB","8.3","1","8.3"
"155","Taysom Hill","NO","QB","8.2","1","8.2"
"155","Mohamed Sanu","NE","WR","8.2","1","8.2"
"157","Cooper Kupp","LAR","WR","8.1","1","8.1"
"158","Josh Lambo","JAC","K","8.0","1","8.0"
"158","Marvin Jones","DET","WR","8.0","1","8.0"
"158","Hunter Henry","LAC","TE","8.0","1","8.0"
"158","Randy Bullock","CIN","K","8.0","1","8.0"
"162","Will Fuller","HOU","WR","7.9","1","7.9"
"162","Zach Ertz","PHI","TE","7.9","1","7.9"
"164","Giovani Bernard","CIN","RB","7.3","1","7.3"
"165","Kerryon Johnson","DET","RB","7.2","1","7.2"
"165","Marquez Valdes-Scantling","GB","WR","7.2","1","7.2"
"165","Sterling Shepard","NYG","WR","7.2","1","7.2"
"168","KeeSean Johnson","ARI","WR","7.1","1","7.1"
"168","Robert Griffin","BAL","QB","7.1","1","7.1"
"170","Miles Boykin","BAL","WR","7.0","1","7.0"
"170","Arizona Cardinals","ARI","DST","7.0","1","7.0"
"170","Nick Foles","CHI","QB","7.0","1","7.0"
"170","Indianapolis Colts","IND","DST","7.0","1","7.0"
"170","Detroit Lions","DET","DST","7.0","1","7.0"
"170","New Orleans Saints","NO","DST","7.0","1","7.0"
"170","Ty Long","LAC","K","7.0","1","7.0"
"177","Justin Jackson","LAC","RB","6.6","1","6.6"
"177","Mike Davis","CAR","RB","6.6","1","6.6"
"177","Tevin Coleman","SF","RB","6.6","1","6.6"
"177","Royce Freeman","DEN","RB","6.6","1","6.6"
"181","Jordan Howard","MIA","RB","6.5","1","6.5"
"181","Cole Beasley","BUF","WR","6.5","1","6.5"
"181","Bennie Fowler III","FA","WR","6.5","1","6.5"
"184","Cam Newton","NE","QB","6.4","1","6.4"
"185","Damiere Byrd","NE","WR","6.2","1","6.2"
"186","Justin Hardy","FA","WR","6.1","1","6.1"
"186","James Washington","PIT","WR","6.1","1","6.1"
"186","Alex Armah","CAR","RB","6.1","1","6.1"
"189","Dallas Cowboys","DAL","DST","6.0","1","6.0"
"189","Cincinnati Bengals","CIN","DST","6.0","1","6.0"
"189","Daniel Carlson","LV","K","6.0","1","6.0"
"189","Jason Sanders","MIA","K","6.0","1","6.0"
"189","Jake Elliott","PHI","K","6.0","1","6.0"
"189","Stephen Hauschka","BUF","K","6.0","1","6.0"
"195","Ryan Switzer","PIT","WR","5.9","1","5.9"
"196","Paul Richardson Jr.","FA","WR","5.6","1","5.6"
"196","Davante Adams","GB","WR","5.6","1","5.6"
"196","Hayden Hurst","ATL","TE","5.6","1","5.6"
"196","Rashard Higgins","CLE","WR","5.6","1","5.6"
"196","Greg Olsen","SEA","TE","5.6","1","5.6"
"196","Gus Edwards","BAL","RB","5.6","1","5.6"
"202","Peyton Barber","WAS","RB","5.5","1","5.5"
"203","Derrius Guice","WAS","RB","5.3","1","5.3"
"203","Dare Ogunbowale","TB","RB","5.3","1","5.3"
"205","James O'Shaughnessy","JAC","TE","5.2","1","5.2"
"205","Tyler Eifert","JAC","TE","5.2","1","5.2"
"207","Adam Vinatieri","FA","K","5.0","1","5.0"
"207","Matt Gay","TB","K","5.0","1","5.0"
"207","Aldrick Rosas","NYG","K","5.0","1","5.0"
"207","Brett Maher","NYJ","K","5.0","1","5.0"
"207","Vance McDonald","PIT","TE","5.0","1","5.0"
"207","Kansas City Chiefs","KC","DST","5.0","1","5.0"
"207","David Montgomery","CHI","RB","5.0","1","5.0"
"214","Alexander Mattison","MIN","RB","4.9","1","4.9"
"214","Brandin Cooks","HOU","WR","4.9","1","4.9"
"216","Curtis Samuel","CAR","WR","4.7","1","4.7"
"216","Devin Funchess","GB","WR","4.7","1","4.7"
"216","Stefon Diggs","BUF","WR","4.7","1","4.7"
"216","Jared Cook","NO","TE","4.7","1","4.7"
"220","D'Ernest Johnson","CLE","RB","4.6","1","4.6"
"221","Tommy Sweeney","BUF","TE","4.5","1","4.5"
"221","Raheem Mostert","SF","RB","4.5","1","4.5"
"221","Damion Willis","CIN","WR","4.5","1","4.5"
"221","Deon Cain","PIT","WR","4.5","1","4.5"
"221","Ito Smith","ATL","RB","4.5","1","4.5"
"226","Aaron Jones","GB","RB","4.4","1","4.4"
"227","Kelvin Harmon","WAS","WR","4.1","1","4.1"
"227","Nick Boyle","BAL","TE","4.1","1","4.1"
"227","Mike Gesicki","MIA","TE","4.1","1","4.1"
"230","Ka'imi Fairbairn","HOU","K","4.0","1","4.0"
"230","Mason Crosby","GB","K","4.0","1","4.0"
"230","Las Vegas Raiders","LV","DST","4.0","1","4.0"
"230","Dan Bailey","MIN","K","4.0","1","4.0"
"230","Diontae Johnson","PIT","WR","4.0","1","4.0"
"235","Mike Williams","LAC","WR","3.9","1","3.9"
"236","Mike Evans","TB","WR","3.8","1","3.8"
"236","Robby Anderson","CAR","WR","3.8","1","3.8"
"238","Matt Breida","MIA","RB","3.7","1","3.7"
"238","Geoff Swaim","FA","TE","3.7","1","3.7"
"238","Kenyan Drake","ARI","RB","3.7","1","3.7"
"238","Nyheim Hines","IND","RB","3.7","1","3.7"
"242","C.J. Anderson","FA","RB","3.5","1","3.5"
"243","J.D. McKissic","WAS","RB","3.4","1","3.4"
"243","Noah Fant","DEN","TE","3.4","1","3.4"
"243","Taylor Gabriel","FA","WR","3.4","1","3.4"
"246","Trevor Davis","CHI","WR","3.3","1","3.3"
"246","Robert Tonyan","GB","TE","3.3","1","3.3"
"248","Miles Sanders","PHI","RB","3.2","1","3.2"
"248","Deebo Samuel","SF","WR","3.2","1","3.2"
"248","O.J. Howard","TB","TE","3.2","1","3.2"
"251","Tyreek Hill","KC","WR","3.1","1","3.1"
"251","Ryan Grant","FA","WR","3.1","1","3.1"
"253","Jason Myers","SEA","K","3.0","1","3.0"
"253","Eddy Pineiro","CHI","K","3.0","1","3.0"
"253","Chris Boswell","PIT","K","3.0","1","3.0"
"253","Foster Moreau","LV","TE","3.0","1","3.0"
"257","Dion Lewis","NYG","RB","2.8","1","2.8"
"257","Zay Jones","LV","WR","2.8","1","2.8"
"257","Alex Erickson","CIN","WR","2.8","1","2.8"
"260","Justice Hill","BAL","RB","2.7","1","2.7"
"260","Allen Hurns","MIA","WR","2.7","1","2.7"
"260","Damion Ratley","CLE","WR","2.7","1","2.7"
"260","Jakobi Meyers","NE","WR","2.7","1","2.7"
"260","Joe Mixon","CIN","RB","2.7","1","2.7"
"265","Nick Vannett","DEN","TE","2.6","1","2.6"
"265","Devonta Freeman","FA","RB","2.6","1","2.6"
"265","Dallas Goedert","PHI","TE","2.6","1","2.6"
"268","Ryan Griffin","NYJ","TE","2.5","1","2.5"
"268","Jamaal Williams","GB","RB","2.5","1","2.5"
"268","Jack Doyle","IND","TE","2.5","1","2.5"
"271","Albert Wilson","MIA","WR","2.4","1","2.4"
"271","Tony Pollard","DAL","RB","2.4","1","2.4"
"271","Marcedes Lewis","GB","TE","2.4","1","2.4"
"274","Hunter Renfrow","LV","WR","2.3","1","2.3"
"275","Jordan Akins","HOU","TE","2.2","1","2.2"
"275","Travis Benjamin","SF","WR","2.2","1","2.2"
"275","Donte Moncrief","FA","WR","2.2","1","2.2"
"275","Jonnu Smith","TEN","TE","2.2","1","2.2"
"279","Nelson Agholor","LV","WR","2.1","1","2.1"
"280","Frank Gore","NYJ","RB","2.0","1","2.0"
"280","Houston Texans","HOU","DST","2.0","1","2.0"
"280","Jesse James","DET","TE","2.0","1","2.0"
"280","Anthony Sherman","KC","RB","2.0","1","2.0"
"280","Carolina Panthers","CAR","DST","2.0","1","2.0"
"280","Josh Bellamy","NYJ","WR","2.0","1","2.0"
"280","Breshad Perriman","NYJ","WR","2.0","1","2.0"
"280","Maxx Williams","ARI","TE","2.0","1","2.0"
"280","Los Angeles Chargers","LAC","DST","2.0","1","2.0"
"289","Jarius Wright","FA","WR","1.9","1","1.9"
"289","Patrick DiMarco","BUF","RB","1.9","1","1.9"
"291","Rashaad Penny","SEA","RB","1.8","1","1.8"
"291","Cameron Brate","TB","TE","1.8","1","1.8"
"293","Russell Gage","ATL","WR","1.7","1","1.7"
"293","Will Dissly","SEA","TE","1.7","1","1.7"
"293","Kalen Ballage","MIA","RB","1.7","1","1.7"
"296","DaeSean Hamilton","DEN","WR","1.5","1","1.5"
"296","Seth Roberts","CAR","WR","1.5","1","1.5"
"298","Sony Michel","NE","RB","1.4","1","1.4"
"298","Chad Beebe","MIN","WR","1.4","1","1.4"
"298","Kendrick Bourne","SF","WR","1.4","1","1.4"
"301","Jeremy Sprinkle","WAS","TE","1.3","1","1.3"
"301","Tavon Austin","FA","WR","1.3","1","1.3"
"301","Parris Campbell","IND","WR","1.3","1","1.3"
"301","Eric Ebron","PIT","TE","1.3","1","1.3"
"301","Rhett Ellison","FA","TE","1.3","1","1.3"
"306","Dwayne Harris","FA","WR","1.2","1","1.2"
"306","Blake Bell","DAL","TE","1.2","1","1.2"
"306","Dante Pettis","SF","WR","1.2","1","1.2"
"306","Marquise Goodwin","PHI","WR","1.2","1","1.2"
"306","Gerald Everett","LAR","TE","1.2","1","1.2"
"311","Jaylen Samuels","PIT","RB","1.1","1","1.1"
"311","Adam Shaheen","CHI","TE","1.1","1","1.1"
"313","Charles Clay","FA","TE","1.0","1","1.0"
"313","Dontrelle Inman","FA","WR","1.0","1","1.0"
"313","Adam Humphries","TEN","WR","1.0","1","1.0"
"313","Austin Seibert","CLE","K","1.0","1","1.0"
"313","Philadelphia Eagles","PHI","DST","1.0","1","1.0"
"318","Virgil Green","LAC","TE","0.9","1","0.9"
"319","Ryan Izzo","NE","TE","0.8","1","0.8"
"319","Darwin Thompson","KC","RB","0.8","1","0.8"
"319","Ameer Abdullah","MIN","RB","0.8","1","0.8"
"319","DeAndre Washington","KC","RB","0.8","1","0.8"
"319","Mo Alie-Cox","IND","TE","0.8","1","0.8"
"324","Ryquell Armstead","JAC","RB","0.7","1","0.7"
"324","Brandon Bolden","NE","RB","0.7","1","0.7"
"326","Cordarrelle Patterson","CHI","WR","0.6","1","0.6"
"326","Ty Johnson","DET","RB","0.6","1","0.6"
"326","Dawson Knox","BUF","TE","0.6","1","0.6"
"329","Chase Edmonds","ARI","RB","0.5","1","0.5"
"329","Demarcus Robinson","KC","WR","0.5","1","0.5"
"329","Nick Bawden","DET","RB","0.5","1","0.5"
"332","DeAndre Carter","HOU","WR","0.4","1","0.4"
"332","Derek Watt","PIT","RB","0.4","1","0.4"
"332","Ty Montgomery","NO","RB","0.4","1","0.4"
"335","Jalen Richard","LV","RB","0.3","1","0.3"
"335","Elijhaa Penny","NYG","RB","0.3","1","0.3"
"335","Josh Hill","NO","TE","0.3","1","0.3"
"338","Mark Walton","FA","RB","0.1","1","0.1"
"339","Deontay Burnett","PHI","WR","0.0","1","0.0"
"339","Torrey Smith","FA","WR","0.0","1","0.0"
"339","Vyncint Smith","NYJ","WR","0.0","1","0.0"
"339","Max McCaffrey","FA","WR","0.0","1","0.0"
"339","Jordy Nelson","FA","WR","0.0","1","0.0"
"339","Byron Pringle","KC","WR","0.0","1","0.0"
"339","Marcell Ateman","LV","WR","0.0","1","0.0"
"339","Keenan Reynolds","FA","WR","0.0","1","0.0"
"339","David Moore","SEA","WR","0.0","1","0.0"
"339","Jeremy Ross","FA","WR","0.0","1","0.0"
"339","Riley McCarron","FA","WR","0.0","1","0.0"
"339","Steven Mitchell Jr.","HOU","WR","0.0","1","0.0"
"339","Jake Kumerow","GB","WR","0.0","1","0.0"
"339","Keelan Cole","JAC","WR","0.0","1","0.0"
"339","Pierre Garcon","FA","WR","0.0","1","0.0"
"339","Matt Slater","NE","WR","0.0","1","0.0"
"339","Chris Hogan","FA","WR","0.0","1","0.0"
"339","Javon Wims","CHI","WR","0.0","1","0.0"
"339","Deonte Harris","NO","WR","0.0","1","0.0"
"339","Freddie Martino","FA","WR","0.0","1","0.0"
"339","Mike Thomas","CIN","WR","0.0","1","0.0"
"339","Darius Jennings","LAC","WR","0.0","1","0.0"
"339","Malik Turner","FA","WR","0.0","1","0.0"
"339","Olabisi Johnson","MIN","WR","0.0","1","0.0"
"339","Zach Pascal","IND","WR","0.0","1","0.0"
"339","Andre Holmes","FA","WR","0.0","1","0.0"
"339","Leonte Carroo","FA","WR","0.0","1","0.0"
"339","Mack Hollins","MIA","WR","0.0","1","0.0"
"339","Chester Rogers","FA","WR","0.0","1","0.0"
"339","Chris Lacy","DET","WR","0.0","1","0.0"
"339","Martavis Bryant","FA","WR","0.0","1","0.0"
"339","Corey Davis","TEN","WR","0.0","1","0.0"
"339","Doug Baldwin","FA","WR","0.0","1","0.0"
"339","Mose Frazier","FA","WR","0.0","1","0.0"
"339","J.J. Jones","FA","WR","0.0","1","0.0"
"339","Rod Streater","FA","WR","0.0","1","0.0"
"339","Michael Crabtree","FA","WR","0.0","1","0.0"
"339","Mecole Hardman","KC","WR","0.0","1","0.0"
"339","Marcus Johnson","IND","WR","0.0","1","0.0"
"339","Bradley Marquez","FA","WR","0.0","1","0.0"
"339","Cody Core","NYG","WR","0.0","1","0.0"
"339","Markus Wheaton","FA","WR","0.0","1","0.0"
"339","Brian Quick","FA","WR","0.0","1","0.0"
"339","Ray-Ray McCloud","BUF","WR","0.0","1","0.0"
"339","Justin Hunter","FA","WR","0.0","1","0.0"
"339","Cam Sims","WAS","WR","0.0","1","0.0"
"339","Bobo Wilson","FA","WR","0.0","1","0.0"
"339","Tony Jones","FA","WR","0.0","1","0.0"
"339","Derrick Willies","FA","WR","0.0","1","0.0"
"339","Justin Watson","TB","WR","0.0","1","0.0"
"339","Brandon Marshall","FA","WR","0.0","1","0.0"
"339","Eli Rogers","FA","WR","0.0","1","0.0"
"339","James Jones","FA","WR","0.0","1","0.0"
"339","Tajae Sharpe","MIN","WR","0.0","1","0.0"
"339","Geronimo Allison","DET","WR","0.0","1","0.0"
"339","Devin Smith","DAL","WR","0.0","1","0.0"
"339","Darvin Kidsy","WAS","WR","0.0","1","0.0"
"339","A.J. Green","CIN","WR","0.0","1","0.0"
"339","J'Mon Moore","CLE","WR","0.0","1","0.0"
"339","Kaelin Clay","FA","WR","0.0","1","0.0"
"339","Jeremy Kerley","FA","WR","0.0","1","0.0"
"339","Josh Malone","NYJ","WR","0.0","1","0.0"
"339","Andy Jones","FA","WR","0.0","1","0.0"
"339","Darrius Heyward-Bey","FA","WR","0.0","1","0.0"
"339","Deonte Thompson","FA","WR","0.0","1","0.0"
"339","Anthony Miller","CHI","WR","0.0","1","0.0"
"339","Mike Wallace","FA","WR","0.0","1","0.0"
"339","Mason Schreck","CIN","TE","0.0","1","0.0"
"339","Auden Tate","CIN","WR","0.0","1","0.0"
"339","Alec Ingold","LV","RB","0.0","1","0.0"
"339","Alex Collins","FA","RB","0.0","1","0.0"
"339","T.J. Logan","TB","RB","0.0","1","0.0"
"339","CJ Ham","MIN","RB","0.0","1","0.0"
"339","Jonathan Stewart","FA","RB","0.0","1","0.0"
"339","Keith Smith","ATL","RB","0.0","1","0.0"
"339","Mike Boone","MIN","RB","0.0","1","0.0"
"339","Javorius Allen","FA","RB","0.0","1","0.0"
"339","Zach Line","FA","RB","0.0","1","0.0"
"339","Marshawn Lynch","FA","RB","0.0","1","0.0"
"339","Michael Burton","NO","RB","0.0","1","0.0"
"339","Buddy Howell","HOU","RB","0.0","1","0.0"
"339","DuJuan Harris","FA","RB","0.0","1","0.0"
"339","Benny Snell Jr.","PIT","RB","0.0","1","0.0"
"339","Trey Edmunds","PIT","RB","0.0","1","0.0"
"339","Chris Ivory","FA","RB","0.0","1","0.0"
"339","Jeff Wilson","SF","RB","0.0","1","0.0"
"339","Corey Clement","PHI","RB","0.0","1","0.0"
"339","Kyle Juszczyk","SF","RB","0.0","1","0.0"
"339","Detrez Newsome","FA","RB","0.0","1","0.0"
"339","Jeremy Langford","FA","RB","0.0","1","0.0"
"339","Robert Turbin","FA","RB","0.0","1","0.0"
"339","Kenjon Barner","FA","RB","0.0","1","0.0"
"339","Troymaine Pope","FA","RB","0.0","1","0.0"
"339","Jamize Olawale","DAL","RB","0.0","1","0.0"
"339","Jeremy Hill","FA","RB","0.0","1","0.0"
"339","Tre Madden","FA","RB","0.0","1","0.0"
"339","Travis Homer","SEA","RB","0.0","1","0.0"
"339","Kenneth Dixon","NYJ","RB","0.0","1","0.0"
"339","James Develin","FA","RB","0.0","1","0.0"
"339","David Fluellen","FA","RB","0.0","1","0.0"
"339","Mike Gillislee","FA","RB","0.0","1","0.0"
"339","Kyle Nelson","SF","TE","0.0","1","0.0"
"339","Rashad Greene","FA","WR","0.0","1","0.0"
"339","Roosevelt Nix","IND","RB","0.0","1","0.0"
"339","LeGarrette Blount","FA","RB","0.0","1","0.0"
"339","C.J. Prosise","FA","RB","0.0","1","0.0"
"339","Cameron Artis-Payne","FA","RB","0.0","1","0.0"
"339","Ricky Ortiz","NO","RB","0.0","1","0.0"
"339","Chandler Cox","MIA","RB","0.0","1","0.0"
"339","Samaje Perine","CIN","RB","0.0","1","0.0"
"339","Derrick Coleman","FA","RB","0.0","1","0.0"
"339","Jordan Chunn","DAL","RB","0.0","1","0.0"
"339","Donnie Ernsberger","FA","RB","0.0","1","0.0"
"339","T.J. Yeldon","BUF","RB","0.0","1","0.0"
"339","Christine Michael","FA","RB","0.0","1","0.0"
"339","Lamar Miller","FA","RB","0.0","1","0.0"
"339","Devontae Booker","LV","RB","0.0","1","0.0"
"339","Dan Vitale","NE","RB","0.0","1","0.0"
"339","Wendell Smallwood","FA","RB","0.0","1","0.0"
"339","Joe Williams","FA","RB","0.0","1","0.0"
"339","Jay Ajayi","FA","RB","0.0","1","0.0"
"339","Tra Carson","FA","RB","0.0","1","0.0"
"339","Justin Davis","FA","RB","0.0","1","0.0"
"339","De'Lance Turner","FA","RB","0.0","1","0.0"
"339","Trenton Cannon","NYJ","RB","0.0","1","0.0"
"339","Travaris Cadet","FA","RB","0.0","1","0.0"
"339","Taiwan Jones","BUF","RB","0.0","1","0.0"
"339","Jamaal Charles","FA","RB","0.0","1","0.0"
"339","Adrian Peterson","WAS","RB","0.0","1","0.0"
"339","Bilal Powell","FA","RB","0.0","1","0.0"
"339","Tyler Ervin","GB","RB","0.0","1","0.0"
"339","Drew Sample","CIN","TE","0.0","1","0.0"
"339","Giorgio Tavecchio","FA","K","0.0","1","0.0"
"339","Cooper Rush","NYG","QB","0.0","1","0.0"
"339","Colt McCoy","NYG","QB","0.0","1","0.0"
"339","Alex Smith","WAS","QB","0.0","1","0.0"
"339","Taylor Heinicke","FA","QB","0.0","1","0.0"
"339","Joe Webb","FA","QB","0.0","1","0.0"
"339","Matt Schaub","ATL","QB","0.0","1","0.0"
"339","Drew Anderson","ARI","QB","0.0","1","0.0"
"339","Joshua Dobbs","JAC","QB","0.0","1","0.0"
