"Rank","Player","Team","Position","Points","Games","Avg"
"241","Diontae Johnson","PIT","WR","2.4","1","2.4"
"243","Tyler Eifert","JAC","TE","2.3","1","2.3"
"244","J.D. McKissic","WAS","RB","2.1","1","2.1"
"244","Olabisi Johnson","MIN","WR","2.1","1","2.1"
"244","Seth DeValve","FA","TE","2.1","1","2.1"
"247","Laquon Treadwell","ATL","WR","2.0","1","2.0"
"247","Demetrius Harris","CHI","TE","2.0","1","2.0"
"247","Virgil Green","LAC","TE","2.0","1","2.0"
"247","Aldrick Rosas","NYG","K","2.0","1","2.0"
"247","Austin Seibert","CLE","K","2.0","1","2.0"
"252","Gerald Everett","LAR","TE","1.9","1","1.9"
"253","Trey Quinn","WAS","WR","1.8","1","1.8"
"253","Charles Clay","FA","TE","1.8","1","1.8"
"253","Geremy Davis","DET","WR","1.8","1","1.8"
"256","Taysom Hill","NO","QB","1.7","1","1.7"
"257","Kendrick Bourne","SF","WR","1.6","1","1.6"
"257","Blake Jarwin","DAL","TE","1.6","1","1.6"
"257","Donte Moncrief","FA","WR","1.6","1","1.6"
"260","Pharaoh Brown","CLE","TE","1.4","1","1.4"
"260","Josh Rosen","MIA","QB","1.4","1","1.4"
"262","Jonnu Smith","TEN","TE","1.3","1","1.3"
"262","Levine Toilolo","NYG","TE","1.3","1","1.3"
"262","Josh Hill","NO","TE","1.3","1","1.3"
"262","Raheem Mostert","SF","RB","1.3","1","1.3"
"262","Andy Janovich","CLE","RB","1.3","1","1.3"
"262","Jesse James","DET","TE","1.3","1","1.3"
"262","Kelvin Harmon","WAS","WR","1.3","1","1.3"
"262","Tony Pollard","DAL","RB","1.3","1","1.3"
"270","JuJu Smith-Schuster","PIT","WR","1.2","1","1.2"
"270","Josh Gordon","FA","WR","1.2","1","1.2"
"272","Russell Gage","ATL","WR","1.1","1","1.1"
"272","Jarius Wright","FA","WR","1.1","1","1.1"
"272","Dalton Schultz","DAL","TE","1.1","1","1.1"
"272","Jared Goff","LAR","QB","1.1","1","1.1"
"272","Elijhaa Penny","NYG","RB","1.1","1","1.1"
"272","Danny Amendola","DET","WR","1.1","1","1.1"
"278","Vance McDonald","PIT","TE","1.0","1","1.0"
"278","Vyncint Smith","NYJ","WR","1.0","1","1.0"
"278","Nick Vannett","DEN","TE","1.0","1","1.0"
"278","Geoff Swaim","FA","TE","1.0","1","1.0"
"278","Arizona Cardinals","ARI","DST","1.0","1","1.0"
"278","New York Jets","NYJ","DST","1.0","1","1.0"
"278","Greg Zuerlein","DAL","K","1.0","1","1.0"
"278","Philadelphia Eagles","PHI","DST","1.0","1","1.0"
"278","Miami Dolphins","MIA","DST","1.0","1","1.0"
"278","Fred Brown","DEN","WR","1.0","1","1.0"
"288","Marcus Mariota","LV","QB","0.9","1","0.9"
"288","Hayden Hurst","ATL","TE","0.9","1","0.9"
"290","Amari Cooper","DAL","WR","0.8","1","0.8"
"290","Nick O'Leary","FA","TE","0.8","1","0.8"
"290","C.J. Prosise","FA","RB","0.8","1","0.8"
"293","Ito Smith","ATL","RB","0.6","1","0.6"
"294","Bilal Powell","FA","RB","0.5","1","0.5"
"294","Emmanuel Sanders","NO","WR","0.5","1","0.5"
"294","Travis Benjamin","SF","WR","0.5","1","0.5"
"294","Luke Stocker","FA","TE","0.5","1","0.5"
"298","Drew Sample","CIN","TE","0.4","1","0.4"
"298","Alex Armah","CAR","RB","0.4","1","0.4"
"298","De'Anthony Thomas","BAL","WR","0.4","1","0.4"
"298","Wendell Smallwood","FA","RB","0.4","1","0.4"
"302","Ryan Switzer","PIT","WR","0.3","1","0.3"
"303","Dalyn Dawkins","TEN","RB","0.2","1","0.2"
"303","Keith Smith","ATL","RB","0.2","1","0.2"
"305","Ryquell Armstead","JAC","RB","0.1","1","0.1"
"305","Marqise Lee","NE","WR","0.1","1","0.1"
"305","Steven Sims","WAS","WR","0.1","1","0.1"
"308","Deonte Harris","NO","WR","0.0","1","0.0"
"308","Mike Thomas","CIN","WR","0.0","1","0.0"
"308","Darius Jennings","LAC","WR","0.0","1","0.0"
"308","Malik Turner","FA","WR","0.0","1","0.0"
"308","Matt Slater","NE","WR","0.0","1","0.0"
"308","DeAndre Carter","HOU","WR","0.0","1","0.0"
"308","Damion Willis","CIN","WR","0.0","1","0.0"
"308","Mack Hollins","MIA","WR","0.0","1","0.0"
"308","Josh Reynolds","LAR","WR","0.0","1","0.0"
"308","Khadarel Hodge","CLE","WR","0.0","1","0.0"
"308","Isaiah Ford","MIA","WR","0.0","1","0.0"
"308","Cody Latimer","WAS","WR","0.0","1","0.0"
"308","Evan Baylis","GB","TE","0.0","1","0.0"
"308","Jakob Johnson","NE","RB","0.0","1","0.0"
"308","Lance Kendricks","FA","TE","0.0","1","0.0"
"308","Zach Gentry","PIT","TE","0.0","1","0.0"
"308","Darrell Daniels","ARI","TE","0.0","1","0.0"
"308","Paul Richardson Jr.","FA","WR","0.0","1","0.0"
"308","Lil'Jordan Humphrey","NO","WR","0.0","1","0.0"
"308","Josh McCown","FA","QB","0.0","1","0.0"
"308","Patrick Laird","MIA","RB","0.0","1","0.0"
"308","Tajae Sharpe","MIN","WR","0.0","1","0.0"
"308","Keelan Cole","JAC","WR","0.0","1","0.0"
"308","Cody Core","NYG","WR","0.0","1","0.0"
"308","Olamide Zaccheaus","ATL","WR","0.0","1","0.0"
"308","Jaleel Scott","BAL","WR","0.0","1","0.0"
"308","Justin Watson","TB","WR","0.0","1","0.0"
"308","Devine Ozigbo","JAC","RB","0.0","1","0.0"
"308","Brandon Zylstra","CAR","WR","0.0","1","0.0"
"308","Chris Conley","JAC","WR","0.0","1","0.0"
"308","Hale Hentges","WAS","TE","0.0","1","0.0"
"308","Ventell Bryant","DAL","WR","0.0","1","0.0"
"308","Stanley Morgan Jr.","CIN","WR","0.0","1","0.0"
"308","Trayveon Williams","CIN","RB","0.0","1","0.0"
"308","Paul Perkins","FA","RB","0.0","1","0.0"
"308","Austin Walter","FA","RB","0.0","1","0.0"
"308","Kaden Smith","NYG","TE","0.0","1","0.0"
"308","Jacob Hollister","SEA","TE","0.0","1","0.0"
"308","Jamize Olawale","DAL","RB","0.0","1","0.0"
"308","Derek Watt","PIT","RB","0.0","1","0.0"
"308","Jeff Wilson","SF","RB","0.0","1","0.0"
"308","Kenjon Barner","FA","RB","0.0","1","0.0"
"308","Troymaine Pope","FA","RB","0.0","1","0.0"
"308","Jordan Scarlett","CAR","RB","0.0","1","0.0"
"308","Reggie Bonnafon","CAR","RB","0.0","1","0.0"
"308","Dwayne Washington","NO","RB","0.0","1","0.0"
"308","D.J. Foster","ARI","RB","0.0","1","0.0"
"308","Nick Bawden","DET","RB","0.0","1","0.0"
"308","Travis Homer","SEA","RB","0.0","1","0.0"
"308","Buddy Howell","HOU","RB","0.0","1","0.0"
"308","Tra Carson","FA","RB","0.0","1","0.0"
"308","Ameer Abdullah","MIN","RB","0.0","1","0.0"
"308","Dan Vitale","NE","RB","0.0","1","0.0"
"308","Devontae Booker","LV","RB","0.0","1","0.0"
"308","Zach Line","FA","RB","0.0","1","0.0"
"308","T.J. Logan","TB","RB","0.0","1","0.0"
"308","Mike Boone","MIN","RB","0.0","1","0.0"
"308","Ty Johnson","DET","RB","0.0","1","0.0"
"308","CJ Ham","MIN","RB","0.0","1","0.0"
"308","Trey Edmunds","PIT","RB","0.0","1","0.0"
"308","Darwin Thompson","KC","RB","0.0","1","0.0"
"308","John Kelly","LAR","RB","0.0","1","0.0"
"308","Matt Schaub","ATL","QB","0.0","1","0.0"
"308","Ty Long","LAC","K","0.0","1","0.0"
"308","Tampa Bay Buccaneers","TB","DST","0.0","1","0.0"
"308","Cody Parkey","FA","K","0.0","1","0.0"
"308","Cullen Gillaspia","HOU","RB","0.0","1","0.0"
"308","Tyler Conklin","MIN","TE","0.0","1","0.0"
"308","Johnny Holton","FA","WR","0.0","1","0.0"
"308","J.J. Arcega-Whiteside","PHI","WR","0.0","1","0.0"
"308","Justin Hardy","FA","WR","0.0","1","0.0"
"308","Andy Isabella","ARI","WR","0.0","1","0.0"
"308","Trevon Wesco","NYJ","TE","0.0","1","0.0"
"308","Beau Brinkley","TEN","TE","0.0","1","0.0"
"308","MyCole Pruitt","TEN","TE","0.0","1","0.0"
"308","Ian Thomas","CAR","TE","0.0","1","0.0"
"308","Deon Yelder","KC","TE","0.0","1","0.0"
"308","Antony Auclair","TB","TE","0.0","1","0.0"
"308","Braxton Berrios","NYJ","WR","0.0","1","0.0"
"308","Austin Carr","NO","WR","0.0","1","0.0"
"308","Demarcus Robinson","KC","WR","0.0","1","0.0"
"308","Richie James","SF","WR","0.0","1","0.0"
"308","Josh Bellamy","NYJ","WR","0.0","1","0.0"
"308","JoJo Natson","CLE","WR","0.0","1","0.0"
"308","Justin Hardee","NO","WR","0.0","1","0.0"
"308","Diontae Spencer","DEN","WR","0.0","1","0.0"
"308","Anthony Sherman","KC","RB","0.0","1","0.0"
"308","Blake Bell","DAL","TE","0.0","1","0.0"
"308","Will Dissly","SEA","TE","0.0","1","0.0"
"308","Jerome Cunningham","FA","TE","0.0","1","0.0"
"308","Matt LaCosse","NE","TE","0.0","1","0.0"
"308","Jeff Heuerman","DEN","TE","0.0","1","0.0"
"308","Daniel Brown","NYJ","TE","0.0","1","0.0"
"308","Samaje Perine","CIN","RB","0.0","1","0.0"
"308","D'Ernest Johnson","CLE","RB","0.0","1","0.0"
"308","Andrew Beck","DEN","TE","0.0","1","0.0"
"308","Logan Thomas","WAS","TE","0.0","1","0.0"
"308","Garrett Dickerson","NYG","TE","0.0","1","0.0"
"308","Cethan Carter","CIN","TE","0.0","1","0.0"
"308","Durham Smythe","MIA","TE","0.0","1","0.0"
"308","Johnny Mundt","LAR","TE","0.0","1","0.0"
"308","Ben Koyack","FA","TE","0.0","1","0.0"
"308","Ross Dwelley","SF","TE","0.0","1","0.0"
"308","Chris Manhertz","CAR","TE","0.0","1","0.0"
"412","Bobo Wilson","FA","WR","-0.5","1","-0.5"
"413","Atlanta Falcons","ATL","DST","-1.0","1","-1.0"
"414","Darrius Shepherd","GB","WR","-1.4","1","-1.4"
"415","Ray-Ray McCloud","BUF","WR","-2.0","1","-2.0"
""
""
