"Rank","Player","Team","Position","Points","Games","Avg"
"74","Devlin Hodges","PIT","QB","13.5","1","13.5"
"75","Deebo Samuel","SF","WR","13.4","1","13.4"
"76","Mike Williams","LAC","WR","13.3","1","13.3"
"77","Minnesota Vikings","MIN","DST","13.0","1","13.0"
"77","Robbie Gould","SF","K","13.0","1","13.0"
"77","Wil Lutz","NO","K","13.0","1","13.0"
"77","Harrison Butker","KC","K","13.0","1","13.0"
"77","Baker Mayfield","CLE","QB","13.0","1","13.0"
"77","Kyler Murray","ARI","QB","13.0","1","13.0"
"83","Christian Kirk","ARI","WR","12.9","1","12.9"
"83","Cole Beasley","BUF","WR","12.9","1","12.9"
"85","Mike Evans","TB","WR","12.6","1","12.6"
"85","Chris Godwin","TB","WR","12.6","1","12.6"
"87","Phillip Lindsay","DEN","RB","12.5","1","12.5"
"87","Cooper Kupp","LAR","WR","12.5","1","12.5"
"89","David Johnson","HOU","RB","12.3","1","12.3"
"90","Stefon Diggs","BUF","WR","12.2","1","12.2"
"90","Nick Chubb","CLE","RB","12.2","1","12.2"
"90","Brian Hill","ATL","RB","12.2","1","12.2"
"90","Isaiah Ford","MIA","WR","12.2","1","12.2"
"94","D.J. Chark","JAC","WR","12.0","1","12.0"
"94","Pittsburgh Steelers","PIT","DST","12.0","1","12.0"
"94","Sam Ficken","NYJ","K","12.0","1","12.0"
"97","Tom Brady","TB","QB","11.8","1","11.8"
"98","Anthony Miller","CHI","WR","11.7","1","11.7"
"99","Russell Wilson","SEA","QB","11.6","1","11.6"
"100","Aaron Rodgers","GB","QB","11.4","1","11.4"
"101","Mecole Hardman","KC","WR","11.3","1","11.3"
"102","Cleveland Browns","CLE","DST","11.0","1","11.0"
"102","Indianapolis Colts","IND","DST","11.0","1","11.0"
"102","Chase McLaughlin","IND","K","11.0","1","11.0"
"102","Cameron Brate","TB","TE","11.0","1","11.0"
"102","Chris Boswell","PIT","K","11.0","1","11.0"
"102","Austin Seibert","CLE","K","11.0","1","11.0"
"102","Stephen Hauschka","BUF","K","11.0","1","11.0"
"102","Nick O'Leary","FA","TE","11.0","1","11.0"
"110","Hunter Henry","LAC","TE","10.9","1","10.9"
"111","Keenan Allen","LAC","WR","10.8","1","10.8"
"111","D.K. Metcalf","SEA","WR","10.8","1","10.8"
"113","Josh Allen","BUF","QB","10.7","1","10.7"
"113","Tyler Boyd","CIN","WR","10.7","1","10.7"
"115","Andy Dalton","DAL","QB","10.6","1","10.6"
"115","Patrick Laird","MIA","RB","10.6","1","10.6"
"115","Chris Carson","SEA","RB","10.6","1","10.6"
"118","Jonnu Smith","TEN","TE","10.4","1","10.4"
"118","Latavius Murray","NO","RB","10.4","1","10.4"
"120","Royce Freeman","DEN","RB","10.2","1","10.2"
"120","David Blough","DET","QB","10.2","1","10.2"
"122","D.J. Moore","CAR","WR","10.1","1","10.1"
"123","Tennessee Titans","TEN","DST","10.0","1","10.0"
"123","Dan Bailey","MIN","K","10.0","1","10.0"
"123","Tyreek Hill","KC","WR","10.0","1","10.0"
"123","Michael Badgley","LAC","K","10.0","1","10.0"
"123","Joey Slye","CAR","K","10.0","1","10.0"
"128","Tre'Quan Smith","NO","WR","9.9","1","9.9"
"128","James White","NE","RB","9.9","1","9.9"
"130","Marlon Mack","IND","RB","9.8","1","9.8"
"130","Bilal Powell","FA","RB","9.8","1","9.8"
"130","Demaryius Thomas","FA","WR","9.8","1","9.8"
"133","Dwayne Haskins","WAS","QB","9.7","1","9.7"
"134","Jarvis Landry","CLE","WR","9.6","1","9.6"
"135","Mark Ingram II","BAL","RB","9.4","1","9.4"
"136","O.J. Howard","TB","TE","9.3","1","9.3"
"136","Allen Hurns","MIA","WR","9.3","1","9.3"
"138","Julio Jones","ATL","WR","9.1","1","9.1"
"139","Baltimore Ravens","BAL","DST","9.0","1","9.0"
"139","Seattle Seahawks","SEA","DST","9.0","1","9.0"
"139","Matt Gay","TB","K","9.0","1","9.0"
"142","Foster Moreau","LV","TE","8.9","1","8.9"
"142","Miles Sanders","PHI","RB","8.9","1","8.9"
"144","Willie Snead","BAL","WR","8.8","1","8.8"
"144","Carlos Hyde","SEA","RB","8.8","1","8.8"
"146","Kenyan Drake","ARI","RB","8.2","1","8.2"
"146","Darren Waller","LV","TE","8.2","1","8.2"
"146","Saquon Barkley","NYG","RB","8.2","1","8.2"
"149","Malcolm Brown","LAR","RB","8.1","1","8.1"
"150","Nick Boyle","BAL","TE","8.0","1","8.0"
"150","Alex Erickson","CIN","WR","8.0","1","8.0"
"150","Mason Crosby","GB","K","8.0","1","8.0"
"150","Ka'imi Fairbairn","HOU","K","8.0","1","8.0"
"150","Blake Jarwin","DAL","TE","8.0","1","8.0"
"150","Brandon McManus","DEN","K","8.0","1","8.0"
"156","Ronald Jones II","TB","RB","7.9","1","7.9"
"156","Virgil Green","LAC","TE","7.9","1","7.9"
"158","Leonard Fournette","JAC","RB","7.8","1","7.8"
"158","Chris Thompson","JAC","RB","7.8","1","7.8"
"160","Robert Tonyan","GB","TE","7.7","1","7.7"
"161","Ty Montgomery","NO","RB","7.6","1","7.6"
"162","Bo Scarbrough","DET","RB","7.5","1","7.5"
"162","Duke Johnson","HOU","RB","7.5","1","7.5"
"164","Josh Hill","NO","TE","7.4","1","7.4"
"164","Alexander Mattison","MIN","RB","7.4","1","7.4"
"164","Olabisi Johnson","MIN","WR","7.4","1","7.4"
"167","Keke Coutee","HOU","WR","7.3","1","7.3"
"167","Jeff Heuerman","DEN","TE","7.3","1","7.3"
"169","J.P. Holtz","CHI","TE","7.1","1","7.1"
"170","Brandon Bolden","NE","RB","7.0","1","7.0"
"170","Arizona Cardinals","ARI","DST","7.0","1","7.0"
"170","Charles Clay","FA","TE","7.0","1","7.0"
"170","Green Bay Packers","GB","DST","7.0","1","7.0"
"170","Sammy Watkins","KC","WR","7.0","1","7.0"
"170","Washington Redskins","WAS","DST","7.0","1","7.0"
"170","Eddy Pineiro","CHI","K","7.0","1","7.0"
"170","Ted Ginn","CHI","WR","7.0","1","7.0"
"178","Tyler Eifert","JAC","TE","6.9","1","6.9"
"178","Jordan Akins","HOU","TE","6.9","1","6.9"
"180","David Montgomery","CHI","RB","6.6","1","6.6"
"181","Jimmy Graham","CHI","TE","6.4","1","6.4"
"181","Derek Watt","PIT","RB","6.4","1","6.4"
"183","Tyler Lockett","SEA","WR","6.3","1","6.3"
"183","Darwin Thompson","KC","RB","6.3","1","6.3"
"183","Matt Breida","MIA","RB","6.3","1","6.3"
"183","Peyton Barber","WAS","RB","6.3","1","6.3"
"187","Joshua Perkins","PHI","TE","6.2","1","6.2"
"187","Jason Witten","LV","TE","6.2","1","6.2"
"189","Davante Adams","GB","WR","6.1","1","6.1"
"189","Tarik Cohen","CHI","RB","6.1","1","6.1"
"191","Jason Myers","SEA","K","6.0","1","6.0"
"191","Justin Tucker","BAL","K","6.0","1","6.0"
"191","Tim Patrick","DEN","WR","6.0","1","6.0"
"191","Tyrod Taylor","LAC","QB","6.0","1","6.0"
"191","Ryan Succop","FA","K","6.0","1","6.0"
"191","Los Angeles Chargers","LAC","DST","6.0","1","6.0"
"191","Steven Sims","WAS","WR","6.0","1","6.0"
"191","Kansas City Chiefs","KC","DST","6.0","1","6.0"
"191","Brett Maher","NYJ","K","6.0","1","6.0"
"200","Danny Amendola","DET","WR","5.9","1","5.9"
"200","Courtland Sutton","DEN","WR","5.9","1","5.9"
"202","Khari Blasingame","TEN","RB","5.7","1","5.7"
"203","Sterling Shepard","NYG","WR","5.6","1","5.6"
"203","Jesper Horsted","CHI","TE","5.6","1","5.6"
"203","Dallas Goedert","PHI","TE","5.6","1","5.6"
"203","Jalen Richard","LV","RB","5.6","1","5.6"
"203","Giovani Bernard","CIN","RB","5.6","1","5.6"
"208","Kerrith Whyte Jr.","PIT","RB","5.5","1","5.5"
"208","Dede Westbrook","JAC","WR","5.5","1","5.5"
"210","Jacob Hollister","SEA","TE","5.4","1","5.4"
"210","Greg Ward","PHI","WR","5.4","1","5.4"
"212","Randall Cobb","HOU","WR","5.3","1","5.3"
"212","James Washington","PIT","WR","5.3","1","5.3"
"212","Dare Ogunbowale","TB","RB","5.3","1","5.3"
"212","Marvin Jones","DET","WR","5.3","1","5.3"
"216","Laquon Treadwell","ATL","WR","5.2","1","5.2"
"216","Curtis Samuel","CAR","WR","5.2","1","5.2"
"218","Zane Gonzalez","ARI","K","5.0","1","5.0"
"218","Dallas Cowboys","DAL","DST","5.0","1","5.0"
"218","New York Giants","NYG","DST","5.0","1","5.0"
"218","Aldrick Rosas","NYG","K","5.0","1","5.0"
"218","New England Patriots","NE","DST","5.0","1","5.0"
"218","Dustin Hopkins","WAS","K","5.0","1","5.0"
"218","Tyrell Williams","LV","WR","5.0","1","5.0"
"218","Jake Elliott","PHI","K","5.0","1","5.0"
"218","Jarius Wright","FA","WR","5.0","1","5.0"
"218","Cincinnati Bengals","CIN","DST","5.0","1","5.0"
"228","Odell Beckham Jr.","CLE","WR","4.9","1","4.9"
"229","LeSean McCoy","FA","RB","4.8","1","4.8"
"230","MyCole Pruitt","TEN","TE","4.7","1","4.7"
"231","DaeSean Hamilton","DEN","WR","4.6","1","4.6"
"232","Tajae Sharpe","MIN","WR","4.5","1","4.5"
"233","Jaylen Samuels","PIT","RB","4.4","1","4.4"
"233","Josh Gordon","FA","WR","4.4","1","4.4"
"233","Anthony Firkser","TEN","TE","4.4","1","4.4"
"233","Jamison Crowder","NYJ","WR","4.4","1","4.4"
"233","Corey Davis","TEN","WR","4.4","1","4.4"
"238","Alvin Kamara","NO","RB","4.3","1","4.3"
"239","Austin Hooper","CLE","TE","4.2","1","4.2"
"239","Vyncint Smith","NYJ","WR","4.2","1","4.2"
"239","Derrius Guice","WAS","RB","4.2","1","4.2"
"239","Dawson Knox","BUF","TE","4.2","1","4.2"
"243","Keelan Doss","LV","WR","4.1","1","4.1"
"243","John Brown","BUF","WR","4.1","1","4.1"
"245","Josh Lambo","JAC","K","4.0","1","4.0"
"245","Greg Zuerlein","DAL","K","4.0","1","4.0"
"245","Nick Folk","FA","K","4.0","1","4.0"
"245","Jakobi Meyers","NE","WR","4.0","1","4.0"
"245","Isaiah McKenzie","BUF","WR","4.0","1","4.0"
"245","New York Jets","NYJ","DST","4.0","1","4.0"
"251","J.J. Arcega-Whiteside","PHI","WR","3.9","1","3.9"
"252","J.D. McKissic","WAS","RB","3.8","1","3.8"
"252","DeVante Parker","MIA","WR","3.8","1","3.8"
"252","John Ross","CIN","WR","3.8","1","3.8"
"255","Kyle Juszczyk","SF","RB","3.7","1","3.7"
"255","Jack Doyle","IND","TE","3.7","1","3.7"
"257","Irv Smith Jr.","MIN","TE","3.6","1","3.6"
"257","Dion Lewis","NYG","RB","3.6","1","3.6"
"259","Larry Fitzgerald","ARI","WR","3.5","1","3.5"
"259","Kelvin Harmon","WAS","WR","3.5","1","3.5"
"261","Devontae Booker","LV","RB","3.4","1","3.4"
"261","Andrew Beck","DEN","TE","3.4","1","3.4"
"263","Cordarrelle Patterson","CHI","WR","3.3","1","3.3"
"264","Logan Thomas","WAS","TE","3.1","1","3.1"
"265","Daniel Carlson","LV","K","3.0","1","3.0"
"265","Buffalo Bills","BUF","DST","3.0","1","3.0"
"265","CJ Ham","MIN","RB","3.0","1","3.0"
"265","Miami Dolphins","MIA","DST","3.0","1","3.0"
"265","Philadelphia Eagles","PHI","DST","3.0","1","3.0"
"265","Taysom Hill","NO","QB","3.0","1","3.0"
"271","Allen Lazard","GB","WR","2.9","1","2.9"
"271","Josh Reynolds","LAR","WR","2.9","1","2.9"
"273","Jesse James","DET","TE","2.8","1","2.8"
"273","Tyler Conklin","MIN","TE","2.8","1","2.8"
"275","Deon Cain","PIT","WR","2.7","1","2.7"
"275","Russell Gage","ATL","WR","2.7","1","2.7"
"275","Ricky Seals-Jones","KC","TE","2.7","1","2.7"
"275","Parris Campbell","IND","WR","2.7","1","2.7"
"279","Deonte Harris","NO","WR","2.6","1","2.6"
"280","Justin Jackson","LAC","RB","2.5","1","2.5"
"280","Nyheim Hines","IND","RB","2.5","1","2.5"
"282","Matt LaCosse","NE","TE","2.4","1","2.4"
"282","Jamaal Williams","GB","RB","2.4","1","2.4"
"282","Justin Hardy","FA","WR","2.4","1","2.4"
"285","Kyle Rudolph","MIN","TE","2.1","1","2.1"
"285","Rashaad Penny","SEA","RB","2.1","1","2.1"
"285","Benny Snell Jr.","PIT","RB","2.1","1","2.1"
"285","Auden Tate","CIN","WR","2.1","1","2.1"
"289","David Moore","SEA","WR","2.0","1","2.0"
"289","Chicago Bears","CHI","DST","2.0","1","2.0"
"289","Detroit Lions","DET","DST","2.0","1","2.0"
"289","Tampa Bay Buccaneers","TB","DST","2.0","1","2.0"
"289","Houston Texans","HOU","DST","2.0","1","2.0"
"289","Gus Edwards","BAL","RB","2.0","1","2.0"
"295","Kaden Smith","NYG","TE","1.9","1","1.9"
"295","Byron Pringle","KC","WR","1.9","1","1.9"
"295","Mark Andrews","BAL","TE","1.9","1","1.9"
"298","Mohamed Sanu","NE","WR","1.8","1","1.8"
"298","Kenny Stills","HOU","WR","1.8","1","1.8"
"300","Keelan Cole","JAC","WR","1.7","1","1.7"
"300","Demarcus Robinson","KC","WR","1.7","1","1.7"
"300","N'Keal Harry","NE","WR","1.7","1","1.7"
"303","Kalif Raymond","TEN","WR","1.6","1","1.6"
"303","Geronimo Allison","DET","WR","1.6","1","1.6"
"303","Chris Manhertz","CAR","TE","1.6","1","1.6"
"303","Myles Gaskin","MIA","RB","1.6","1","1.6"
"303","Golden Tate","NYG","WR","1.6","1","1.6"
"308","Rex Burkhead","NE","RB","1.5","1","1.5"
"308","Ty Johnson","DET","RB","1.5","1","1.5"
"308","Damiere Byrd","NE","WR","1.5","1","1.5"
"308","Malik Turner","FA","WR","1.5","1","1.5"
"312","Michael Walker","JAC","WR","1.4","1","1.4"
"312","Sony Michel","NE","RB","1.4","1","1.4"
"314","Seth Roberts","CAR","WR","1.3","1","1.3"
"314","Ryan Griffin","NYJ","TE","1.3","1","1.3"
"314","Marquise Brown","BAL","WR","1.3","1","1.3"
"314","Mike Boone","MIN","RB","1.3","1","1.3"
"314","Mo Alie-Cox","IND","TE","1.3","1","1.3"
"319","Brandon Zylstra","CAR","WR","1.2","1","1.2"
"319","Trey Edmunds","PIT","RB","1.2","1","1.2"
"319","Chris Conley","JAC","WR","1.2","1","1.2"
"319","Darren Fells","HOU","TE","1.2","1","1.2"
"319","Daniel Brown","NYJ","TE","1.2","1","1.2"
"319","Benjamin Watson","FA","TE","1.2","1","1.2"
"325","Mike Gesicki","MIA","TE","1.1","1","1.1"
"326","Riley Ridley","CHI","WR","1.0","1","1.0"
"326","New Orleans Saints","NO","DST","1.0","1","1.0"
"326","Andy Isabella","ARI","WR","1.0","1","1.0"
"326","Pharoh Cooper","CAR","WR","1.0","1","1.0"
"326","Marcedes Lewis","GB","TE","1.0","1","1.0"
"326","Zay Jones","LV","WR","1.0","1","1.0"
"326","Matt Prater","DET","K","1.0","1","1.0"
"326","Albert Wilson","MIA","WR","1.0","1","1.0"
"334","Chase Edmonds","ARI","RB","0.9","1","0.9"
"334","David Njoku","CLE","TE","0.9","1","0.9"
"334","C.J. Uzomah","CIN","TE","0.9","1","0.9"
"337","Justice Hill","BAL","RB","0.8","1","0.8"
"337","Troy Fumagalli","DEN","TE","0.8","1","0.8"
"337","Vance McDonald","PIT","TE","0.8","1","0.8"
"337","Isaac Nauta","DET","TE","0.8","1","0.8"
"341","Durham Smythe","MIA","TE","0.7","1","0.7"
"341","Spencer Ware","FA","RB","0.7","1","0.7"
"341","Ryan Griffin","TB","QB","0.7","1","0.7"
"341","Ameer Abdullah","MIN","RB","0.7","1","0.7"
"341","Ryquell Armstead","JAC","RB","0.7","1","0.7"
"346","Frank Gore","NYJ","RB","0.6","1","0.6"
"346","Qadree Ollison","ATL","RB","0.6","1","0.6"
"346","Ross Travis","NYJ","TE","0.6","1","0.6"
"346","Reggie Bonnafon","CAR","RB","0.6","1","0.6"
"346","Tevin Coleman","SF","RB","0.6","1","0.6"
"351","Jay Ajayi","FA","RB","0.5","1","0.5"
"352","Wendell Smallwood","FA","RB","0.4","1","0.4"
"352","Clive Walford","FA","TE","0.4","1","0.4"
"354","C.J. Prosise","FA","RB","0.2","1","0.2"
"355","Jordan Wilkins","IND","RB","0.1","1","0.1"
"356","Mack Hollins","MIA","WR","0.0","1","0.0"
"356","Senorise Perry","TEN","RB","0.0","1","0.0"
"356","Cedrick Wilson","DAL","WR","0.0","1","0.0"
"356","Matt Slater","NE","WR","0.0","1","0.0"
"356","DeAndre Carter","HOU","WR","0.0","1","0.0"
"356","Javon Wims","CHI","WR","0.0","1","0.0"
"356","Lance Kendricks","FA","TE","0.0","1","0.0"
"356","Ventell Bryant","DAL","WR","0.0","1","0.0"
"356","Stanley Morgan Jr.","CIN","WR","0.0","1","0.0"
"356","Andre Roberts","BUF","WR","0.0","1","0.0"
"356","Khadarel Hodge","CLE","WR","0.0","1","0.0"
"356","Fred Brown","DEN","WR","0.0","1","0.0"
"356","Damion Ratley","CLE","WR","0.0","1","0.0"
"356","Ashton Dulin","IND","WR","0.0","1","0.0"
"356","Andre Patton","LAC","WR","0.0","1","0.0"
"356","Devine Ozigbo","JAC","RB","0.0","1","0.0"
"356","Hale Hentges","WAS","TE","0.0","1","0.0"
"356","Mike Thomas","CIN","WR","0.0","1","0.0"
"356","De'Anthony Thomas","BAL","WR","0.0","1","0.0"
"356","Darrell Daniels","ARI","TE","0.0","1","0.0"
"356","Jason Moore","LAC","WR","0.0","1","0.0"
"356","Trayveon Williams","CIN","RB","0.0","1","0.0"
"356","Rashard Higgins","CLE","WR","0.0","1","0.0"
"356","Cam Sims","WAS","WR","0.0","1","0.0"
"356","Phillip Dorsett","SEA","WR","0.0","1","0.0"
"356","Cody Hollister","TEN","WR","0.0","1","0.0"
"356","Tevin Jones","DAL","WR","0.0","1","0.0"
"356","DeAndrew White","CAR","WR","0.0","1","0.0"
"356","Cody Core","NYG","WR","0.0","1","0.0"
"356","Jace Sternberger","GB","TE","0.0","1","0.0"
"356","Miles Boykin","BAL","WR","0.0","1","0.0"
"356","Marquez Valdes-Scantling","GB","WR","0.0","1","0.0"
"356","Ryan Nall","CHI","RB","0.0","1","0.0"
"356","Darvin Kidsy","WAS","WR","0.0","1","0.0"
"356","Nsimba Webster","LAR","WR","0.0","1","0.0"
"356","Alexander Hollins","MIN","WR","0.0","1","0.0"
"356","Jalen Guyton","LAC","WR","0.0","1","0.0"
"356","Jake Kumerow","GB","WR","0.0","1","0.0"
"356","Da'Mari Scott","NYG","WR","0.0","1","0.0"
"356","Kendall Blanton","LAR","TE","0.0","1","0.0"
"356","Chad Williams","IND","WR","0.0","1","0.0"
"356","Stephen Carlson","CLE","TE","0.0","1","0.0"
"356","Deante Burton","DAL","WR","0.0","1","0.0"
"356","Cody Latimer","WAS","WR","0.0","1","0.0"
"356","Brandin Bryant","FA","RB","0.0","1","0.0"
"356","Christian Blake","ATL","WR","0.0","1","0.0"
"356","Charles Jones","JAC","TE","0.0","1","0.0"
"356","Krishawn Hogan","NO","WR","0.0","1","0.0"
"356","Brandin Cooks","HOU","WR","0.0","1","0.0"
"356","Tanner Hudson","TB","TE","0.0","1","0.0"
"356","Ryan Santoso","FA","K","0.0","1","0.0"
"356","Chris Lacy","DET","WR","0.0","1","0.0"
"356","Marcell Ateman","LV","WR","0.0","1","0.0"
"356","Alex Armah","CAR","RB","0.0","1","0.0"
"356","Javorius Allen","FA","RB","0.0","1","0.0"
"356","Michael Burton","NO","RB","0.0","1","0.0"
"356","Buddy Howell","HOU","RB","0.0","1","0.0"
"356","Elijhaa Penny","NYG","RB","0.0","1","0.0"
"356","Kenjon Barner","FA","RB","0.0","1","0.0"
"356","Troymaine Pope","FA","RB","0.0","1","0.0"
"356","Jamize Olawale","DAL","RB","0.0","1","0.0"
"356","Travis Homer","SEA","RB","0.0","1","0.0"
"356","Tyler Ervin","GB","RB","0.0","1","0.0"
"356","Keith Smith","ATL","RB","0.0","1","0.0"
"356","D'Ernest Johnson","CLE","RB","0.0","1","0.0"
"356","Dontrell Hilliard","CLE","RB","0.0","1","0.0"
"356","Chandler Cox","MIA","RB","0.0","1","0.0"
"356","Mike Davis","CAR","RB","0.0","1","0.0"
"356","Anthony Sherman","KC","RB","0.0","1","0.0"
"356","Dan Vitale","NE","RB","0.0","1","0.0"
"356","De'Lance Turner","FA","RB","0.0","1","0.0"
"356","Darrell Henderson","LAR","RB","0.0","1","0.0"
"356","Ty Long","LAC","K","0.0","1","0.0"
"356","Patrick DiMarco","BUF","RB","0.0","1","0.0"
"356","Dwayne Washington","NO","RB","0.0","1","0.0"
"356","Zach Zenner","FA","RB","0.0","1","0.0"
"356","Cullen Gillaspia","HOU","RB","0.0","1","0.0"
"356","Robert Griffin","BAL","QB","0.0","1","0.0"
"356","Braxton Berrios","NYJ","WR","0.0","1","0.0"
"356","Trent Sherfield","ARI","WR","0.0","1","0.0"
"356","Robert Foster","BUF","WR","0.0","1","0.0"
"356","Justin Hardee","NO","WR","0.0","1","0.0"
"356","Johnny Holton","FA","WR","0.0","1","0.0"
"356","Chris Moore","BAL","WR","0.0","1","0.0"
"356","Jordan Thomas","HOU","TE","0.0","1","0.0"
"356","Trevon Wesco","NYJ","TE","0.0","1","0.0"
"356","Beau Brinkley","TEN","TE","0.0","1","0.0"
"356","Jaron Brown","FA","WR","0.0","1","0.0"
"356","Alshon Jeffery","PHI","WR","0.0","1","0.0"
"356","Tavon Austin","FA","WR","0.0","1","0.0"
"356","Diontae Spencer","DEN","WR","0.0","1","0.0"
"356","Derek Carrier","LV","TE","0.0","1","0.0"
"356","Johnny Mundt","LAR","TE","0.0","1","0.0"
"356","Luke Stocker","FA","TE","0.0","1","0.0"
"356","Cethan Carter","CIN","TE","0.0","1","0.0"
"356","Maxx Williams","ARI","TE","0.0","1","0.0"
"356","Tyler Kroft","BUF","TE","0.0","1","0.0"
"356","Jeremy Sprinkle","WAS","TE","0.0","1","0.0"
"356","Tyrone Swoopes","FA","TE","0.0","1","0.0"
"356","Garrett Celek","FA","TE","0.0","1","0.0"
"356","Blake Bell","DAL","TE","0.0","1","0.0"
"356","Kyle Nelson","SF","TE","0.0","1","0.0"
"356","Ben Koyack","FA","TE","0.0","1","0.0"
"356","Ross Dwelley","SF","TE","0.0","1","0.0"
"356","Nick Vannett","DEN","TE","0.0","1","0.0"
"356","Scott Simonson","FA","TE","0.0","1","0.0"
"356","Lee Smith","BUF","TE","0.0","1","0.0"
"356","Jaeden Graham","ATL","TE","0.0","1","0.0"
"356","Dalton Schultz","DAL","TE","0.0","1","0.0"
"465","Alec Ingold","LV","RB","-0.1","1","-0.1"
"465","Matt Schaub","ATL","QB","-0.1","1","-0.1"
"465","Richie James","SF","WR","-0.1","1","-0.1"
"465","Garrett Gilbert","CLE","QB","-0.1","1","-0.1"
"469","Greg Dortch","LAR","WR","-2.0","1","-2.0"
"469","San Francisco 49ers","SF","DST","-2.0","1","-2.0"
"469","Las Vegas Raiders","LV","DST","-2.0","1","-2.0"
"472","Jacksonville Jaguars","JAC","DST","-3.0","1","-3.0"
"472","Carolina Panthers","CAR","DST","-3.0","1","-3.0"
""
""
