"Rank","Player","Team","Position","Points","Games","Avg"
"74","Justice Hill","BAL","RB","12.6","1","12.6"
"74","Golden Tate","NYG","WR","12.6","1","12.6"
"74","Chris Conley","JAC","WR","12.6","1","12.6"
"77","Adrian Peterson","WAS","RB","12.5","1","12.5"
"78","Jimmy Garoppolo","SF","QB","12.4","1","12.4"
"78","Odell Beckham Jr.","CLE","WR","12.4","1","12.4"
"80","Michael Gallup","DAL","WR","12.3","1","12.3"
"80","Albert Wilson","MIA","WR","12.3","1","12.3"
"80","Myles Gaskin","MIA","RB","12.3","1","12.3"
"83","John Brown","BUF","WR","12.1","1","12.1"
"83","Terry McLaurin","WAS","WR","12.1","1","12.1"
"85","John Ross","CIN","WR","12.0","1","12.0"
"85","Nick Folk","FA","K","12.0","1","12.0"
"85","New York Jets","NYJ","DST","12.0","1","12.0"
"85","Leonard Fournette","JAC","RB","12.0","1","12.0"
"89","Brandin Cooks","HOU","WR","11.9","1","11.9"
"89","Ezekiel Elliott","DAL","RB","11.9","1","11.9"
"91","Julian Edelman","NE","WR","11.7","1","11.7"
"91","Austin Hooper","CLE","TE","11.7","1","11.7"
"91","C.J. Uzomah","CIN","TE","11.7","1","11.7"
"94","Dak Prescott","DAL","QB","11.3","1","11.3"
"94","Raheem Mostert","SF","RB","11.3","1","11.3"
"94","Le'Veon Bell","NYJ","RB","11.3","1","11.3"
"97","Philip Rivers","IND","QB","11.2","1","11.2"
"98","Cooper Kupp","LAR","WR","11.1","1","11.1"
"99","Russell Wilson","SEA","QB","11.0","1","11.0"
"99","Kai Forbath","DAL","K","11.0","1","11.0"
"99","Matt Gay","TB","K","11.0","1","11.0"
"99","Ka'imi Fairbairn","HOU","K","11.0","1","11.0"
"99","Green Bay Packers","GB","DST","11.0","1","11.0"
"99","Arizona Cardinals","ARI","DST","11.0","1","11.0"
"105","Jarvis Landry","CLE","WR","10.9","1","10.9"
"106","Royce Freeman","DEN","RB","10.7","1","10.7"
"107","Sony Michel","NE","RB","10.6","1","10.6"
"108","Tyrell Williams","LV","WR","10.2","1","10.2"
"108","Carlos Hyde","SEA","RB","10.2","1","10.2"
"108","Robby Anderson","CAR","WR","10.2","1","10.2"
"111","Deshaun Watson","HOU","QB","10.1","1","10.1"
"112","Tampa Bay Buccaneers","TB","DST","10.0","1","10.0"
"112","Robbie Gould","SF","K","10.0","1","10.0"
"112","Mason Crosby","GB","K","10.0","1","10.0"
"112","Harrison Butker","KC","K","10.0","1","10.0"
"112","Zane Gonzalez","ARI","K","10.0","1","10.0"
"112","Kansas City Chiefs","KC","DST","10.0","1","10.0"
"118","Randall Cobb","HOU","WR","9.8","1","9.8"
"118","Hale Hentges","WAS","TE","9.8","1","9.8"
"120","Tyreek Hill","KC","WR","9.7","1","9.7"
"121","Sam Darnold","NYJ","QB","9.6","1","9.6"
"121","Greg Ward","PHI","WR","9.6","1","9.6"
"123","Austin Ekeler","LAC","RB","9.4","1","9.4"
"124","Isaiah Ford","MIA","WR","9.3","1","9.3"
"124","Aaron Rodgers","GB","QB","9.3","1","9.3"
"126","Dion Lewis","NYG","RB","9.2","1","9.2"
"126","Mason Rudolph","PIT","QB","9.2","1","9.2"
"128","Keenan Allen","LAC","WR","9.1","1","9.1"
"129","Jason Myers","SEA","K","9.0","1","9.0"
"129","Atlanta Falcons","ATL","DST","9.0","1","9.0"
"129","Los Angeles Rams","LAR","DST","9.0","1","9.0"
"129","Greg Zuerlein","DAL","K","9.0","1","9.0"
"129","Randy Bullock","CIN","K","9.0","1","9.0"
"129","Minnesota Vikings","MIN","DST","9.0","1","9.0"
"129","Brandon McManus","DEN","K","9.0","1","9.0"
"129","Wil Lutz","NO","K","9.0","1","9.0"
"137","Jacob Hollister","SEA","TE","8.9","1","8.9"
"138","Ameer Abdullah","MIN","RB","8.8","1","8.8"
"139","David Blough","DET","QB","8.7","1","8.7"
"139","Kelvin Harmon","WAS","WR","8.7","1","8.7"
"141","Alex Erickson","CIN","WR","8.5","1","8.5"
"142","Allen Robinson","CHI","WR","8.3","1","8.3"
"142","Mitch Trubisky","CHI","QB","8.3","1","8.3"
"142","Joe Mixon","CIN","RB","8.3","1","8.3"
"145","Kenny Stills","HOU","WR","8.2","1","8.2"
"146","Russell Gage","ATL","WR","8.1","1","8.1"
"147","Jason Sanders","MIA","K","8.0","1","8.0"
"147","Joey Slye","CAR","K","8.0","1","8.0"
"147","Chase McLaughlin","IND","K","8.0","1","8.0"
"147","Philadelphia Eagles","PHI","DST","8.0","1","8.0"
"147","Jamison Crowder","NYJ","WR","8.0","1","8.0"
"152","Kirk Cousins","MIN","QB","7.9","1","7.9"
"153","Gus Edwards","BAL","RB","7.8","1","7.8"
"154","Will Grier","CAR","QB","7.7","1","7.7"
"155","Emmanuel Sanders","NO","WR","7.6","1","7.6"
"156","Matt LaCosse","NE","TE","7.3","1","7.3"
"156","Tim Patrick","DEN","WR","7.3","1","7.3"
"158","Chris Thompson","JAC","RB","7.2","1","7.2"
"158","Travis Homer","SEA","RB","7.2","1","7.2"
"160","Josh Lambo","JAC","K","7.0","1","7.0"
"160","Hunter Henry","LAC","TE","7.0","1","7.0"
"160","Daniel Carlson","LV","K","7.0","1","7.0"
"160","Justin Tucker","BAL","K","7.0","1","7.0"
"160","San Francisco 49ers","SF","DST","7.0","1","7.0"
"160","Allen Lazard","GB","WR","7.0","1","7.0"
"166","Brian Hill","ATL","RB","6.6","1","6.6"
"166","Demetrius Harris","CHI","TE","6.6","1","6.6"
"166","Courtland Sutton","DEN","WR","6.6","1","6.6"
"166","Mike Williams","LAC","WR","6.6","1","6.6"
"166","James Washington","PIT","WR","6.6","1","6.6"
"171","Chris Carson","SEA","RB","6.5","1","6.5"
"172","David Montgomery","CHI","RB","6.4","1","6.4"
"173","Qadree Ollison","ATL","RB","6.3","1","6.3"
"174","Jamaal Williams","GB","RB","6.2","1","6.2"
"175","O.J. Howard","TB","TE","6.1","1","6.1"
"175","Kareem Hunt","CLE","RB","6.1","1","6.1"
"177","Seth DeValve","FA","TE","6.0","1","6.0"
"177","New Orleans Saints","NO","DST","6.0","1","6.0"
"177","Younghoe Koo","ATL","K","6.0","1","6.0"
"180","Jaylen Samuels","PIT","RB","5.9","1","5.9"
"181","Darren Waller","LV","TE","5.7","1","5.7"
"182","Corey Davis","TEN","WR","5.5","1","5.5"
"182","Brett Hundley","ARI","QB","5.5","1","5.5"
"184","DeAndre Carter","HOU","WR","5.4","1","5.4"
"185","Devin Singletary","BUF","RB","5.3","1","5.3"
"186","Allen Hurns","MIA","WR","5.1","1","5.1"
"187","Jake Elliott","PHI","K","5.0","1","5.0"
"187","Taysom Hill","NO","QB","5.0","1","5.0"
"187","Chris Boswell","PIT","K","5.0","1","5.0"
"187","Aldrick Rosas","NYG","K","5.0","1","5.0"
"187","Pittsburgh Steelers","PIT","DST","5.0","1","5.0"
"187","Stephen Hauschka","BUF","K","5.0","1","5.0"
"187","Denver Broncos","DEN","DST","5.0","1","5.0"
"187","Jacksonville Jaguars","JAC","DST","5.0","1","5.0"
"187","Michael Badgley","LAC","K","5.0","1","5.0"
"187","Matt Prater","DET","K","5.0","1","5.0"
"187","Dustin Hopkins","WAS","K","5.0","1","5.0"
"187","New England Patriots","NE","DST","5.0","1","5.0"
"199","Jalen Richard","LV","RB","4.9","1","4.9"
"199","J.J. Arcega-Whiteside","PHI","WR","4.9","1","4.9"
"199","N'Keal Harry","NE","WR","4.9","1","4.9"
"199","James White","NE","RB","4.9","1","4.9"
"199","Boston Scott","PHI","RB","4.9","1","4.9"
"199","Dare Ogunbowale","TB","RB","4.9","1","4.9"
"205","Zach Ertz","PHI","TE","4.8","1","4.8"
"205","Tarik Cohen","CHI","RB","4.8","1","4.8"
"205","DeAndre Hopkins","ARI","WR","4.8","1","4.8"
"205","Kerryon Johnson","DET","RB","4.8","1","4.8"
"209","Vyncint Smith","NYJ","WR","4.7","1","4.7"
"210","Maxx Williams","ARI","TE","4.6","1","4.6"
"210","Spencer Ware","FA","RB","4.6","1","4.6"
"212","Nick Chubb","CLE","RB","4.5","1","4.5"
"213","Amari Cooper","DAL","WR","4.4","1","4.4"
"214","Greg Olsen","SEA","TE","4.3","1","4.3"
"215","Darren Fells","HOU","TE","4.2","1","4.2"
"215","Josh Reynolds","LAR","WR","4.2","1","4.2"
"217","Javon Wims","CHI","WR","4.1","1","4.1"
"217","T.Y. Hilton","IND","WR","4.1","1","4.1"
"219","Eddy Pineiro","CHI","K","4.0","1","4.0"
"219","Baltimore Ravens","BAL","DST","4.0","1","4.0"
"219","Jakobi Meyers","NE","WR","4.0","1","4.0"
"219","Greg Joseph","TEN","K","4.0","1","4.0"
"219","Dan Bailey","MIN","K","4.0","1","4.0"
"219","Austin Seibert","CLE","K","4.0","1","4.0"
"225","Mohamed Sanu","NE","WR","3.9","1","3.9"
"225","Kendrick Bourne","SF","WR","3.9","1","3.9"
"225","Nick Boyle","BAL","TE","3.9","1","3.9"
"228","Dawson Knox","BUF","TE","3.8","1","3.8"
"228","Sammy Watkins","KC","WR","3.8","1","3.8"
"228","Mike Boone","MIN","RB","3.8","1","3.8"
"231","Trevon Wesco","NYJ","TE","3.7","1","3.7"
"232","Ishmael Hyman","CAR","WR","3.6","1","3.6"
"233","Codey McElroy","TB","TE","3.5","1","3.5"
"233","Latavius Murray","NO","RB","3.5","1","3.5"
"235","Bo Scarbrough","DET","RB","3.4","1","3.4"
"235","Keelan Cole","JAC","WR","3.4","1","3.4"
"237","Tevin Coleman","SF","RB","3.3","1","3.3"
"237","Seth Roberts","CAR","WR","3.3","1","3.3"
"239","James Conner","PIT","RB","3.2","1","3.2"
"239","JuJu Smith-Schuster","PIT","WR","3.2","1","3.2"
"241","Ian Thomas","CAR","TE","3.1","1","3.1"
"241","Danny Amendola","DET","WR","3.1","1","3.1"
"241","Curtis Samuel","CAR","WR","3.1","1","3.1"
"244","Benjamin Watson","FA","TE","3.0","1","3.0"
"244","Ross Dwelley","SF","TE","3.0","1","3.0"
"244","Los Angeles Chargers","LAC","DST","3.0","1","3.0"
"247","Zay Jones","LV","WR","2.9","1","2.9"
"248","Andre Patton","LAC","WR","2.8","1","2.8"
"248","Kyle Juszczyk","SF","RB","2.8","1","2.8"
"248","Malik Turner","FA","WR","2.8","1","2.8"
"248","D.J. Chark","JAC","WR","2.8","1","2.8"
"248","Ricky Seals-Jones","KC","TE","2.8","1","2.8"
"248","Durham Smythe","MIA","TE","2.8","1","2.8"
"254","Cameron Brate","TB","TE","2.7","1","2.7"
"254","Logan Thomas","WAS","TE","2.7","1","2.7"
"254","Jack Doyle","IND","TE","2.7","1","2.7"
"257","Cordarrelle Patterson","CHI","WR","2.6","1","2.6"
"257","Chris Hogan","FA","WR","2.6","1","2.6"
"257","Mo Alie-Cox","IND","TE","2.6","1","2.6"
"260","Blake Bell","DAL","TE","2.5","1","2.5"
"260","David Moore","SEA","WR","2.5","1","2.5"
"260","Giovani Bernard","CIN","RB","2.5","1","2.5"
"260","Dan Arnold","ARI","TE","2.5","1","2.5"
"260","MyCole Pruitt","TEN","TE","2.5","1","2.5"
"260","Jesper Horsted","CHI","TE","2.5","1","2.5"
"266","Vance McDonald","PIT","TE","2.4","1","2.4"
"266","Pharoh Cooper","CAR","WR","2.4","1","2.4"
"266","Jason Witten","LV","TE","2.4","1","2.4"
"266","Ross Travis","NYJ","TE","2.4","1","2.4"
"266","Jeremy Sprinkle","WAS","TE","2.4","1","2.4"
"266","Dalyn Dawkins","TEN","RB","2.4","1","2.4"
"266","Jarius Wright","FA","WR","2.4","1","2.4"
"273","Patrick Laird","MIA","RB","2.3","1","2.3"
"273","Jeff Heuerman","DEN","TE","2.3","1","2.3"
"273","Dontrelle Inman","FA","WR","2.3","1","2.3"
"273","Nick Vannett","DEN","TE","2.3","1","2.3"
"277","Derek Carrier","LV","TE","2.2","1","2.2"
"277","Kerrith Whyte Jr.","PIT","RB","2.2","1","2.2"
"277","CJ Ham","MIN","RB","2.2","1","2.2"
"277","Kalif Raymond","TEN","WR","2.2","1","2.2"
"281","Charles Clay","FA","TE","2.1","1","2.1"
"281","Will Fuller","HOU","WR","2.1","1","2.1"
"281","Jimmy Graham","CHI","TE","2.1","1","2.1"
"281","Isaiah McKenzie","BUF","WR","2.1","1","2.1"
"281","Da'Mari Scott","NYG","WR","2.1","1","2.1"
"286","Ty Johnson","DET","RB","2.0","1","2.0"
"286","Miami Dolphins","MIA","DST","2.0","1","2.0"
"286","Seattle Seahawks","SEA","DST","2.0","1","2.0"
"286","Dallas Cowboys","DAL","DST","2.0","1","2.0"
"286","Cam Sims","WAS","WR","2.0","1","2.0"
"286","Noah Fant","DEN","TE","2.0","1","2.0"
"286","Clive Walford","FA","TE","2.0","1","2.0"
"286","Buffalo Bills","BUF","DST","2.0","1","2.0"
"286","Deon Cain","PIT","WR","2.0","1","2.0"
"286","Geronimo Allison","DET","WR","2.0","1","2.0"
"286","Las Vegas Raiders","LV","DST","2.0","1","2.0"
"297","Blake Jarwin","DAL","TE","1.9","1","1.9"
"298","Demarcus Robinson","KC","WR","1.8","1","1.8"
"298","J.P. Holtz","CHI","TE","1.8","1","1.8"
"298","Tre'Quan Smith","NO","WR","1.8","1","1.8"
"298","Keith Smith","ATL","RB","1.8","1","1.8"
"302","Jesse James","DET","TE","1.7","1","1.7"
"302","Tyler Lockett","SEA","WR","1.7","1","1.7"
"302","DeAndrew White","CAR","WR","1.7","1","1.7"
"305","Damiere Byrd","NE","WR","1.6","1","1.6"
"305","Eric Saubert","CHI","TE","1.6","1","1.6"
"307","Dede Westbrook","JAC","WR","1.5","1","1.5"
"308","Irv Smith Jr.","MIN","TE","1.4","1","1.4"
"308","Devlin Hodges","PIT","QB","1.4","1","1.4"
"308","Benny Snell Jr.","PIT","RB","1.4","1","1.4"
"308","C.J. Prosise","FA","RB","1.4","1","1.4"
"308","Hayden Hurst","ATL","TE","1.4","1","1.4"
"308","Darwin Thompson","KC","RB","1.4","1","1.4"
"314","Miles Boykin","BAL","WR","1.3","1","1.3"
"314","Ty Montgomery","NO","RB","1.3","1","1.3"
"314","Bilal Powell","FA","RB","1.3","1","1.3"
"317","David Johnson","HOU","RB","1.2","1","1.2"
"317","Stephen Carlson","CLE","TE","1.2","1","1.2"
"317","Kyle Rudolph","MIN","TE","1.2","1","1.2"
"317","Reggie Bonnafon","CAR","RB","1.2","1","1.2"
"321","Marquise Brown","BAL","WR","1.1","1","1.1"
"321","Olabisi Johnson","MIN","WR","1.1","1","1.1"
"321","Andrew Beck","DEN","TE","1.1","1","1.1"
"321","Robert Davis","PHI","WR","1.1","1","1.1"
"321","Marquez Valdes-Scantling","GB","WR","1.1","1","1.1"
"321","Khadarel Hodge","CLE","WR","1.1","1","1.1"
"321","Tyler Ervin","GB","RB","1.1","1","1.1"
"321","Zach Pascal","IND","WR","1.1","1","1.1"
"329","Chicago Bears","CHI","DST","1.0","1","1.0"
"329","Tavon Austin","FA","WR","1.0","1","1.0"
"329","Cleveland Browns","CLE","DST","1.0","1","1.0"
"332","Virgil Green","LAC","TE","0.9","1","0.9"
"332","Krishawn Hogan","NO","WR","0.9","1","0.9"
"332","Christian Kirk","ARI","WR","0.9","1","0.9"
"332","Dontrell Hilliard","CLE","RB","0.9","1","0.9"
"336","Brandon Zylstra","CAR","WR","0.8","1","0.8"
"337","Devontae Booker","LV","RB","0.7","1","0.7"
"337","Darrell Henderson","LAR","RB","0.7","1","0.7"
"337","Anthony Miller","CHI","WR","0.7","1","0.7"
"337","Marcedes Lewis","GB","TE","0.7","1","0.7"
"337","Marcus Johnson","IND","WR","0.7","1","0.7"
"342","D.J. Moore","CAR","WR","0.6","1","0.6"
"342","De'Lance Turner","FA","RB","0.6","1","0.6"
"344","Deonte Harris","NO","WR","0.5","1","0.5"
"345","Ryquell Armstead","JAC","RB","0.2","1","0.2"
"345","Adam Thielen","MIN","WR","0.2","1","0.2"
"347","Duke Johnson","HOU","RB","0.1","1","0.1"
"348","Christian Blake","ATL","WR","0.0","1","0.0"
"348","Khari Blasingame","TEN","RB","0.0","1","0.0"
"348","Matt Slater","NE","WR","0.0","1","0.0"
"348","Nsimba Webster","LAR","WR","0.0","1","0.0"
"348","Ryan Nall","CHI","RB","0.0","1","0.0"
"348","Mack Hollins","MIA","WR","0.0","1","0.0"
"348","Cody Hollister","TEN","WR","0.0","1","0.0"
"348","D.K. Metcalf","SEA","WR","0.0","1","0.0"
"348","Travis Fulgham","DET","WR","0.0","1","0.0"
"348","Spencer Schnell","TB","WR","0.0","1","0.0"
"348","Cyril Grayson","TB","WR","0.0","1","0.0"
"348","Damion Ratley","CLE","WR","0.0","1","0.0"
"348","Willie Snead","BAL","WR","0.0","1","0.0"
"348","Isaac Nauta","DET","TE","0.0","1","0.0"
"348","Joshua Perkins","PHI","TE","0.0","1","0.0"
"348","Riley Ridley","CHI","WR","0.0","1","0.0"
"348","Jalen Guyton","LAC","WR","0.0","1","0.0"
"348","Mike Thomas","CIN","WR","0.0","1","0.0"
"348","Alexander Hollins","MIN","WR","0.0","1","0.0"
"348","Deante Burton","DAL","WR","0.0","1","0.0"
"348","Rashard Higgins","CLE","WR","0.0","1","0.0"
"348","Byron Pringle","KC","WR","0.0","1","0.0"
"348","Lance Kendricks","FA","TE","0.0","1","0.0"
"348","Darrell Daniels","ARI","TE","0.0","1","0.0"
"348","Darvin Kidsy","WAS","WR","0.0","1","0.0"
"348","Phillip Dorsett","SEA","WR","0.0","1","0.0"
"348","Josh Malone","NYJ","WR","0.0","1","0.0"
"348","Mecole Hardman","KC","WR","0.0","1","0.0"
"348","Cody Core","NYG","WR","0.0","1","0.0"
"348","De'Anthony Thomas","BAL","WR","0.0","1","0.0"
"348","Darius Slayton","NYG","WR","0.0","1","0.0"
"348","Jake Kumerow","GB","WR","0.0","1","0.0"
"348","Chris Lacy","DET","WR","0.0","1","0.0"
"348","Marcell Ateman","LV","WR","0.0","1","0.0"
"348","Jason Moore","LAC","WR","0.0","1","0.0"
"348","Olamide Zaccheaus","ATL","WR","0.0","1","0.0"
"348","Senorise Perry","TEN","RB","0.0","1","0.0"
"348","Trayveon Williams","CIN","RB","0.0","1","0.0"
"348","Fred Brown","DEN","WR","0.0","1","0.0"
"348","Andre Roberts","BUF","WR","0.0","1","0.0"
"348","Stanley Morgan Jr.","CIN","WR","0.0","1","0.0"
"348","Ashton Dulin","IND","WR","0.0","1","0.0"
"348","Devine Ozigbo","JAC","RB","0.0","1","0.0"
"348","Trevor Davis","CHI","WR","0.0","1","0.0"
"348","Ventell Bryant","DAL","WR","0.0","1","0.0"
"348","Michael Burton","NO","RB","0.0","1","0.0"
"348","Buddy Howell","HOU","RB","0.0","1","0.0"
"348","Alec Ingold","LV","RB","0.0","1","0.0"
"348","Derek Watt","PIT","RB","0.0","1","0.0"
"348","Elijhaa Penny","NYG","RB","0.0","1","0.0"
"348","Frank Gore","NYJ","RB","0.0","1","0.0"
"348","Alex Armah","CAR","RB","0.0","1","0.0"
"348","Javorius Allen","FA","RB","0.0","1","0.0"
"348","Matt Breida","MIA","RB","0.0","1","0.0"
"348","Kenjon Barner","FA","RB","0.0","1","0.0"
"348","Troymaine Pope","FA","RB","0.0","1","0.0"
"348","Jamize Olawale","DAL","RB","0.0","1","0.0"
"348","Zach Line","FA","RB","0.0","1","0.0"
"348","Patrick DiMarco","BUF","RB","0.0","1","0.0"
"348","Brandon Bolden","NE","RB","0.0","1","0.0"
"348","Chase Edmonds","ARI","RB","0.0","1","0.0"
"348","Dan Vitale","NE","RB","0.0","1","0.0"
"348","Wendell Smallwood","FA","RB","0.0","1","0.0"
"348","Taiwan Jones","BUF","RB","0.0","1","0.0"
"348","Trey Edmunds","PIT","RB","0.0","1","0.0"
"348","Rod Smith","LV","RB","0.0","1","0.0"
"348","Dwayne Washington","NO","RB","0.0","1","0.0"
"348","Ty Long","LAC","K","0.0","1","0.0"
"348","Detroit Lions","DET","DST","0.0","1","0.0"
"348","Cincinnati Bengals","CIN","DST","0.0","1","0.0"
"348","J.D. McKissic","WAS","RB","0.0","1","0.0"
"348","Cullen Gillaspia","HOU","RB","0.0","1","0.0"
"348","Anthony Sherman","KC","RB","0.0","1","0.0"
"348","Laquon Treadwell","ATL","WR","0.0","1","0.0"
"348","Braxton Berrios","NYJ","WR","0.0","1","0.0"
"348","Trent Sherfield","ARI","WR","0.0","1","0.0"
"348","Robert Foster","BUF","WR","0.0","1","0.0"
"348","Johnny Holton","FA","WR","0.0","1","0.0"
"348","Chris Moore","BAL","WR","0.0","1","0.0"
"348","Justin Hardy","FA","WR","0.0","1","0.0"
"348","Andy Isabella","ARI","WR","0.0","1","0.0"
"348","Beau Brinkley","TEN","TE","0.0","1","0.0"
"348","Tyler Conklin","MIN","TE","0.0","1","0.0"
"348","Gerald Everett","LAR","TE","0.0","1","0.0"
"348","Lee Smith","BUF","TE","0.0","1","0.0"
"348","Richie James","SF","WR","0.0","1","0.0"
"348","Jaron Brown","FA","WR","0.0","1","0.0"
"348","Ted Ginn","CHI","WR","0.0","1","0.0"
"348","Diontae Spencer","DEN","WR","0.0","1","0.0"
"348","Justin Hardee","NO","WR","0.0","1","0.0"
"348","Cethan Carter","CIN","TE","0.0","1","0.0"
"348","Tyler Kroft","BUF","TE","0.0","1","0.0"
"348","Troy Fumagalli","DEN","TE","0.0","1","0.0"
"348","Luke Stocker","FA","TE","0.0","1","0.0"
"348","Johnny Mundt","LAR","TE","0.0","1","0.0"
"348","Ben Koyack","FA","TE","0.0","1","0.0"
"348","Josh Hill","NO","TE","0.0","1","0.0"
"348","D'Ernest Johnson","CLE","RB","0.0","1","0.0"
"348","Kyle Nelson","SF","TE","0.0","1","0.0"
"348","Jordan Akins","HOU","TE","0.0","1","0.0"
"348","Luke Willson","SEA","TE","0.0","1","0.0"
"348","Daniel Brown","NYJ","TE","0.0","1","0.0"
"348","Levine Toilolo","NYG","TE","0.0","1","0.0"
"348","Anthony Firkser","TEN","TE","0.0","1","0.0"
"348","Eric Tomlinson","NYG","TE","0.0","1","0.0"
"348","Scott Simonson","FA","TE","0.0","1","0.0"
"348","Chris Manhertz","CAR","TE","0.0","1","0.0"
"348","Robert Tonyan","GB","TE","0.0","1","0.0"
"348","Jaeden Graham","ATL","TE","0.0","1","0.0"
"348","Dalton Schultz","DAL","TE","0.0","1","0.0"
"458","Malcolm Brown","LAR","RB","-0.1","1","-0.1"
"458","Matt Moore","FA","QB","-0.1","1","-0.1"
"460","Brian Hoyer","NE","QB","-0.2","1","-0.2"
"460","Tyrod Taylor","LAC","QB","-0.2","1","-0.2"
"462","Peyton Barber","WAS","RB","-0.7","1","-0.7"
"463","Tennessee Titans","TEN","DST","-1.0","1","-1.0"
"463","New York Giants","NYG","DST","-1.0","1","-1.0"
"463","Carolina Panthers","CAR","DST","-1.0","1","-1.0"
"466","Michael Walker","JAC","WR","-2.0","1","-2.0"
"466","Tony Pollard","DAL","RB","-2.0","1","-2.0"
"468","Washington Redskins","WAS","DST","-3.0","1","-3.0"
""
""
