"Rank","Player","Team","Position","Points","Games","Avg"
"257","Terry McLaurin","WAS","WR","1.6","1","1.6"
"257","Damien Williams","KC","RB","1.6","1","1.6"
"257","Darrel Williams","KC","RB","1.6","1","1.6"
"260","Robby Anderson","CAR","WR","1.5","1","1.5"
"260","Hayden Hurst","ATL","TE","1.5","1","1.5"
"262","Giovani Bernard","CIN","RB","1.4","1","1.4"
"262","DaeSean Hamilton","DEN","WR","1.4","1","1.4"
"262","Lee Smith","BUF","TE","1.4","1","1.4"
"262","Seth Roberts","CAR","WR","1.4","1","1.4"
"262","Virgil Green","LAC","TE","1.4","1","1.4"
"267","Tyler Higbee","LAR","TE","1.3","1","1.3"
"268","Jesse James","DET","TE","1.2","1","1.2"
"268","Damien Harris","NE","RB","1.2","1","1.2"
"268","Jalen Richard","LV","RB","1.2","1","1.2"
"268","Noah Fant","DEN","TE","1.2","1","1.2"
"268","Zach Zenner","FA","RB","1.2","1","1.2"
"273","Will Fuller","HOU","WR","1.1","1","1.1"
"273","Taylor Gabriel","FA","WR","1.1","1","1.1"
"273","Evan Engram","NYG","TE","1.1","1","1.1"
"273","Dwayne Washington","NO","RB","1.1","1","1.1"
"273","KeeSean Johnson","ARI","WR","1.1","1","1.1"
"278","Denver Broncos","DEN","DST","1.0","1","1.0"
"278","Miami Dolphins","MIA","DST","1.0","1","1.0"
"278","New York Jets","NYJ","DST","1.0","1","1.0"
"278","Philadelphia Eagles","PHI","DST","1.0","1","1.0"
"278","Maxx Williams","ARI","TE","1.0","1","1.0"
"278","Diontae Spencer","DEN","WR","1.0","1","1.0"
"284","Trent Sherfield","ARI","WR","0.9","1","0.9"
"284","David Montgomery","CHI","RB","0.9","1","0.9"
"284","John Kelly","LAR","RB","0.9","1","0.9"
"284","Damiere Byrd","NE","WR","0.9","1","0.9"
"284","Ty Montgomery","NO","RB","0.9","1","0.9"
"289","Drew Sample","CIN","TE","0.8","1","0.8"
"289","Mohamed Sanu","NE","WR","0.8","1","0.8"
"289","Chris Moore","BAL","WR","0.8","1","0.8"
"292","Levine Toilolo","NYG","TE","0.7","1","0.7"
"292","Ito Smith","ATL","RB","0.7","1","0.7"
"292","Anthony Sherman","KC","RB","0.7","1","0.7"
"292","Ross Dwelley","SF","TE","0.7","1","0.7"
"296","Eric Tomlinson","NYG","TE","0.6","1","0.6"
"296","Ryan Griffin","NYJ","TE","0.6","1","0.6"
"298","Ryquell Armstead","JAC","RB","0.3","1","0.3"
"298","Bilal Powell","FA","RB","0.3","1","0.3"
"300","Dion Lewis","NYG","RB","0.2","1","0.2"
"300","Willie Snead","BAL","WR","0.2","1","0.2"
"300","Dexter Williams","GB","RB","0.2","1","0.2"
"300","David Johnson","HOU","RB","0.2","1","0.2"
"304","Josh Reynolds","LAR","WR","0.0","1","0.0"
"304","Gunner Olszewski","NE","WR","0.0","1","0.0"
"304","Vyncint Smith","NYJ","WR","0.0","1","0.0"
"304","Mack Hollins","MIA","WR","0.0","1","0.0"
"304","Isaiah Ford","MIA","WR","0.0","1","0.0"
"304","Darius Jennings","LAC","WR","0.0","1","0.0"
"304","Damion Willis","CIN","WR","0.0","1","0.0"
"304","Deonte Harris","NO","WR","0.0","1","0.0"
"304","DeAndre Carter","HOU","WR","0.0","1","0.0"
"304","Mike Thomas","CIN","WR","0.0","1","0.0"
"304","Matt Slater","NE","WR","0.0","1","0.0"
"304","Byron Pringle","KC","WR","0.0","1","0.0"
"304","De'Anthony Thomas","BAL","WR","0.0","1","0.0"
"304","Marquise Goodwin","PHI","WR","0.0","1","0.0"
"304","Jason Moore","LAC","WR","0.0","1","0.0"
"304","Craig Reynolds","ATL","RB","0.0","1","0.0"
"304","Senorise Perry","TEN","RB","0.0","1","0.0"
"304","Josh Oliver","JAC","TE","0.0","1","0.0"
"304","Jordan Matthews","FA","WR","0.0","1","0.0"
"304","C.J. Board","JAC","WR","0.0","1","0.0"
"304","Hale Hentges","WAS","TE","0.0","1","0.0"
"304","Jaleel Scott","BAL","WR","0.0","1","0.0"
"304","Cody Core","NYG","WR","0.0","1","0.0"
"304","Paul Richardson Jr.","FA","WR","0.0","1","0.0"
"304","Kelvin Harmon","WAS","WR","0.0","1","0.0"
"304","Sam Ficken","NYJ","K","0.0","1","0.0"
"304","Fred Brown","DEN","WR","0.0","1","0.0"
"304","Ashton Dulin","IND","WR","0.0","1","0.0"
"304","Andre Patton","LAC","WR","0.0","1","0.0"
"304","Andre Roberts","BUF","WR","0.0","1","0.0"
"304","Ventell Bryant","DAL","WR","0.0","1","0.0"
"304","Stanley Morgan Jr.","CIN","WR","0.0","1","0.0"
"304","Trayveon Williams","CIN","RB","0.0","1","0.0"
"304","Lil'Jordan Humphrey","NO","WR","0.0","1","0.0"
"304","Patrick Laird","MIA","RB","0.0","1","0.0"
"304","Cedrick Wilson","DAL","WR","0.0","1","0.0"
"304","Darrius Shepherd","GB","WR","0.0","1","0.0"
"304","Lance Kendricks","FA","TE","0.0","1","0.0"
"304","Darrell Daniels","ARI","TE","0.0","1","0.0"
"304","Evan Baylis","GB","TE","0.0","1","0.0"
"304","Troymaine Pope","FA","RB","0.0","1","0.0"
"304","Buddy Howell","HOU","RB","0.0","1","0.0"
"304","Alec Ingold","LV","RB","0.0","1","0.0"
"304","Derek Watt","PIT","RB","0.0","1","0.0"
"304","Elijhaa Penny","NYG","RB","0.0","1","0.0"
"304","Kenjon Barner","FA","RB","0.0","1","0.0"
"304","Jamize Olawale","DAL","RB","0.0","1","0.0"
"304","Tyler Ervin","GB","RB","0.0","1","0.0"
"304","Rashaad Penny","SEA","RB","0.0","1","0.0"
"304","Nick Bawden","DET","RB","0.0","1","0.0"
"304","Travis Homer","SEA","RB","0.0","1","0.0"
"304","Justice Hill","BAL","RB","0.0","1","0.0"
"304","Wayne Gallman","NYG","RB","0.0","1","0.0"
"304","Michael Burton","NO","RB","0.0","1","0.0"
"304","Devontae Booker","LV","RB","0.0","1","0.0"
"304","Ameer Abdullah","MIN","RB","0.0","1","0.0"
"304","Javorius Allen","FA","RB","0.0","1","0.0"
"304","Mike Boone","MIN","RB","0.0","1","0.0"
"304","Keith Smith","ATL","RB","0.0","1","0.0"
"304","Taiwan Jones","BUF","RB","0.0","1","0.0"
"304","Raheem Mostert","SF","RB","0.0","1","0.0"
"304","Cullen Gillaspia","HOU","RB","0.0","1","0.0"
"304","Dustin Hopkins","WAS","K","0.0","1","0.0"
"304","Ty Long","LAC","K","0.0","1","0.0"
"304","Brandon McManus","DEN","K","0.0","1","0.0"
"304","Brandon Wilson","CIN","RB","0.0","1","0.0"
"304","Blake Bortles","FA","QB","0.0","1","0.0"
"304","Mike Davis","CAR","RB","0.0","1","0.0"
"304","Chandler Cox","MIA","RB","0.0","1","0.0"
"304","J.J. Arcega-Whiteside","PHI","WR","0.0","1","0.0"
"304","Trevon Wesco","NYJ","TE","0.0","1","0.0"
"304","Beau Brinkley","TEN","TE","0.0","1","0.0"
"304","MyCole Pruitt","TEN","TE","0.0","1","0.0"
"304","Tyler Conklin","MIN","TE","0.0","1","0.0"
"304","Nick O'Leary","FA","TE","0.0","1","0.0"
"304","Deon Yelder","KC","TE","0.0","1","0.0"
"304","Delanie Walker","FA","TE","0.0","1","0.0"
"304","Dan Arnold","ARI","TE","0.0","1","0.0"
"304","Ben Braunecker","CHI","TE","0.0","1","0.0"
"304","Josh Bellamy","NYJ","WR","0.0","1","0.0"
"304","Deon Cain","PIT","WR","0.0","1","0.0"
"304","Jakeem Grant","MIA","WR","0.0","1","0.0"
"304","Geremy Davis","DET","WR","0.0","1","0.0"
"304","Austin Carr","NO","WR","0.0","1","0.0"
"304","Dante Pettis","SF","WR","0.0","1","0.0"
"304","JoJo Natson","CLE","WR","0.0","1","0.0"
"304","Laquon Treadwell","ATL","WR","0.0","1","0.0"
"304","Justin Hardee","NO","WR","0.0","1","0.0"
"304","Andrew Beck","DEN","TE","0.0","1","0.0"
"304","Jeff Heuerman","DEN","TE","0.0","1","0.0"
"304","Logan Thomas","WAS","TE","0.0","1","0.0"
"304","Tyler Kroft","BUF","TE","0.0","1","0.0"
"304","Daniel Brown","NYJ","TE","0.0","1","0.0"
"304","C.J. Uzomah","CIN","TE","0.0","1","0.0"
"304","Blake Bell","DAL","TE","0.0","1","0.0"
"304","Luke Willson","SEA","TE","0.0","1","0.0"
"304","Mo Alie-Cox","IND","TE","0.0","1","0.0"
"304","Dalton Schultz","DAL","TE","0.0","1","0.0"
"304","J.P. Holtz","CHI","TE","0.0","1","0.0"
"304","Durham Smythe","MIA","TE","0.0","1","0.0"
"304","Jaeden Graham","ATL","TE","0.0","1","0.0"
"304","Marcedes Lewis","GB","TE","0.0","1","0.0"
"304","Seth DeValve","FA","TE","0.0","1","0.0"
"304","Cethan Carter","CIN","TE","0.0","1","0.0"
"304","Ben Koyack","FA","TE","0.0","1","0.0"
"304","Johnny Mundt","LAR","TE","0.0","1","0.0"
"304","Luke Stocker","FA","TE","0.0","1","0.0"
"411","Jarrett Stidham","NE","QB","-0.2","1","-0.2"
"411","Russell Gage","ATL","WR","-0.2","1","-0.2"
"413","Tim Boyle","GB","QB","-0.3","1","-0.3"
"414","Atlanta Falcons","ATL","DST","-1.0","1","-1.0"
"415","Braxton Berrios","NYJ","WR","-1.4","1","-1.4"
"416","Sam Darnold","NYJ","QB","-2.7","1","-2.7"
"417","Las Vegas Raiders","LV","DST","-3.0","1","-3.0"
"417","Chicago Bears","CHI","DST","-3.0","1","-3.0"
"419","Detroit Lions","DET","DST","-4.0","1","-4.0"
""
""
