"Rank","Player","Team","Position","Points","Games","Avg"
"63","Michael Thomas","NO","WR","13.9","1","13.9"
"64","Keenan Allen","LAC","WR","13.8","1","13.8"
"65","Matt Breida","MIA","RB","13.7","1","13.7"
"66","D.K. Metcalf","SEA","WR","13.6","1","13.6"
"67","Marcus Mariota","LV","QB","13.4","1","13.4"
"67","D.J. Moore","CAR","WR","13.4","1","13.4"
"69","David Montgomery","CHI","RB","13.3","1","13.3"
"70","Jameis Winston","NO","QB","13.2","1","13.2"
"70","Zach Ertz","PHI","TE","13.2","1","13.2"
"72","Tyrell Williams","LV","WR","13.1","1","13.1"
"73","Austin Seibert","CLE","K","13.0","1","13.0"
"73","Justin Tucker","BAL","K","13.0","1","13.0"
"73","Rashaad Penny","SEA","RB","13.0","1","13.0"
"73","Cleveland Browns","CLE","DST","13.0","1","13.0"
"77","Tyler Lockett","SEA","WR","12.9","1","12.9"
"77","Larry Fitzgerald","ARI","WR","12.9","1","12.9"
"77","Deshaun Watson","HOU","QB","12.9","1","12.9"
"80","Royce Freeman","DEN","RB","12.7","1","12.7"
"81","Marquise Brown","BAL","WR","12.6","1","12.6"
"82","Amari Cooper","DAL","WR","12.4","1","12.4"
"83","Sony Michel","NE","RB","12.3","1","12.3"
"83","T.Y. Hilton","IND","WR","12.3","1","12.3"
"85","Eli Manning","FA","QB","12.2","1","12.2"
"85","Mason Rudolph","PIT","QB","12.2","1","12.2"
"87","Wil Lutz","NO","K","12.0","1","12.0"
"87","James Conner","PIT","RB","12.0","1","12.0"
"89","Philip Rivers","IND","QB","11.9","1","11.9"
"90","Curtis Samuel","CAR","WR","11.8","1","11.8"
"91","Devin Singletary","BUF","RB","11.7","1","11.7"
"91","Derek Carr","LV","QB","11.7","1","11.7"
"93","Jamaal Williams","GB","RB","11.6","1","11.6"
"94","Isaiah McKenzie","BUF","WR","11.4","1","11.4"
"95","TJ Jones","FA","WR","11.3","1","11.3"
"95","Cam Newton","NE","QB","11.3","1","11.3"
"97","Robbie Gould","SF","K","11.0","1","11.0"
"97","Kansas City Chiefs","KC","DST","11.0","1","11.0"
"99","JuJu Smith-Schuster","PIT","WR","10.9","1","10.9"
"99","Kirk Cousins","MIN","QB","10.9","1","10.9"
"101","Leonard Fournette","JAC","RB","10.7","1","10.7"
"101","John Brown","BUF","WR","10.7","1","10.7"
"103","Jason Witten","LV","TE","10.5","1","10.5"
"104","James White","NE","RB","10.4","1","10.4"
"105","Cole Beasley","BUF","WR","10.3","1","10.3"
"106","Adrian Peterson","WAS","RB","10.2","1","10.2"
"107","Robby Anderson","CAR","WR","10.1","1","10.1"
"108","Atlanta Falcons","ATL","DST","10.0","1","10.0"
"108","Eric Ebron","PIT","TE","10.0","1","10.0"
"108","Green Bay Packers","GB","DST","10.0","1","10.0"
"108","Houston Texans","HOU","DST","10.0","1","10.0"
"108","Adam Thielen","MIN","WR","10.0","1","10.0"
"113","Josh Jacobs","LV","RB","9.9","1","9.9"
"114","Michael Gallup","DAL","WR","9.8","1","9.8"
"114","Mike Williams","LAC","WR","9.8","1","9.8"
"116","Bennie Fowler III","FA","WR","9.6","1","9.6"
"117","Stefon Diggs","BUF","WR","9.4","1","9.4"
"118","Darren Waller","LV","TE","9.3","1","9.3"
"118","Chris Conley","JAC","WR","9.3","1","9.3"
"120","Paul Richardson Jr.","FA","WR","9.1","1","9.1"
"120","Jordan Wilkins","IND","RB","9.1","1","9.1"
"122","Zane Gonzalez","ARI","K","9.0","1","9.0"
"122","Detroit Lions","DET","DST","9.0","1","9.0"
"122","Matt Gay","TB","K","9.0","1","9.0"
"122","Greg Zuerlein","DAL","K","9.0","1","9.0"
"122","Chris Boswell","PIT","K","9.0","1","9.0"
"122","Carlos Hyde","SEA","RB","9.0","1","9.0"
"128","Mark Ingram II","BAL","RB","8.7","1","8.7"
"129","Phillip Lindsay","DEN","RB","8.6","1","8.6"
"130","Geronimo Allison","DET","WR","8.5","1","8.5"
"131","Tyler Eifert","JAC","TE","8.4","1","8.4"
"132","Preston Williams","MIA","WR","8.3","1","8.3"
"133","Chris Carson","SEA","RB","8.2","1","8.2"
"134","Mike Evans","TB","WR","8.1","1","8.1"
"135","Tennessee Titans","TEN","DST","8.0","1","8.0"
"135","Jacksonville Jaguars","JAC","DST","8.0","1","8.0"
"135","Los Angeles Rams","LAR","DST","8.0","1","8.0"
"135","Matt Bryant","FA","K","8.0","1","8.0"
"135","Los Angeles Chargers","LAC","DST","8.0","1","8.0"
"135","Brandon McManus","DEN","K","8.0","1","8.0"
"141","Devonta Freeman","FA","RB","7.9","1","7.9"
"141","David Johnson","HOU","RB","7.9","1","7.9"
"141","Luke Falk","FA","QB","7.9","1","7.9"
"141","Sammy Watkins","KC","WR","7.9","1","7.9"
"145","Evan Engram","NYG","TE","7.8","1","7.8"
"145","Rex Burkhead","NE","RB","7.8","1","7.8"
"147","Parris Campbell","IND","WR","7.7","1","7.7"
"148","Chris Thompson","JAC","RB","7.6","1","7.6"
"149","Damiere Byrd","NE","WR","7.5","1","7.5"
"149","Mack Hollins","MIA","WR","7.5","1","7.5"
"151","Marlon Mack","IND","RB","7.3","1","7.3"
"151","Kenyan Drake","ARI","RB","7.3","1","7.3"
"153","Julian Edelman","NE","WR","7.2","1","7.2"
"154","Teddy Bridgewater","CAR","QB","7.1","1","7.1"
"154","Damien Williams","KC","RB","7.1","1","7.1"
"156","Josh Lambo","JAC","K","7.0","1","7.0"
"156","Ka'imi Fairbairn","HOU","K","7.0","1","7.0"
"156","Brett Maher","NYJ","K","7.0","1","7.0"
"156","Stephen Gostkowski","FA","K","7.0","1","7.0"
"156","San Francisco 49ers","SF","DST","7.0","1","7.0"
"156","Philadelphia Eagles","PHI","DST","7.0","1","7.0"
"156","Pittsburgh Steelers","PIT","DST","7.0","1","7.0"
"156","Jake Elliott","PHI","K","7.0","1","7.0"
"164","Justin Jackson","LAC","RB","6.9","1","6.9"
"164","George Kittle","SF","TE","6.9","1","6.9"
"164","Malik Turner","FA","WR","6.9","1","6.9"
"167","Marvin Jones","DET","WR","6.8","1","6.8"
"168","Hayden Hurst","ATL","TE","6.6","1","6.6"
"168","Chad Beebe","MIN","WR","6.6","1","6.6"
"170","Alvin Kamara","NO","RB","6.5","1","6.5"
"170","D'Ernest Johnson","CLE","RB","6.5","1","6.5"
"170","DeAndre Hopkins","ARI","WR","6.5","1","6.5"
"173","Tre'Quan Smith","NO","WR","6.4","1","6.4"
"174","Christian McCaffrey","CAR","RB","6.3","1","6.3"
"175","Allen Robinson","CHI","WR","6.1","1","6.1"
"176","Tampa Bay Buccaneers","TB","DST","6.0","1","6.0"
"176","Cairo Santos","FA","K","6.0","1","6.0"
"176","Jamison Crowder","NYJ","WR","6.0","1","6.0"
"176","Minnesota Vikings","MIN","DST","6.0","1","6.0"
"176","Buffalo Bills","BUF","DST","6.0","1","6.0"
"176","Damion Ratley","CLE","WR","6.0","1","6.0"
"176","Randall Cobb","HOU","WR","6.0","1","6.0"
"176","Carolina Panthers","CAR","DST","6.0","1","6.0"
"176","Courtland Sutton","DEN","WR","6.0","1","6.0"
"176","Will Fuller","HOU","WR","6.0","1","6.0"
"186","Delanie Walker","FA","TE","5.9","1","5.9"
"187","Mitch Trubisky","CHI","QB","5.6","1","5.6"
"187","KeeSean Johnson","ARI","WR","5.6","1","5.6"
"187","Trey Quinn","WAS","WR","5.6","1","5.6"
"190","Ito Smith","ATL","RB","5.5","1","5.5"
"190","Ty Montgomery","NO","RB","5.5","1","5.5"
"192","Phillip Dorsett","SEA","WR","5.4","1","5.4"
"192","Austin Hooper","CLE","TE","5.4","1","5.4"
"194","Corey Davis","TEN","WR","5.3","1","5.3"
"194","Noah Fant","DEN","TE","5.3","1","5.3"
"196","Robert Woods","LAR","WR","5.2","1","5.2"
"196","Miles Sanders","PHI","RB","5.2","1","5.2"
"196","Malcolm Brown","LAR","RB","5.2","1","5.2"
"199","Hunter Renfrow","LV","WR","5.0","1","5.0"
"199","Chicago Bears","CHI","DST","5.0","1","5.0"
"199","Indianapolis Colts","IND","DST","5.0","1","5.0"
"199","Cordarrelle Patterson","CHI","WR","5.0","1","5.0"
"199","New York Jets","NYJ","DST","5.0","1","5.0"
"199","Randy Bullock","CIN","K","5.0","1","5.0"
"199","New Orleans Saints","NO","DST","5.0","1","5.0"
"206","Derek Carrier","LV","TE","4.8","1","4.8"
"206","Kenny Stills","HOU","WR","4.8","1","4.8"
"206","James O'Shaughnessy","JAC","TE","4.8","1","4.8"
"209","Jarvis Landry","CLE","WR","4.7","1","4.7"
"210","Ty Johnson","DET","RB","4.6","1","4.6"
"211","Cody Latimer","WAS","WR","4.5","1","4.5"
"211","DeAndre Washington","KC","RB","4.5","1","4.5"
"213","Vernon Davis","FA","TE","4.4","1","4.4"
"214","Matt LaCosse","NE","TE","4.3","1","4.3"
"214","Cody Core","NYG","WR","4.3","1","4.3"
"216","Joe Mixon","CIN","RB","4.2","1","4.2"
"217","Jeff Heuerman","DEN","TE","4.1","1","4.1"
"218","Jason Myers","SEA","K","4.0","1","4.0"
"218","Baltimore Ravens","BAL","DST","4.0","1","4.0"
"218","Dan Bailey","MIN","K","4.0","1","4.0"
"218","Sam Ficken","NYJ","K","4.0","1","4.0"
"218","Ty Long","LAC","K","4.0","1","4.0"
"218","Stephen Hauschka","BUF","K","4.0","1","4.0"
"218","A.J. Brown","TEN","WR","4.0","1","4.0"
"218","Harrison Butker","KC","K","4.0","1","4.0"
"218","Daniel Carlson","LV","K","4.0","1","4.0"
"227","Chester Rogers","FA","WR","3.9","1","3.9"
"227","Adam Shaheen","CHI","TE","3.9","1","3.9"
"229","LeSean McCoy","FA","RB","3.8","1","3.8"
"230","Mohamed Sanu","NE","WR","3.6","1","3.6"
"230","Jaylen Samuels","PIT","RB","3.6","1","3.6"
"230","Gerald Everett","LAR","TE","3.6","1","3.6"
"233","C.J. Prosise","FA","RB","3.5","1","3.5"
"233","Drew Sample","CIN","TE","3.5","1","3.5"
"233","Jordan Akins","HOU","TE","3.5","1","3.5"
"233","Jared Cook","NO","TE","3.5","1","3.5"
"233","Tarik Cohen","CHI","RB","3.5","1","3.5"
"238","Ben Braunecker","CHI","TE","3.4","1","3.4"
"238","Marquez Valdes-Scantling","GB","WR","3.4","1","3.4"
"238","Tajae Sharpe","MIN","WR","3.4","1","3.4"
"241","James Washington","PIT","WR","3.3","1","3.3"
"241","Dontrelle Inman","FA","WR","3.3","1","3.3"
"241","Jesse James","DET","TE","3.3","1","3.3"
"241","Jakeem Grant","MIA","WR","3.3","1","3.3"
"245","Mark Walton","FA","RB","3.2","1","3.2"
"246","Jordan Howard","MIA","RB","3.1","1","3.1"
"246","Jack Doyle","IND","TE","3.1","1","3.1"
"246","Tyler Higbee","LAR","TE","3.1","1","3.1"
"246","Duke Johnson","HOU","RB","3.1","1","3.1"
"250","Seattle Seahawks","SEA","DST","3.0","1","3.0"
"250","Taylor Gabriel","FA","WR","3.0","1","3.0"
"250","Ben Roethlisberger","PIT","QB","3.0","1","3.0"
"250","Dustin Hopkins","WAS","K","3.0","1","3.0"
"250","Mason Crosby","GB","K","3.0","1","3.0"
"250","Las Vegas Raiders","LV","DST","3.0","1","3.0"
"250","Tony Pollard","DAL","RB","3.0","1","3.0"
"250","Miami Dolphins","MIA","DST","3.0","1","3.0"
"258","Durham Smythe","MIA","TE","2.9","1","2.9"
"258","Josh Gordon","FA","WR","2.9","1","2.9"
"258","Russell Shepard","FA","WR","2.9","1","2.9"
"258","Geoff Swaim","FA","TE","2.9","1","2.9"
"258","Josh Rosen","MIA","QB","2.9","1","2.9"
"263","Latavius Murray","NO","RB","2.8","1","2.8"
"264","Chase Edmonds","ARI","RB","2.7","1","2.7"
"264","Blake Jarwin","DAL","TE","2.7","1","2.7"
"266","Taysom Hill","NO","QB","2.6","1","2.6"
"266","Maxx Williams","ARI","TE","2.6","1","2.6"
"268","Alexander Mattison","MIN","RB","2.5","1","2.5"
"268","Jarius Wright","FA","WR","2.5","1","2.5"
"268","DaeSean Hamilton","DEN","WR","2.5","1","2.5"
"271","Steven Sims","WAS","WR","2.4","1","2.4"
"271","Kyle Rudolph","MIN","TE","2.4","1","2.4"
"273","Benny Snell Jr.","PIT","RB","2.3","1","2.3"
"273","Dawson Knox","BUF","TE","2.3","1","2.3"
"273","Michael Crabtree","FA","WR","2.3","1","2.3"
"273","Wendell Smallwood","FA","RB","2.3","1","2.3"
"277","Diontae Johnson","PIT","WR","2.2","1","2.2"
"278","Cameron Brate","TB","TE","2.0","1","2.0"
"278","Arizona Cardinals","ARI","DST","2.0","1","2.0"
"278","Aldrick Rosas","NYG","K","2.0","1","2.0"
"278","Washington Redskins","WAS","DST","2.0","1","2.0"
"278","New York Giants","NYG","DST","2.0","1","2.0"
"283","Dion Lewis","NYG","RB","1.9","1","1.9"
"283","Zay Jones","LV","WR","1.9","1","1.9"
"283","Alex Erickson","CIN","WR","1.9","1","1.9"
"283","Nyheim Hines","IND","RB","1.9","1","1.9"
"283","Nick Boyle","BAL","TE","1.9","1","1.9"
"283","Justice Hill","BAL","RB","1.9","1","1.9"
"289","Giovani Bernard","CIN","RB","1.8","1","1.8"
"289","Allen Hurns","MIA","WR","1.8","1","1.8"
"289","Nick Vannett","DEN","TE","1.8","1","1.8"
"292","Jake Kumerow","GB","WR","1.7","1","1.7"
"292","Kalen Ballage","MIA","RB","1.7","1","1.7"
"292","Keke Coutee","HOU","WR","1.7","1","1.7"
"292","Chris Hogan","FA","WR","1.7","1","1.7"
"296","Darius Jennings","LAC","WR","1.6","1","1.6"
"296","Jeremy Sprinkle","WAS","TE","1.6","1","1.6"
"296","Miles Boykin","BAL","WR","1.6","1","1.6"
"296","Kyle Juszczyk","SF","RB","1.6","1","1.6"
"296","Mike Gesicki","MIA","TE","1.6","1","1.6"
"301","Jalen Richard","LV","RB","1.5","1","1.5"
"301","Trey Burton","IND","TE","1.5","1","1.5"
"301","Darren Sproles","FA","RB","1.5","1","1.5"
"304","Virgil Green","LAC","TE","1.4","1","1.4"
"304","Darren Fells","HOU","TE","1.4","1","1.4"
"304","Dare Ogunbowale","TB","RB","1.4","1","1.4"
"307","Rhett Ellison","FA","TE","1.3","1","1.3"
"307","Lee Smith","BUF","TE","1.3","1","1.3"
"309","Troy Fumagalli","DEN","TE","1.2","1","1.2"
"309","T.J. Hockenson","DET","TE","1.2","1","1.2"
"309","Richie James","SF","WR","1.2","1","1.2"
"309","Ryan Fitzpatrick","MIA","QB","1.2","1","1.2"
"309","Logan Thomas","WAS","TE","1.2","1","1.2"
"314","Gus Edwards","BAL","RB","1.1","1","1.1"
"314","Auden Tate","CIN","WR","1.1","1","1.1"
"314","De'Anthony Thomas","BAL","WR","1.1","1","1.1"
"314","Charles Clay","FA","TE","1.1","1","1.1"
"314","Damion Willis","CIN","WR","1.1","1","1.1"
"314","Nick O'Leary","FA","TE","1.1","1","1.1"
"320","Willie Snead","BAL","WR","1.0","1","1.0"
"320","Josh McCown","FA","QB","1.0","1","1.0"
"320","Adam Vinatieri","FA","K","1.0","1","1.0"
"320","Dallas Cowboys","DAL","DST","1.0","1","1.0"
"320","Matt Prater","DET","K","1.0","1","1.0"
"320","Denver Broncos","DEN","DST","1.0","1","1.0"
"320","Adam Humphries","TEN","WR","1.0","1","1.0"
"320","Josh Bellamy","NYJ","WR","1.0","1","1.0"
"328","Kendrick Bourne","SF","WR","0.9","1","0.9"
"328","Demetrius Harris","CHI","TE","0.9","1","0.9"
"328","Luke Stocker","FA","TE","0.9","1","0.9"
"328","Patrick DiMarco","BUF","RB","0.9","1","0.9"
"328","J.J. Arcega-Whiteside","PHI","WR","0.9","1","0.9"
"328","Ronald Jones II","TB","RB","0.9","1","0.9"
"334","C.J. Anderson","FA","RB","0.8","1","0.8"
"334","Derek Watt","PIT","RB","0.8","1","0.8"
"334","Dede Westbrook","JAC","WR","0.8","1","0.8"
"337","Anthony Miller","CHI","WR","0.7","1","0.7"
"338","Dante Pettis","SF","WR","0.6","1","0.6"
"339","Ryan Switzer","PIT","WR","0.5","1","0.5"
"339","Drew Brees","NO","QB","0.5","1","0.5"
"341","Demaryius Thomas","FA","WR","0.4","1","0.4"
"341","Irv Smith Jr.","MIN","TE","0.4","1","0.4"
"343","Ryan Grant","FA","WR","0.3","1","0.3"
"343","James Develin","FA","RB","0.3","1","0.3"
"345","Ameer Abdullah","MIN","RB","0.2","1","0.2"
"345","J.D. McKissic","WAS","RB","0.2","1","0.2"
"347","Darwin Thompson","KC","RB","0.1","1","0.1"
"347","Trevor Siemian","FA","QB","0.1","1","0.1"
"347","Mike Davis","CAR","RB","0.1","1","0.1"
"350","Keelan Cole","JAC","WR","0.0","1","0.0"
"350","Chris Lacy","DET","WR","0.0","1","0.0"
"350","Javon Wims","CHI","WR","0.0","1","0.0"
"350","Mike Thomas","CIN","WR","0.0","1","0.0"
"350","Olabisi Johnson","MIN","WR","0.0","1","0.0"
"350","Zach Pascal","IND","WR","0.0","1","0.0"
"350","Byron Pringle","KC","WR","0.0","1","0.0"
"350","Matt Slater","NE","WR","0.0","1","0.0"
"350","DeAndre Carter","HOU","WR","0.0","1","0.0"
"350","Danny Amendola","DET","WR","0.0","1","0.0"
"350","Patrick Laird","MIA","RB","0.0","1","0.0"
"350","Ray-Ray McCloud","BUF","WR","0.0","1","0.0"
"350","Ricky Seals-Jones","KC","TE","0.0","1","0.0"
"350","Donte Moncrief","FA","WR","0.0","1","0.0"
"350","Robert Davis","PHI","WR","0.0","1","0.0"
"350","Keelan Doss","LV","WR","0.0","1","0.0"
"350","Taywan Taylor","CLE","WR","0.0","1","0.0"
"350","John Ursua","SEA","WR","0.0","1","0.0"
"350","Cedrick Wilson","DAL","WR","0.0","1","0.0"
"350","Bobo Wilson","FA","WR","0.0","1","0.0"
"350","Justin Watson","TB","WR","0.0","1","0.0"
"350","Trevor Davis","CHI","WR","0.0","1","0.0"
"350","DeVante Parker","MIA","WR","0.0","1","0.0"
"350","Kelvin Harmon","WAS","WR","0.0","1","0.0"
"350","Alec Ingold","LV","RB","0.0","1","0.0"
"350","T.J. Logan","TB","RB","0.0","1","0.0"
"350","CJ Ham","MIN","RB","0.0","1","0.0"
"350","Keith Smith","ATL","RB","0.0","1","0.0"
"350","Mike Boone","MIN","RB","0.0","1","0.0"
"350","Zach Line","FA","RB","0.0","1","0.0"
"350","Buddy Howell","HOU","RB","0.0","1","0.0"
"350","Elijhaa Penny","NYG","RB","0.0","1","0.0"
"350","Alex Armah","CAR","RB","0.0","1","0.0"
"350","Kenjon Barner","FA","RB","0.0","1","0.0"
"350","Jamize Olawale","DAL","RB","0.0","1","0.0"
"350","Wayne Gallman","NYG","RB","0.0","1","0.0"
"350","Travis Homer","SEA","RB","0.0","1","0.0"
"350","Blake Bell","DAL","TE","0.0","1","0.0"
"350","Chandler Cox","MIA","RB","0.0","1","0.0"
"350","Samaje Perine","CIN","RB","0.0","1","0.0"
"350","Anthony Sherman","KC","RB","0.0","1","0.0"
"350","T.J. Yeldon","BUF","RB","0.0","1","0.0"
"350","Ryquell Armstead","JAC","RB","0.0","1","0.0"
"350","Devontae Booker","LV","RB","0.0","1","0.0"
"350","Dan Vitale","NE","RB","0.0","1","0.0"
"350","Trenton Cannon","NYJ","RB","0.0","1","0.0"
"350","Nick Bawden","DET","RB","0.0","1","0.0"
"350","Jason Sanders","MIA","K","0.0","1","0.0"
"350","Tyler Ervin","GB","RB","0.0","1","0.0"
"350","Brandon Wilson","CIN","RB","0.0","1","0.0"
"350","D.J. Foster","ARI","RB","0.0","1","0.0"
"350","Dwayne Washington","NO","RB","0.0","1","0.0"
"350","Reggie Bonnafon","CAR","RB","0.0","1","0.0"
"350","Cullen Gillaspia","HOU","RB","0.0","1","0.0"
"350","Tyrod Taylor","LAC","QB","0.0","1","0.0"
"350","C.J. Uzomah","CIN","TE","0.0","1","0.0"
"350","Daniel Brown","NYJ","TE","0.0","1","0.0"
"350","Braxton Berrios","NYJ","WR","0.0","1","0.0"
"350","Justin Hardee","NO","WR","0.0","1","0.0"
"350","JoJo Natson","CLE","WR","0.0","1","0.0"
"350","Seth Roberts","CAR","WR","0.0","1","0.0"
"350","Trent Sherfield","ARI","WR","0.0","1","0.0"
"350","Robert Foster","BUF","WR","0.0","1","0.0"
"350","Johnny Holton","FA","WR","0.0","1","0.0"
"350","Breshad Perriman","NYJ","WR","0.0","1","0.0"
"350","Chris Moore","BAL","WR","0.0","1","0.0"
"350","Justin Hardy","FA","WR","0.0","1","0.0"
"350","Jimmy Graham","CHI","TE","0.0","1","0.0"
"350","Trevon Wesco","NYJ","TE","0.0","1","0.0"
"350","Diontae Spencer","DEN","WR","0.0","1","0.0"
"350","Ted Ginn","CHI","WR","0.0","1","0.0"
"350","Khadarel Hodge","CLE","WR","0.0","1","0.0"
"350","Allen Lazard","GB","WR","0.0","1","0.0"
"350","Josh Reynolds","LAR","WR","0.0","1","0.0"
"350","Gunner Olszewski","NE","WR","0.0","1","0.0"
"350","River Cracraft","FA","WR","0.0","1","0.0"
"350","Dwayne Harris","FA","WR","0.0","1","0.0"
"350","Alshon Jeffery","PHI","WR","0.0","1","0.0"
"350","Geremy Davis","DET","WR","0.0","1","0.0"
"350","Jaron Brown","FA","WR","0.0","1","0.0"
"350","Travis Benjamin","SF","WR","0.0","1","0.0"
"350","Russell Gage","ATL","WR","0.0","1","0.0"
"350","DeSean Jackson","PHI","WR","0.0","1","0.0"
"350","Deon Cain","PIT","WR","0.0","1","0.0"
"350","Beau Brinkley","TEN","TE","0.0","1","0.0"
"350","MyCole Pruitt","TEN","TE","0.0","1","0.0"
"350","Tyler Conklin","MIN","TE","0.0","1","0.0"
"350","Robert Tonyan","GB","TE","0.0","1","0.0"
"350","Chris Manhertz","CAR","TE","0.0","1","0.0"
"350","Ross Dwelley","SF","TE","0.0","1","0.0"
"350","Josh Hill","NO","TE","0.0","1","0.0"
"350","Levine Toilolo","NYG","TE","0.0","1","0.0"
"350","Pharaoh Brown","CLE","TE","0.0","1","0.0"
"350","Sean Culkin","FA","TE","0.0","1","0.0"
"350","Ian Thomas","CAR","TE","0.0","1","0.0"
"350","Cethan Carter","CIN","TE","0.0","1","0.0"
"350","Ryan Izzo","NE","TE","0.0","1","0.0"
"350","Mo Alie-Cox","IND","TE","0.0","1","0.0"
"350","Dalton Schultz","DAL","TE","0.0","1","0.0"
"350","David Njoku","CLE","TE","0.0","1","0.0"
"350","Tommy Sweeney","BUF","TE","0.0","1","0.0"
"350","Jonnu Smith","TEN","TE","0.0","1","0.0"
"350","Antony Auclair","TB","TE","0.0","1","0.0"
"350","Ryan Griffin","NYJ","TE","0.0","1","0.0"
"350","Xavier Grimble","IND","TE","0.0","1","0.0"
"350","Andrew Beck","DEN","TE","0.0","1","0.0"
"350","O.J. Howard","TB","TE","0.0","1","0.0"
"350","Jaeden Graham","ATL","TE","0.0","1","0.0"
"350","Marcedes Lewis","GB","TE","0.0","1","0.0"
"350","Foster Moreau","LV","TE","0.0","1","0.0"
"350","Seth DeValve","FA","TE","0.0","1","0.0"
"350","Anthony Firkser","TEN","TE","0.0","1","0.0"
"350","Eric Tomlinson","NYG","TE","0.0","1","0.0"
"463","Deonte Harris","NO","WR","-0.2","1","-0.2"
"464","Corey Clement","PHI","RB","-2.0","1","-2.0"
"464","Cincinnati Bengals","CIN","DST","-2.0","1","-2.0"
""
""
