"Rank","Player","Team","Position","Points","Games","Avg"
"105","Daniel Jones","NYG","QB","11.2","1","11.2"
"107","Indianapolis Colts","IND","DST","11.0","1","11.0"
"107","Washington Redskins","WAS","DST","11.0","1","11.0"
"107","Nyheim Hines","IND","RB","11.0","1","11.0"
"110","Jameis Winston","NO","QB","10.7","1","10.7"
"111","Jarvis Landry","CLE","WR","10.6","1","10.6"
"112","LeSean McCoy","FA","RB","10.5","1","10.5"
"112","Kalif Raymond","TEN","WR","10.5","1","10.5"
"112","Sam Darnold","NYJ","QB","10.5","1","10.5"
"115","Alvin Kamara","NO","RB","10.4","1","10.4"
"115","Darwin Thompson","KC","RB","10.4","1","10.4"
"115","Josh Jacobs","LV","RB","10.4","1","10.4"
"118","Harrison Butker","KC","K","10.0","1","10.0"
"118","Greg Zuerlein","DAL","K","10.0","1","10.0"
"118","Green Bay Packers","GB","DST","10.0","1","10.0"
"118","Kaden Smith","NYG","TE","10.0","1","10.0"
"118","Jared Cook","NO","TE","10.0","1","10.0"
"123","Dallas Goedert","PHI","TE","9.6","1","9.6"
"124","Darren Fells","HOU","TE","9.3","1","9.3"
"124","Alexander Mattison","MIN","RB","9.3","1","9.3"
"126","John Brown","BUF","WR","9.2","1","9.2"
"127","Jimmy Garoppolo","SF","QB","9.1","1","9.1"
"128","Justin Tucker","BAL","K","9.0","1","9.0"
"128","Buffalo Bills","BUF","DST","9.0","1","9.0"
"128","Baker Mayfield","CLE","QB","9.0","1","9.0"
"128","Randy Bullock","CIN","K","9.0","1","9.0"
"128","Stephen Hauschka","BUF","K","9.0","1","9.0"
"128","Michael Badgley","LAC","K","9.0","1","9.0"
"134","Albert Wilson","MIA","WR","8.8","1","8.8"
"135","Jamaal Williams","GB","RB","8.7","1","8.7"
"135","Christian Blake","ATL","WR","8.7","1","8.7"
"135","Le'Veon Bell","NYJ","RB","8.7","1","8.7"
"138","Larry Fitzgerald","ARI","WR","8.6","1","8.6"
"138","Auden Tate","CIN","WR","8.6","1","8.6"
"138","O.J. Howard","TB","TE","8.6","1","8.6"
"141","D.K. Metcalf","SEA","WR","8.5","1","8.5"
"142","Nick Chubb","CLE","RB","8.4","1","8.4"
"142","Devonta Freeman","FA","RB","8.4","1","8.4"
"144","Jesper Horsted","CHI","TE","8.3","1","8.3"
"144","Bo Scarbrough","DET","RB","8.3","1","8.3"
"146","Javon Wims","CHI","WR","8.1","1","8.1"
"146","Darrel Williams","KC","RB","8.1","1","8.1"
"148","Matt Gay","TB","K","8.0","1","8.0"
"148","Ventell Bryant","DAL","WR","8.0","1","8.0"
"148","Mason Crosby","GB","K","8.0","1","8.0"
"148","Younghoe Koo","ATL","K","8.0","1","8.0"
"148","Aldrick Rosas","NYG","K","8.0","1","8.0"
"148","Derek Carrier","LV","TE","8.0","1","8.0"
"148","Minnesota Vikings","MIN","DST","8.0","1","8.0"
"148","Denver Broncos","DEN","DST","8.0","1","8.0"
"148","Chris Boswell","PIT","K","8.0","1","8.0"
"148","Matt Prater","DET","K","8.0","1","8.0"
"148","J.J. Arcega-Whiteside","PHI","WR","8.0","1","8.0"
"159","Michael Thomas","NO","WR","7.8","1","7.8"
"159","Adam Humphries","TEN","WR","7.8","1","7.8"
"159","Michael Gallup","DAL","WR","7.8","1","7.8"
"162","Phillip Lindsay","DEN","RB","7.7","1","7.7"
"162","Chris Conley","JAC","WR","7.7","1","7.7"
"164","C.J. Uzomah","CIN","TE","7.6","1","7.6"
"164","Tyreek Hill","KC","WR","7.6","1","7.6"
"164","Nelson Agholor","LV","WR","7.6","1","7.6"
"167","Marcus Johnson","IND","WR","7.5","1","7.5"
"168","Jacob Hollister","SEA","TE","7.4","1","7.4"
"168","Darius Slayton","NYG","WR","7.4","1","7.4"
"170","Mike Evans","TB","WR","7.3","1","7.3"
"171","Mark Ingram II","BAL","RB","7.2","1","7.2"
"171","Stefon Diggs","BUF","WR","7.2","1","7.2"
"173","Ryan Succop","FA","K","7.0","1","7.0"
"173","Austin Seibert","CLE","K","7.0","1","7.0"
"173","Sam Ficken","NYJ","K","7.0","1","7.0"
"173","Chris Godwin","TB","WR","7.0","1","7.0"
"173","Dan Bailey","MIN","K","7.0","1","7.0"
"178","Randall Cobb","HOU","WR","6.8","1","6.8"
"179","Jordan Wilkins","IND","RB","6.6","1","6.6"
"179","Kelvin Harmon","WAS","WR","6.6","1","6.6"
"179","Marcedes Lewis","GB","TE","6.6","1","6.6"
"182","Dwayne Haskins","WAS","QB","6.5","1","6.5"
"183","Jaylen Samuels","PIT","RB","6.4","1","6.4"
"183","DeAndre Washington","KC","RB","6.4","1","6.4"
"185","Jakobi Meyers","NE","WR","6.1","1","6.1"
"185","Kenyan Drake","ARI","RB","6.1","1","6.1"
"185","Emmanuel Sanders","NO","WR","6.1","1","6.1"
"188","Jacksonville Jaguars","JAC","DST","6.0","1","6.0"
"188","A.J. Brown","TEN","WR","6.0","1","6.0"
"188","Eddy Pineiro","CHI","K","6.0","1","6.0"
"188","Seattle Seahawks","SEA","DST","6.0","1","6.0"
"192","Josh Reynolds","LAR","WR","5.9","1","5.9"
"193","D.J. Chark","JAC","WR","5.7","1","5.7"
"193","Kendrick Bourne","SF","WR","5.7","1","5.7"
"195","Tarik Cohen","CHI","RB","5.5","1","5.5"
"195","Ryan Griffin","NYJ","TE","5.5","1","5.5"
"197","Brian Hill","ATL","RB","5.2","1","5.2"
"198","Aaron Jones","GB","RB","5.1","1","5.1"
"199","Robbie Gould","SF","K","5.0","1","5.0"
"199","Baltimore Ravens","BAL","DST","5.0","1","5.0"
"199","Josh Lambo","JAC","K","5.0","1","5.0"
"199","Adam Vinatieri","FA","K","5.0","1","5.0"
"199","Houston Texans","HOU","DST","5.0","1","5.0"
"199","Chicago Bears","CHI","DST","5.0","1","5.0"
"205","Jarius Wright","FA","WR","4.9","1","4.9"
"205","Isaiah McKenzie","BUF","WR","4.9","1","4.9"
"207","Allen Hurns","MIA","WR","4.8","1","4.8"
"207","Cody Latimer","WAS","WR","4.8","1","4.8"
"207","T.J. Hockenson","DET","TE","4.8","1","4.8"
"210","Danny Amendola","DET","WR","4.7","1","4.7"
"211","Pharoh Cooper","CAR","WR","4.6","1","4.6"
"211","Jeremy Sprinkle","WAS","TE","4.6","1","4.6"
"213","Sony Michel","NE","RB","4.5","1","4.5"
"214","Royce Freeman","DEN","RB","4.4","1","4.4"
"214","Ty Johnson","DET","RB","4.4","1","4.4"
"214","Odell Beckham Jr.","CLE","WR","4.4","1","4.4"
"214","Ian Thomas","CAR","TE","4.4","1","4.4"
"214","Steven Sims","WAS","WR","4.4","1","4.4"
"219","Justin Hardy","FA","WR","4.3","1","4.3"
"220","Carolina Panthers","CAR","DST","4.0","1","4.0"
"220","San Francisco 49ers","SF","DST","4.0","1","4.0"
"220","Ka'imi Fairbairn","HOU","K","4.0","1","4.0"
"220","Dallas Cowboys","DAL","DST","4.0","1","4.0"
"220","Kai Forbath","DAL","K","4.0","1","4.0"
"220","Cleveland Browns","CLE","DST","4.0","1","4.0"
"226","Charles Clay","FA","TE","3.9","1","3.9"
"226","Zach Ertz","PHI","TE","3.9","1","3.9"
"226","J.D. McKissic","WAS","RB","3.9","1","3.9"
"229","Demaryius Thomas","FA","WR","3.8","1","3.8"
"229","Christian Kirk","ARI","WR","3.8","1","3.8"
"229","Stephen Carlson","CLE","TE","3.8","1","3.8"
"232","Anthony Firkser","TEN","TE","3.7","1","3.7"
"232","Greg Olsen","SEA","TE","3.7","1","3.7"
"234","Vance McDonald","PIT","TE","3.6","1","3.6"
"234","Hayden Hurst","ATL","TE","3.6","1","3.6"
"234","Diontae Johnson","PIT","WR","3.6","1","3.6"
"237","David Johnson","HOU","RB","3.4","1","3.4"
"237","Chris Thompson","JAC","RB","3.4","1","3.4"
"237","Brandin Cooks","HOU","WR","3.4","1","3.4"
"240","Tevin Jones","DAL","WR","3.3","1","3.3"
"240","Vyncint Smith","NYJ","WR","3.3","1","3.3"
"242","CJ Ham","MIN","RB","3.2","1","3.2"
"242","Robert Foster","BUF","WR","3.2","1","3.2"
"242","Tavon Austin","FA","WR","3.2","1","3.2"
"242","Dawson Knox","BUF","TE","3.2","1","3.2"
"246","Myles Gaskin","MIA","RB","3.1","1","3.1"
"246","Alex Erickson","CIN","WR","3.1","1","3.1"
"248","Jeff Heuerman","DEN","TE","3.0","1","3.0"
"248","Geronimo Allison","DET","WR","3.0","1","3.0"
"248","Miami Dolphins","MIA","DST","3.0","1","3.0"
"248","Daniel Carlson","LV","K","3.0","1","3.0"
"248","Joey Slye","CAR","K","3.0","1","3.0"
"248","Detroit Lions","DET","DST","3.0","1","3.0"
"248","Jonathan Williams","FA","RB","3.0","1","3.0"
"248","Frank Gore","NYJ","RB","3.0","1","3.0"
"248","Malcolm Brown","LAR","RB","3.0","1","3.0"
"257","Travis Homer","SEA","RB","2.9","1","2.9"
"257","Matt LaCosse","NE","TE","2.9","1","2.9"
"257","Mohamed Sanu","NE","WR","2.9","1","2.9"
"260","Corey Davis","TEN","WR","2.8","1","2.8"
"260","Benjamin Watson","FA","TE","2.8","1","2.8"
"260","Bilal Powell","FA","RB","2.8","1","2.8"
"260","Demetrius Harris","CHI","TE","2.8","1","2.8"
"264","Gus Edwards","BAL","RB","2.7","1","2.7"
"264","Alec Ingold","LV","RB","2.7","1","2.7"
"264","Carlos Hyde","SEA","RB","2.7","1","2.7"
"267","Phillip Dorsett","SEA","WR","2.5","1","2.5"
"268","Zay Jones","LV","WR","2.4","1","2.4"
"268","Jordan Akins","HOU","TE","2.4","1","2.4"
"268","Tre'Quan Smith","NO","WR","2.4","1","2.4"
"268","George Kittle","SF","TE","2.4","1","2.4"
"272","Durham Smythe","MIA","TE","2.3","1","2.3"
"272","Cody Hollister","TEN","WR","2.3","1","2.3"
"274","DaeSean Hamilton","DEN","WR","2.2","1","2.2"
"274","Dare Ogunbowale","TB","RB","2.2","1","2.2"
"276","Jimmy Graham","CHI","TE","2.1","1","2.1"
"276","Ross Travis","NYJ","TE","2.1","1","2.1"
"278","Tevin Coleman","SF","RB","2.0","1","2.0"
"278","Hunter Henry","LAC","TE","2.0","1","2.0"
"278","Los Angeles Chargers","LAC","DST","2.0","1","2.0"
"278","New England Patriots","NE","DST","2.0","1","2.0"
"278","Foster Moreau","LV","TE","2.0","1","2.0"
"283","Blake Jarwin","DAL","TE","1.9","1","1.9"
"284","Jamison Crowder","NYJ","WR","1.8","1","1.8"
"284","Terry McLaurin","WAS","WR","1.8","1","1.8"
"284","Ashton Dulin","IND","WR","1.8","1","1.8"
"284","Tyler Conklin","MIN","TE","1.8","1","1.8"
"288","Darrell Henderson","LAR","RB","1.7","1","1.7"
"288","Tyler Eifert","JAC","TE","1.7","1","1.7"
"288","Willie Snead","BAL","WR","1.7","1","1.7"
"288","Giovani Bernard","CIN","RB","1.7","1","1.7"
"292","Kenjon Barner","FA","RB","1.6","1","1.6"
"292","Andrew Beck","DEN","TE","1.6","1","1.6"
"292","Keelan Cole","JAC","WR","1.6","1","1.6"
"292","Da'Mari Scott","NYG","WR","1.6","1","1.6"
"292","Keelan Doss","LV","WR","1.6","1","1.6"
"297","Josh Gordon","FA","WR","1.5","1","1.5"
"297","Rex Burkhead","NE","RB","1.5","1","1.5"
"299","Dion Lewis","NYG","RB","1.4","1","1.4"
"299","Daniel Brown","NYJ","TE","1.4","1","1.4"
"299","Tyrell Williams","LV","WR","1.4","1","1.4"
"302","Jalen Richard","LV","RB","1.3","1","1.3"
"302","Andre Patton","LAC","WR","1.3","1","1.3"
"302","Will Fuller","HOU","WR","1.3","1","1.3"
"302","Ty Montgomery","NO","RB","1.3","1","1.3"
"306","Anthony Sherman","KC","RB","1.2","1","1.2"
"306","Jeff Wilson","SF","RB","1.2","1","1.2"
"306","Nick Vannett","DEN","TE","1.2","1","1.2"
"309","Michael Walker","JAC","WR","1.1","1","1.1"
"309","Nick O'Leary","FA","TE","1.1","1","1.1"
"309","Irv Smith Jr.","MIN","TE","1.1","1","1.1"
"309","Jaron Brown","FA","WR","1.1","1","1.1"
"313","Brett Maher","NYJ","K","1.0","1","1.0"
"313","Greg Ward","PHI","WR","1.0","1","1.0"
"313","Jonnu Smith","TEN","TE","1.0","1","1.0"
"313","Braxton Berrios","NYJ","WR","1.0","1","1.0"
"313","Deon Cain","PIT","WR","1.0","1","1.0"
"313","Kerrith Whyte Jr.","PIT","RB","1.0","1","1.0"
"313","Philadelphia Eagles","PHI","DST","1.0","1","1.0"
"313","Zane Gonzalez","ARI","K","1.0","1","1.0"
"313","Noah Fant","DEN","TE","1.0","1","1.0"
"313","Seth Roberts","CAR","WR","1.0","1","1.0"
"313","New York Jets","NYJ","DST","1.0","1","1.0"
"313","Cameron Brate","TB","TE","1.0","1","1.0"
"325","Nick Boyle","BAL","TE","0.9","1","0.9"
"325","Jay Ajayi","FA","RB","0.9","1","0.9"
"325","Mecole Hardman","KC","WR","0.9","1","0.9"
"328","Ronald Jones II","TB","RB","0.8","1","0.8"
"329","Josh Hill","NO","TE","0.7","1","0.7"
"329","Tony Pollard","DAL","RB","0.7","1","0.7"
"331","Marquise Brown","BAL","WR","0.6","1","0.6"
"331","Olabisi Johnson","MIN","WR","0.6","1","0.6"
"333","Javorius Allen","FA","RB","0.4","1","0.4"
"333","Keith Smith","ATL","RB","0.4","1","0.4"
"335","Justice Hill","BAL","RB","0.3","1","0.3"
"336","Latavius Murray","NO","RB","0.2","1","0.2"
"336","Alex Armah","CAR","RB","0.2","1","0.2"
"336","Elijhaa Penny","NYG","RB","0.2","1","0.2"
"336","T.J. Logan","TB","RB","0.2","1","0.2"
"340","Marcell Ateman","LV","WR","0.0","1","0.0"
"340","Deonte Harris","NO","WR","0.0","1","0.0"
"340","Mike Thomas","CIN","WR","0.0","1","0.0"
"340","Malik Turner","FA","WR","0.0","1","0.0"
"340","Rashard Higgins","CLE","WR","0.0","1","0.0"
"340","Sammy Watkins","KC","WR","0.0","1","0.0"
"340","Isaiah Ford","MIA","WR","0.0","1","0.0"
"340","Khadarel Hodge","CLE","WR","0.0","1","0.0"
"340","Damion Ratley","CLE","WR","0.0","1","0.0"
"340","Jake Kumerow","GB","WR","0.0","1","0.0"
"340","Chris Lacy","DET","WR","0.0","1","0.0"
"340","Mack Hollins","MIA","WR","0.0","1","0.0"
"340","Byron Pringle","KC","WR","0.0","1","0.0"
"340","Matt Slater","NE","WR","0.0","1","0.0"
"340","DeAndre Carter","HOU","WR","0.0","1","0.0"
"340","Damion Willis","CIN","WR","0.0","1","0.0"
"340","Chester Rogers","FA","WR","0.0","1","0.0"
"340","Justin Watson","TB","WR","0.0","1","0.0"
"340","Arizona Cardinals","ARI","DST","0.0","1","0.0"
"340","N'Keal Harry","NE","WR","0.0","1","0.0"
"340","Qadree Ollison","ATL","RB","0.0","1","0.0"
"340","Ryan Nall","CHI","RB","0.0","1","0.0"
"340","Jace Sternberger","GB","TE","0.0","1","0.0"
"340","DeAndrew White","CAR","WR","0.0","1","0.0"
"340","Krishawn Hogan","NO","WR","0.0","1","0.0"
"340","Tanner Hudson","TB","TE","0.0","1","0.0"
"340","Senorise Perry","TEN","RB","0.0","1","0.0"
"340","Olamide Zaccheaus","ATL","WR","0.0","1","0.0"
"340","Hale Hentges","WAS","TE","0.0","1","0.0"
"340","Boston Scott","PHI","RB","0.0","1","0.0"
"340","Brandin Bryant","FA","RB","0.0","1","0.0"
"340","Khari Blasingame","TEN","RB","0.0","1","0.0"
"340","Riley Ridley","CHI","WR","0.0","1","0.0"
"340","Jason Vander Laan","NO","TE","0.0","1","0.0"
"340","Charles Jones","JAC","TE","0.0","1","0.0"
"340","Isaac Nauta","DET","TE","0.0","1","0.0"
"340","Ryan Santoso","FA","K","0.0","1","0.0"
"340","Joshua Perkins","PHI","TE","0.0","1","0.0"
"340","Carson Meier","ATL","TE","0.0","1","0.0"
"340","Jalen Guyton","LAC","WR","0.0","1","0.0"
"340","Alexander Hollins","MIN","WR","0.0","1","0.0"
"340","Trayveon Williams","CIN","RB","0.0","1","0.0"
"340","Marquise Goodwin","PHI","WR","0.0","1","0.0"
"340","Cody Core","NYG","WR","0.0","1","0.0"
"340","Cam Sims","WAS","WR","0.0","1","0.0"
"340","Donte Moncrief","FA","WR","0.0","1","0.0"
"340","Marquez Valdes-Scantling","GB","WR","0.0","1","0.0"
"340","Tyler Lockett","SEA","WR","0.0","1","0.0"
"340","Cordarrelle Patterson","CHI","WR","0.0","1","0.0"
"340","Miles Boykin","BAL","WR","0.0","1","0.0"
"340","Stanley Morgan Jr.","CIN","WR","0.0","1","0.0"
"340","Devine Ozigbo","JAC","RB","0.0","1","0.0"
"340","Fred Brown","DEN","WR","0.0","1","0.0"
"340","Andre Roberts","BUF","WR","0.0","1","0.0"
"340","Darrell Daniels","ARI","TE","0.0","1","0.0"
"340","Ricky Seals-Jones","KC","TE","0.0","1","0.0"
"340","De'Anthony Thomas","BAL","WR","0.0","1","0.0"
"340","Lance Kendricks","FA","TE","0.0","1","0.0"
"340","Mason Schreck","CIN","TE","0.0","1","0.0"
"340","Taiwan Jones","BUF","RB","0.0","1","0.0"
"340","Mike Boone","MIN","RB","0.0","1","0.0"
"340","Michael Burton","NO","RB","0.0","1","0.0"
"340","Buddy Howell","HOU","RB","0.0","1","0.0"
"340","Derek Watt","PIT","RB","0.0","1","0.0"
"340","Kyle Juszczyk","SF","RB","0.0","1","0.0"
"340","Jamize Olawale","DAL","RB","0.0","1","0.0"
"340","Brandon Bolden","NE","RB","0.0","1","0.0"
"340","D'Ernest Johnson","CLE","RB","0.0","1","0.0"
"340","Dontrell Hilliard","CLE","RB","0.0","1","0.0"
"340","Chandler Cox","MIA","RB","0.0","1","0.0"
"340","Mike Davis","CAR","RB","0.0","1","0.0"
"340","De'Lance Turner","FA","RB","0.0","1","0.0"
"340","Chase Edmonds","ARI","RB","0.0","1","0.0"
"340","Ryquell Armstead","JAC","RB","0.0","1","0.0"
"340","Devontae Booker","LV","RB","0.0","1","0.0"
"340","Dan Vitale","NE","RB","0.0","1","0.0"
"340","Kalen Ballage","MIA","RB","0.0","1","0.0"
"340","Ameer Abdullah","MIN","RB","0.0","1","0.0"
"340","Kyle Nelson","SF","TE","0.0","1","0.0"
"340","Garrett Gilbert","CLE","QB","0.0","1","0.0"
"340","Ty Long","LAC","K","0.0","1","0.0"
"340","Las Vegas Raiders","LV","DST","0.0","1","0.0"
"340","Patrick DiMarco","BUF","RB","0.0","1","0.0"
"340","Dwayne Washington","NO","RB","0.0","1","0.0"
"340","Reggie Bonnafon","CAR","RB","0.0","1","0.0"
"340","Cullen Gillaspia","HOU","RB","0.0","1","0.0"
"340","Brandon Wilson","CIN","RB","0.0","1","0.0"
"340","Tyrod Taylor","LAC","QB","0.0","1","0.0"
"340","JoJo Natson","CLE","WR","0.0","1","0.0"
"340","Tim Patrick","DEN","WR","0.0","1","0.0"
"340","Trent Sherfield","ARI","WR","0.0","1","0.0"
"340","Johnny Holton","FA","WR","0.0","1","0.0"
"340","Chris Moore","BAL","WR","0.0","1","0.0"
"340","Andy Isabella","ARI","WR","0.0","1","0.0"
"340","Jordan Thomas","HOU","TE","0.0","1","0.0"
"340","Trevon Wesco","NYJ","TE","0.0","1","0.0"
"340","Beau Brinkley","TEN","TE","0.0","1","0.0"
"340","MyCole Pruitt","TEN","TE","0.0","1","0.0"
"340","Justin Hardee","NO","WR","0.0","1","0.0"
"340","Gehrig Dieter","KC","WR","0.0","1","0.0"
"340","Trey Quinn","WAS","WR","0.0","1","0.0"
"340","Diontae Spencer","DEN","WR","0.0","1","0.0"
"340","Ted Ginn","CHI","WR","0.0","1","0.0"
"340","Richie James","SF","WR","0.0","1","0.0"
"340","Demarcus Robinson","KC","WR","0.0","1","0.0"
"340","Damiere Byrd","NE","WR","0.0","1","0.0"
"340","Blake Bell","DAL","TE","0.0","1","0.0"
"340","Johnny Mundt","LAR","TE","0.0","1","0.0"
"340","Maxx Williams","ARI","TE","0.0","1","0.0"
"340","Troy Fumagalli","DEN","TE","0.0","1","0.0"
"340","Ben Koyack","FA","TE","0.0","1","0.0"
"340","Virgil Green","LAC","TE","0.0","1","0.0"
"340","Ross Dwelley","SF","TE","0.0","1","0.0"
"340","Matt Lengel","IND","TE","0.0","1","0.0"
"340","Lee Smith","BUF","TE","0.0","1","0.0"
"340","Clive Walford","FA","TE","0.0","1","0.0"
"340","Garrett Celek","FA","TE","0.0","1","0.0"
"340","Tyrone Swoopes","FA","TE","0.0","1","0.0"
"340","Tyler Kroft","BUF","TE","0.0","1","0.0"
"340","Chris Manhertz","CAR","TE","0.0","1","0.0"
"340","Robert Tonyan","GB","TE","0.0","1","0.0"
"340","Atlanta Falcons","ATL","DST","0.0","1","0.0"
"340","Scott Simonson","FA","TE","0.0","1","0.0"
"340","Logan Thomas","WAS","TE","0.0","1","0.0"
"340","Jesse James","DET","TE","0.0","1","0.0"
"340","Mo Alie-Cox","IND","TE","0.0","1","0.0"
"340","Dalton Schultz","DAL","TE","0.0","1","0.0"
"340","J.P. Holtz","CHI","TE","0.0","1","0.0"
"468","Matt Moore","FA","QB","-0.1","1","-0.1"
"469","Tim Boyle","GB","QB","-0.4","1","-0.4"
"470","Blake Bortles","FA","QB","-0.9","1","-0.9"
"471","Nick Foles","CHI","QB","-1.0","1","-1.0"
"471","New York Giants","NYG","DST","-1.0","1","-1.0"
"473","Troymaine Pope","FA","RB","-2.0","1","-2.0"
"473","Trevor Davis","CHI","WR","-2.0","1","-2.0"
""
""
